LR,pval,hr,median_day_high,median_day_low,diff_day
PTN->PTPRB,0.1049938734292013,1.5128694179562516,413,413,0
EFNA1->EPHA3,0.1050236034805937,1.5014685806198427,423,400,23
KITLG->KIT,0.10511997943363383,1.8686058333270847,423,406,17
TIMP2->ITGA3,0.10531524724721442,0.5328302081308458,337,460,-123
CD80->CTLA4,0.10556315476147582,0.5879258719881922,348,519.5,-171.5
CCL26->CCR3,0.10583657639959032,1.8028177157451355,413,413,0
GAS6->TYRO3,0.10600415948695885,1.6294026213393986,400,418.5,-18.5
FGF5->FGFR1,0.10827530265748209,1.3767404125410827,429,386.5,42.5
CTHRC1->FZD5,0.10841217609267728,1.647445630878545,423,402.5,20.5
FBLN1->ITGB1,0.1087338810742896,0.6478221654070646,332,470.5,-138.5
BMP7->ACVR2A,0.10884898037898572,1.5436489014140498,427,406,21
FGF19->KLB,0.10887673432805167,0.5736435079027099,351,470.5,-119.5
COL2A1->ITGA10,0.10901744206397057,0.6025929264443344,351,470.5,-119.5
COL18A1->ITGA5,0.10945852885596652,0.5347391170375407,361,508,-147
CXCL17->GPR35,0.11128754855422784,1.8278418510269216,465,356,109
CCL28->CCR3,0.11140333361006072,0.7310243782669905,343,487.5,-144.5
PTGS2->CAV1,0.111746272483907,0.5926064434985063,351,434.5,-83.5
CCL20->CCR6,0.11210613013136406,0.7568014494371347,287,453,-166
COL18A1->ITGB1,0.11223829610509628,0.6071968965506931,337,470.5,-133.5
CLEC4G->LAG3,0.11280800872425512,0.7462587712597245,351,487.5,-136.5
WNT9A->FZD4,0.11393450287420503,1.614658319053175,413,413,0
LTA->TNFRSF1B,0.11395314814536905,1.727547326313938,412,421.5,-9.5
CPAMD8->SCTR,0.1140060530846021,0.6284916810155685,361,518,-157
ARTN->GFRA1,0.11414410119257268,1.6082053982173907,451,400,51
JAG1->NOTCH4,0.11429008060435253,0.6569112856346194,348,453,-105
CCL11->ACKR4,0.11473260636785376,1.6485420276634128,423,394,29
CGA->LHCGR,0.11555127807411902,0.648781024578448,351,487.5,-136.5
FBN1->ITGAV,0.11567334280483643,1.438340272728703,427,385.5,41.5
OMG->TNFRSF1B,0.11632613889654009,1.7179363567327293,412,421.5,-9.5
AREG->ERBB3,0.11718954687780936,1.6835789342609055,429,356,73
MDK->TSPAN1,0.11876023969908478,1.539227806313565,423,349.5,73.5
ECM1->ITGB4,0.11962646727449955,0.6716218948184259,414,406.5,7.5
APOE->LRP5,0.12023956599332775,1.6452755409983475,540,345.5,194.5
BSG->SLC16A7,0.1202464301045838,1.8199611222638075,499,360,139
ANGPT1->TIE1,0.12029849853127172,1.5622528923734553,413,413,0
CNTN4->PTPRG,0.121319130671802,1.8295500343771218,392,426,-34
SHH->HHIP,0.12136070729170856,1.7900319308008137,423,394,29
BMP4->RGMB,0.12150263168887143,1.4431089830682722,427,406,21
BTC->ERBB4,0.12161736388848321,1.942247801397243,427,355,72
CCL21->ACKR2,0.12218946909127137,1.5050916176600375,427,374.5,52.5
HRAS->AGTR1,0.12270587319276638,0.5323826712271231,361,470.5,-109.5
VCAM1->ITGA9,0.12337148841766865,1.4856340257605811,413,413,0
IL11->IL11RA,0.12411432435018543,0.6316091236163089,359,487.5,-128.5
DLL3->NOTCH4,0.12427553411325332,0.6308956925226162,351,519.5,-168.5
LGI2->ADAM23,0.1244986742516796,1.45219472677133,427,379.5,47.5
TFPI->LRP1,0.1267916747009552,1.7240552057292213,427,386.5,40.5
FGF1->FGFR1,0.12681296271507791,1.2749203792065866,429,360,69
COL9A2->MAG,0.12697541453690842,0.6298702868504878,351,458,-107
CP->SLC40A1,0.12715875637333762,1.717107717901822,427,394,33
SFRP1->FZD2,0.12722108017956923,1.4069377901859632,429,400,29
AMH->EGFR,0.1279061246071138,0.7291863549326069,332,458,-126
ZP3->EGFR,0.1279061246071138,0.7291863549326069,332,458,-126
EPGN->EGFR,0.1279061246071138,0.7291863549326069,332,458,-126
TNFSF13->SDC2,0.12810783524854752,1.7639848290034406,423,412.5,10.5
PTHLH->PTH2R,0.12954888668630504,0.5290907576173159,351,508,-157
ASIP->F11R,0.12978391663646283,1.5477600638838047,465,351,114
JAM2->F11R,0.12978391663646283,1.5477600638838047,465,351,114
F11R->JAM2,0.12978391663646283,1.5477600638838047,465,351,114
EFNA4->EPHA1,0.1301510179952069,1.420598148066083,455,345.5,109.5
LAMB1->ITGB1,0.13152549050486995,0.6218009449281217,337,470.5,-133.5
SOSTDC1->LRP4,0.13264780001396126,1.618440967239609,465,360,105
LGI2->ADAM11,0.13304625181904917,1.495242604165722,413,413,0
SLAMF6->SLAMF6,0.13595719041244658,1.6191274927721844,465,355,110
CRLF1->CNTFR,0.13628319161219782,0.7460026450561559,351,453,-102
COL9A1->MAG,0.1365977039959766,1.686763801662053,423,374.5,48.5
EDN2->KEL,0.13664029207650863,0.6463896628703156,337,452.5,-115.5
SFRP2->FZD5,0.13759774534049085,1.5159361147107102,429,386.5,42.5
RTN4->TNFRSF19,0.13775149167820278,0.639702751132196,348,470.5,-122.5
CRP->OLR1,0.13779655480175912,0.6390504429922919,351,460,-109
FAT4->DCHS1,0.13785327446695816,1.4285267156249306,413,413,0
HLA-G->KLRD1,0.1381620848921289,0.700057004212103,359,475,-116
WNT3A->FZD1,0.1392567107688144,1.3392745055984598,429,360,69
SEMA6D->TREM2,0.13954237448431783,1.7153908764334431,423,400,23
C1QA->CD93,0.13961947832265453,1.6143816979116814,413,413,0
NAMPT->INSR,0.13974970458951885,0.7194027873408144,332,470.5,-138.5
RLN1->RXFP1,0.14018803286195736,0.6512341094938948,348,453,-105
EFNB2->GRM5,0.14061195991569153,1.38254520156084,540,396,144
RTN4->LINGO1,0.14145653970490057,0.6417895212224768,348,470.5,-122.5
RTN4->S1PR2,0.14145653970490057,0.6417895212224768,348,470.5,-122.5
IFNA2->IFNAR1,0.1419547055250986,1.3625323059859553,427,400,27
TNFSF13B->TNFRSF13C,0.14260532184979502,1.4935565714325143,451,360,91
JAG1->NOTCH1,0.1431567077880671,0.6737769359977377,359,453,-94
PTPRZ1->NCAM1,0.14321412507074305,1.5649287417005793,455,385.5,69.5
NCAM1->PTPRZ1,0.14321412507074305,1.5649287417005793,455,385.5,69.5
INHBB->ACVR2B,0.14341961504333456,0.5247431703384632,359,508,-149
WNT10A->FZD5,0.1434451725632826,1.4716324419607054,465,349.5,115.5
PRG4->TLR4,0.14378596419378697,1.7196178073817827,413,413,0
PROC->TEK,0.1443500901655842,1.583560001717699,427,400,27
MDK->NOTCH2,0.14525001611312827,1.5017877133354565,423,385.5,37.5
TNC->ITGB1,0.14552301669844403,0.7238188011116857,287,470.5,-183.5
TIMD4->HAVCR1,0.14582917568339393,0.7055808903732275,392,458,-66
BMP8A->ACVR2A,0.1460667699133963,1.4029016096623876,423,400,23
DHH->PTCH2,0.14699368665000967,1.4817913272476806,423,406,17
EFNA2->EPHA2,0.14727715281525444,0.6047556215822734,388,441,-53
CCL8->ACKR4,0.14729494403143417,1.7292491969837755,427,369.5,57.5
BMP7->BMPR1A,0.1473745715779029,1.442991833741401,413,413,0
PODXL->SELL,0.14750110253635929,0.6129095564203269,348,470.5,-122.5
NPNT->ITGB1,0.14760151156640244,0.686166084678776,332,460,-128
CCL28->CCR10,0.14827087361247038,0.7504847252389641,343,487.5,-144.5
F2->ITGA2B,0.14891640831094732,0.6757816645503567,388,451.5,-63.5
WNT5A->FZD7,0.14911876633430765,1.5265312878708888,413,387.5,25.5
EFNA4->EPHA5,0.14928483523030334,1.3999867700144693,429,373.5,55.5
DKK1->LRP6,0.15085736535859628,0.6491802761480134,348,460,-112
WNT5A->ROR2,0.1519571941156188,1.414943693223535,412,418.5,-6.5
DKK4->LRP6,0.15247455759205042,1.3946222045213292,429,394,35
RARRES2->GPR1,0.15277096700178716,1.299419659761874,427,352,75
FGF16->FGFR3,0.15404586597174785,0.674636887264707,392,463.5,-71.5
FGF17->FGFR3,0.15404586597174785,0.674636887264707,392,463.5,-71.5
FGF23->FGFR3,0.15404586597174785,0.674636887264707,392,463.5,-71.5
FGA->ITGB3,0.15505594446930626,0.6065031606864415,348,470.5,-122.5
TNFSF13B->TNFRSF17,0.156373845884751,1.5302665690685928,423,387,36
CD47->SIRPA,0.15650018673848232,1.7522982282288238,413,413,0
SIRPA->CD47,0.15650018673848232,1.7522982282288238,413,413,0
JAM2->JAM3,0.157374141683307,1.5373242483043712,413,413,0
JAM3->JAM2,0.157374141683307,1.5373242483043712,413,413,0
SPON2->ITGAM,0.1579436913065807,1.426413992269345,412,413.5,-1.5
CLEC2B->KLRF1,0.1591272048386071,0.6128746999519349,337,487.5,-150.5
KLRF1->CLEC2B,0.1591272048386071,0.6128746999519349,337,487.5,-150.5
RSPO1->LRP6,0.15952806970555355,1.4294016571997783,428,400,28
IGFBP4->FZD8,0.1596598458126901,1.5714880590317948,400,418.5,-18.5
LTA->TNFRSF1A,0.1599018244042374,0.6109080377359701,392,420.5,-28.5
TNF->TNFRSF1A,0.1599018244042374,0.6109080377359701,392,420.5,-28.5
CCL11->ACKR2,0.16065637439492186,1.4269786036205496,414,400,14
CCL8->CCR3,0.1610246862475615,0.7503861578619987,388,460,-72
FGF13->SCN5A,0.1628648227611953,1.3784149205038134,423,374.5,48.5
CCL21->CCR10,0.16367491077799168,1.6016063032067052,423,394,29
LAMC2->ITGB1,0.1640314756206931,0.6609415678896774,343,460,-117
EFNB3->EPHB6,0.1644137702618118,0.6095001640269878,361,420.5,-59.5
TNC->EGFR,0.1647958800280015,0.6569426563770447,359,425,-66
ADAM17->NOTCH1,0.16582457782341609,0.5976940584257435,351,453,-102
WNT3->FZD1,0.16613837048296853,1.3206409591155146,427,386.5,40.5
EFNB1->EPHB1,0.16662890748940506,1.6152242885431216,429,406,23
EFNA5->EPHA3,0.16679357885166513,1.4180519111480099,400,421.5,-21.5
ULBP2->KLRK1,0.16750221099768992,0.6428874504513736,348,428,-80
TGFB1->TGFBR1,0.1677618912287664,1.4799749973376741,423,406,17
EPHA4->EFNB1,0.16790445649033303,1.4158076348942976,499,396,103
EFNB1->EPHA4,0.16790445649033303,1.4158076348942976,499,396,103
TFF2->CXCR4,0.16808822698058523,1.6311592676270494,451,360,91
THBS2->ITGB1,0.16866712956811247,0.6011656333484955,351,508,-157
CCL24->CCR2,0.16888984721582712,1.6973571198044153,412,420.5,-8.5
RTN4->RTN4RL1,0.16926822131698716,0.6591943210823593,361,470.5,-109.5
WNT7B->FZD8,0.17045604169357642,0.7151464843892195,392,439.5,-47.5
TG->LRP2,0.17083887956185972,0.6361286825987534,388,463.5,-75.5
GZMB->CHRM3,0.17247337556827214,1.6385749059602475,455,340,115
TNC->ITGB3,0.1731423229828969,0.7212415835509383,351,470.5,-119.5
EPCAM->EPCAM,0.17344473762607604,1.5182439565152905,427,355,72
CCL11->CCR2,0.17360918152947336,1.4042833306795586,423,400.5,22.5
EFNB3->EPHB3,0.17364130308000603,1.5836156992972599,465,345.5,119.5
BMP2->BMPR1A,0.17623867234230428,1.7108716070503138,413,413,0
RTN4->RTN4R,0.17664168086802756,0.6487379932425916,361,460,-99
L1CAM->ALCAM,0.17694858663392699,0.7503547664917375,272,460,-188
ALCAM->L1CAM,0.17694858663392699,0.7503547664917375,272,460,-188
BTC->EGFR,0.17696919765445895,0.7729617376265061,332,458,-126
NXPH3->NRXN1,0.1772862951566163,1.3929094794024972,413,413,0
TIMP1->CD63,0.17817083215279406,1.3832035718749796,423,406,17
SPP1->ITGB1,0.17833248721712214,0.7242733618255134,337,470.5,-133.5
TCN1->CD320,0.17897768266322855,1.566857841605489,423,406,17
APOD->LEPR,0.1794162582538763,1.5199927870910466,400,421.5,-21.5
SPP1->ITGA4,0.18071854928887598,0.5948574243499121,361,470.5,-109.5
SPP1->ITGA9,0.18071854928887598,0.5948574243499121,361,470.5,-109.5
SPP1->ITGB3,0.18071854928887598,0.5948574243499121,361,470.5,-109.5
FGF5->FGFR4,0.18238235860277485,1.7540557529918699,413,407.5,5.5
ADAM17->ITGA5,0.18277827173329653,0.6738969883000011,348,446,-98
CAMP->FPR2,0.1831788486155862,0.7727611191363123,351,458,-107
MDK->ITGB1,0.18342593046639022,0.6824807761573943,337,460,-123
EFNA2->EPHA3,0.18358462536993647,1.4661920654263154,400,421.5,-21.5
COL1A2->ITGA2,0.183736486988905,1.4517153906609186,427,360,67
SEMA4A->PLXND1,0.18399950648738106,0.6362566094529382,388,451.5,-63.5
BMP7->ENG,0.18410380634839485,1.596173446008063,412,418.5,-6.5
CCL20->CXCR3,0.18434046875282606,0.8135360566668047,332,440,-108
MMP7->CD44,0.18530417511622588,1.5151582986561494,413,403,10
COL4A6->CD93,0.18580962628718578,1.6234431170219832,400,421.5,-21.5
FZD8->CKAP4,0.18588906934901872,1.4363682308372943,413,413,0
RELN->LRP8,0.1863005427401334,1.4825827835591674,414,406,8
SOSTDC1->LRP5,0.18731770407333215,1.625047304930618,465,340,125
CSF2->CSF3R,0.18764016138959116,0.7755622731691963,361,458,-97
HLA-G->LILRB2,0.18791871636540802,0.7204588851223263,392,440,-48
FGG->ITGA5,0.1888515060327447,0.6847155370566443,351,446,-95
WNT5A->ROR1,0.19001119029504254,1.5416660303714993,412,420.5,-8.5
CSF1->CSF1R,0.19003502035447095,1.7306277579935103,413,401,12
THBS1->ITGA3,0.19110185252900003,0.6291899728161959,351,460,-109
EFNA3->EPHA7,0.19188185711084138,1.3757458475991893,451,345.5,105.5
FGF2->NRP1,0.19194572857423264,0.7127841745928982,343,518,-175
SEMA3F->NRP1,0.19233656870503557,0.6941404285736237,348,518,-170
VEGFB->NRP1,0.19233656870503557,0.6941404285736237,348,518,-170
EFNA3->EPHA4,0.19410660107449773,1.4909349954172557,499,375.5,123.5
SLIT2->ROBO4,0.19410983099036927,1.3927791147380795,400,421.5,-21.5
COL18A1->KDR,0.1941934194592676,0.6361840526280427,361,460,-99
PTPRK->PTPRK,0.19433031885833985,1.405218892756537,427,390,37
ENHO->GPR19,0.19467488150978796,0.6610684567460142,359,460,-101
VTN->PVR,0.1954654320942505,0.6960120482118862,359,440,-81
TNF->TNFRSF1B,0.1956971399221945,1.565373564241919,406,429,-23
SDC2->PTPRJ,0.19631927795399295,1.4918792598762909,427,374.5,52.5
PENK->OGFR,0.19642461042565906,0.6390427760161237,361,458,-97
INHBB->ACVR1B,0.19643787034905735,1.521308291221044,427,400,27
BDNF->NGFR,0.19676815756753474,1.4660073358578711,388,425,-37
IL1B->IL1RAP,0.1971061729763638,0.584945055942012,351,465.5,-114.5
TNFSF10->TNFRSF11B,0.19795809637895467,1.523413268475738,423,390,33
EFNA3->EPHA2,0.19864344738898443,0.6547795967791552,388,425,-37
EFNA4->EPHA2,0.19864344738898443,0.6547795967791552,388,425,-37
EFNB2->EPHA4,0.19932290104770933,1.2518005239898045,465,396,69
COL4A1->ITGB1,0.2003271240165152,0.6968476589395,337,470.5,-133.5
SEMA3A->NRP2,0.20094002406428257,0.7195664824136813,348,418.5,-70.5
WNT16->FZD2,0.20113610984926633,1.349353540363532,427,360,67
LTA->LTBR,0.20180706081327027,0.6953431323514645,388,453,-65
TNFSF14->LTBR,0.20180706081327027,0.6953431323514645,388,453,-65
SLIT2->SDC1,0.20195610366165095,1.3971437143327867,451,380.5,70.5
LIF->IL6ST,0.20204072742014467,0.7216990936108233,287,518,-231
EFNB2->GRM1,0.20306279745991307,1.3277995269816432,476,406,70
GNAS->VIPR1,0.20393629517994438,1.1152471145624316,429,360,69
LIPH->LPAR4,0.20401458916318937,1.622798356922194,465,353.5,111.5
WNT3A->APCDD1,0.20418721319363142,1.3440481153384345,413,403,10
LIPH->LPAR2,0.20482995749530364,1.5807975005668096,476,353.5,122.5
VCAM1->ITGB1,0.20601792399599994,0.7467375667631064,332,460,-128
IL16->KCNJ10,0.20650800114564682,1.304453109106709,400,413.5,-13.5
HLA-G->LILRB1,0.2068716534925098,0.6768415932817994,414,402.5,11.5
FGF17->FGFR1,0.20759383494193495,1.1825532157375598,412,418.5,-6.5
FGF22->FGFR1,0.20759383494193495,1.1825532157375598,412,418.5,-6.5
FGF23->FGFR1,0.20759383494193495,1.1825532157375598,412,418.5,-6.5
IAPP->RAMP1,0.2082672671884861,1.295932503114801,465,355,110
FGF2->SDC2,0.20864823019819834,1.759625586621283,392,420.5,-28.5
PLAU->LRP1,0.20940819458692106,1.286206831650529,429,355,74
CCL28->ACKR2,0.21143210924841993,0.7898375690129024,343,470.5,-127.5
FGF9->FGFR1,0.21191252232390945,1.1462772934937913,413,387.5,25.5
CNTN1->NOTCH1,0.21203117687945505,1.4282210248013565,392,428,-36
VIP->VIPR1,0.21234286752517706,1.4214364117178853,455,349.5,105.5
CCL19->CCRL2,0.21275708753643163,1.5209285311916831,451,394,57
CD59->CD2,0.21289448765779162,0.6996806314435413,348,440,-92
CEACAM5->CD1D,0.21322335456501063,1.3777138452172597,429,375.5,53.5
CEACAM5->CD8A,0.21322335456501063,1.3777138452172597,429,375.5,53.5
SHH->GPC5,0.213735449987155,1.6907514868302853,423,394,29
WNT3->LRP6,0.21382605228188267,1.3457256795835755,427,406,21
IL12B->IL12RB2,0.213905864348493,0.7072272930000486,361,445,-84
CD5L->CD5,0.21470810348160208,1.4814409718178214,451,356,95
EFNA2->EPHA7,0.21525544327530666,1.5202430190954774,429,406,23
RSPO1->ZNRF3,0.21630449090463222,1.4941076201706933,412,432.5,-20.5
CCL3->CCR3,0.21655745675598237,1.4436457527957791,414,412.5,1.5
CCL5->CCR3,0.21655745675598237,1.4436457527957791,414,412.5,1.5
CCL4->CCR3,0.21655745675598237,1.4436457527957791,414,412.5,1.5
CCL3L1->CCR3,0.21655745675598237,1.4436457527957791,414,412.5,1.5
CCL18->CCR3,0.21655745675598237,1.4436457527957791,414,412.5,1.5
CCL15->CCR3,0.21655745675598237,1.4436457527957791,414,412.5,1.5
CCL14->CCR3,0.21655745675598237,1.4436457527957791,414,412.5,1.5
CCL4L1->CCR3,0.21655745675598237,1.4436457527957791,414,412.5,1.5
EFNB3->RHBDL2,0.21761374999540484,1.255351375674641,451,337.5,113.5
GDF11->ACVR1B,0.21833323352850842,1.547108480508507,423,385.5,37.5
NODAL->ACVR1B,0.21833323352850842,1.547108480508507,423,385.5,37.5
FGF2->FGFR4,0.21879750192297998,1.7575534878374506,412,428,-16
PSEN1->NCSTN,0.21897237358304966,1.32256680264872,429,373.5,55.5
MSTN->ACVR2B,0.21898000041570287,0.7020879912354626,392,487.5,-95.5
LEFTY2->ACVR2B,0.21898000041570287,0.7020879912354626,392,487.5,-95.5
IL36RN->IL1RL2,0.2194103300857645,0.7087059824162089,351,487.5,-136.5
PF4V1->CXCR3,0.21958678687564737,1.2484006094247095,455,340,115
COL8A1->ITGA1,0.2204020824881704,1.2751933343711532,392,418.5,-26.5
GNAI2->EGFR,0.22170370621397373,0.7289912425483422,359,439,-80
VCAN->ITGB1,0.2221910142235669,0.6318287082350809,361,487.5,-126.5
FGA->ITGAX,0.22339663134324506,0.7100694924105851,351,470.5,-119.5
FGF1->CSPG4,0.22364950101405434,1.5579207519830869,455,360,95
TGFA->ERBB4,0.22580294209391272,0.6563554938019811,361,441,-80
NCAM1->FGFR1,0.22623748166657176,1.2099682437181172,429,386.5,42.5
LGALS1->ITGB1,0.226432608214567,0.7060445519651174,337,460,-123
CFH->SELL,0.2272723014141056,0.807713514863153,348,439,-91
SCGB3A1->MARCO,0.22883885204669352,0.7674882515218063,351,470.5,-119.5
ADM->RAMP2,0.23016865686400934,0.6196261866064914,337,508,-171
ADM->CALCR,0.23016865686400934,0.6196261866064914,337,508,-171
GDF5->BMPR1B,0.23031852393840668,0.6637138131411752,351,470.5,-119.5
EFNA1->EPHA7,0.2308424481775212,1.2926246171816134,455,373.5,81.5
GDF5->ACVR2B,0.23157986861823388,0.7074929433472464,392,470.5,-78.5
INHBC->ACVR2B,0.23157986861823388,0.7074929433472464,392,470.5,-78.5
NODAL->ACVR2B,0.23157986861823388,0.7074929433472464,392,470.5,-78.5
PSEN1->NOTCH4,0.23249499608975488,1.2845312777847595,423,385.5,37.5
APLN->APLNR,0.2338257982587072,1.427607810867449,427,355,72
CNTN1->NOTCH2,0.23438265834614702,1.6919760367978365,392,425,-33
HGF->MET,0.23461343821702108,0.6702173094128191,400,434.5,-34.5
COL4A2->CD93,0.23548752723100297,1.489038005751689,413,413,0
SEMA4D->PLXNB2,0.2356454048869292,0.7740973745885468,413,403,10
TNFSF13B->TNFRSF13B,0.23597250110160417,1.4299645900981768,423,387,36
PLG->PLGRKT,0.23603571418512503,0.7047120245839458,359,440,-81
BTC->ERBB3,0.23623230523559857,1.5187395062126618,427,369.5,57.5
EGF->ERBB3,0.23623230523559857,1.5187395062126618,427,369.5,57.5
NRG2->ERBB3,0.23623230523559857,1.5187395062126618,427,369.5,57.5
NRG1->ERBB3,0.23623230523559857,1.5187395062126618,427,369.5,57.5
FGF20->FGFR3,0.23626784990802863,0.757632791976204,392,463.5,-71.5
CALCB->CALCRL,0.23667363845559253,1.5054245250525327,361,440,-79
RTN4->CNTNAP1,0.2368650581089191,0.6826764368167773,388,470.5,-82.5
FGF7->FGFR2,0.23703984828753355,1.5378559335518531,414,400,14
ANG->PLXNB2,0.238343261312439,0.7732750027886152,413,403,10
EFNB2->EPHB1,0.23910199007100186,1.2317781002440698,476,406,70
TAC1->TACR2,0.2396165009531115,1.508975136499039,455,355,100
NTN1->UNC5C,0.24081733088439683,1.2105383764726954,429,400.5,28.5
SST->SSTR1,0.24129441017434183,1.37995105734246,413,386.5,26.5
IL13->IL13RA1,0.2413919903295062,1.6871751866326636,413,413,0
FGF18->FGFR3,0.24140152159779416,0.769177581403412,392,463.5,-71.5
CX3CL1->CX3CR1,0.24162734995099944,0.7107628865029026,392,441,-49
WNT5A->FZD8,0.24193695987726838,1.5272712416764973,400,425,-25
IFNE->IFNAR1,0.24292741488523784,1.2941838618562724,423,412.5,10.5
SEMA4C->PLXNB2,0.2430338188320118,0.7603464206713688,412,413.5,-1.5
PTN->PLXNB2,0.2430338188320118,0.7603464206713688,412,413.5,-1.5
SEMA4A->PLXNB2,0.2430338188320118,0.7603464206713688,412,413.5,-1.5
COL18A1->PTPRS,0.24355802248120406,0.6226415611804643,388,460,-72
SPP1->ITGB5,0.24410087959135263,0.6534691494039431,361,460,-99
ADAM9->ITGB1,0.24467283691838082,0.7610038049042736,337,442,-105
PF4->CXCR3,0.24502928411854175,1.3059068587596487,455,340,115
NLGN1->NRXN2,0.24596573317271953,1.640021994097201,388,428,-40
NGF->SORCS3,0.2460587408844208,1.3114332526699624,392,420.5,-28.5
LTF->LRP11,0.24649477994756142,0.6428010249822655,361,470.5,-109.5
NRG4->ERBB4,0.24662848688183003,1.2996151845475383,413,413,0
WNT7B->FZD5,0.24815601209207927,1.3303884365136949,465,356,109
NTN1->UNC5B,0.24868761261780092,1.4027774446151275,451,356,95
FGL1->LAG3,0.2506435769331641,0.7463449013177504,360,476,-116
LAMB1->ITGA6,0.25151028262904696,0.6252156419055082,361,453,-92
GDF9->BMPR1B,0.25168692280875327,0.6971533984153508,348,470.5,-122.5
ADAM23->ITGA5,0.25343889350784476,0.7338048854710199,351,420.5,-69.5
ANGPT1->ITGA5,0.25343889350784476,0.7338048854710199,351,420.5,-69.5
L1CAM->ITGA5,0.25343889350784476,0.7338048854710199,351,420.5,-69.5
VTN->ITGA5,0.25343889350784476,0.7338048854710199,351,420.5,-69.5
EFNB2->RHBDL2,0.2537172368608026,1.2253312586887255,476,396,80
LCN1->LMBR1L,0.2540818500563775,0.6589265384820923,359,458,-99
EDA->EDAR,0.2542255364931355,1.2418870594100875,451,370,81
NLGN3->NRXN2,0.25577702519138223,1.3606364340695793,388,440,-52
DEFB4A->TLR4,0.25616740498300694,1.561507930163218,392,413.5,-21.5
SEMA5A->MET,0.2562669345621601,0.6796705468177064,351,460,-109
RPH3A->NRXN1,0.25634238073185633,1.310743982660525,400,425,-25
IL34->CSF1R,0.2564419079097964,1.5105208293730181,423,400.5,22.5
SEMA4G->PLXNB2,0.25763018469767995,0.8176418177039512,427,402.5,24.5
LGALS1->CD69,0.2590937309256379,1.4936786823841777,412,413.5,-1.5
IFNA2->IFNAR2,0.25968647005945555,1.2366943155869803,427,406,21
IFNE->IFNAR2,0.25968647005945555,1.2366943155869803,427,406,21
IFNB1->IFNAR2,0.25968647005945555,1.2366943155869803,427,406,21
COL2A1->MAG,0.25971003329634434,0.6473378507735594,400,432.5,-32.5
IFNL1->IL10RB,0.2597196086573238,1.2797577655614738,427,353.5,73.5
IL10->IL10RB,0.2597196086573238,1.2797577655614738,427,353.5,73.5
UCN2->IL10RB,0.2597196086573238,1.2797577655614738,427,353.5,73.5
IL22->IL10RB,0.2597196086573238,1.2797577655614738,427,353.5,73.5
UCN3->IL10RB,0.2597196086573238,1.2797577655614738,427,353.5,73.5
IGFBP4->LRP6,0.2602888094580873,1.464092791837501,400,432.5,-32.5
ADAM9->ITGA3,0.2607443840272293,0.741710610536782,351,441,-90
ICAM5->ITGAL,0.2609553480248089,0.7746050750025342,361,452.5,-91.5
EFNA3->EPHA1,0.26100907462142797,1.1541229237816966,455,345.5,109.5
WNT16->LRP5,0.2616522932059069,1.5128914743341082,499,345.5,153.5
CGN->F11R,0.26218818516243314,1.4134322969964246,465,373.5,91.5
EFNA4->EPHA4,0.26229347761826916,1.375573927275073,465,375.5,89.5
IL33->IL1RL1,0.2629736752881824,1.5870536250867877,412,421.5,-9.5
IL1A->IL1RAP,0.2632892259339745,0.5989375004332688,361,465.5,-104.5
ITGB2->THY1,0.26425491781784627,1.389086462602751,423,400.5,22.5
EFNB2->EPHA3,0.26435334977957714,1.146782183559049,413,413,0
BAG6->NCR3,0.2667047821032542,1.2896242936213098,451,360,91
ICAM4->ITGB2,0.2667288649223184,1.4691987232399901,423,400.5,22.5
DCN->EGFR,0.2674902319822835,1.268745839479131,400,421.5,-21.5
CDH1->PTPRM,0.26755681536731035,0.7413913632564811,361,460,-99
CSF2->CSF2RA,0.2681631094472836,0.6903885110840473,348,487.5,-139.5
PVR->CD226,0.26876036208079235,0.7619653408854222,359,440,-81
CD226->PVR,0.26876036208079235,0.7619653408854222,359,440,-81
ADAM15->ITGB3,0.26937877940372856,1.8924224942802796,427,390,37
CCL7->CCR10,0.2694107964063782,1.385658601229789,427,374.5,52.5
FGF20->FGFR1,0.2704806732165307,1.1098878335379398,413,387.5,25.5
DSC1->DSG3,0.27095441047084956,0.7016322411984768,332,439,-107
DEFB1->CCR6,0.27257657441982486,0.7856887385137457,351,465.5,-114.5
F10->F3,0.27283975236494873,0.5735650319289515,392,439.5,-47.5
F7->F3,0.27283975236494873,0.5735650319289515,392,439.5,-47.5
PLG->F3,0.27283975236494873,0.5735650319289515,392,439.5,-47.5
AGRP->SDC3,0.2732804307354896,1.4461944305979806,423,390,33
ITGAV->THY1,0.27358267415751913,1.4202361415137112,413,413,0
GNAI2->CAV1,0.27493050563807875,0.6647401228408565,348,460,-112
MICB->KLRK1,0.2755560495008852,0.7191939458423225,348,440,-92
PDGFB->PDGFRB,0.27570984028776235,1.265791427584361,400,421.5,-21.5
SIGLEC1->SPN,0.27672558491329335,0.7786048088729987,359,452.5,-93.5
SPN->SIGLEC1,0.27672558491329335,0.7786048088729987,359,452.5,-93.5
L1CAM->PTPRZ1,0.2771154998078412,1.1698780423074273,451,351,100
PTPRZ1->L1CAM,0.2771154998078412,1.1698780423074273,451,351,100
SPP1->ITGAV,0.27794474372392997,0.722375291113328,351,460,-109
ICAM3->ITGB2,0.278553204352161,1.4834261265728703,423,400.5,22.5
EFNA3->EPHA3,0.27958354166636246,1.351065633297329,392,440,-48
TGFB3->ENG,0.2814233508138346,1.3710386054211379,392,426,-34
