LR,pval_PAAD-US,pval_PACA-AU,pval_PACA-CA,hr_PAAD-US,hr_PACA-AU,hr_PACA-CA,median_day_low_PAAD-US,median_day_low_PACA-AU,median_day_low_PACA-CA,median_day_high_PAAD-US,median_day_high_PACA-AU,median_day_high_PACA-CA,diff_day_PAAD-US,diff_day_PACA-AU,diff_day_PACA-CA,meta_pval,meta_qval_BH,meta_qval_holm,meta_qval_storey
GNAI2->ADORA1,0.10703285821694797,0.5142261065862002,0.6479130472695624,1.5085956119618806,0.7358055659545196,0.9229911265599279,171.5,434.5,575,188,400,455,16.5,-34.5,-120,0.3309786341514879,0.6310049624524647,1,0.3268773535988694
TGFB2->TGFBR3,0.10831051821929039,0.6532236302981516,0.4574836262845823,1.6305015828927136,1.1986633419447665,1.0301197304112815,180,439,556,194,392,515,14,-47,-41,0.2966579413408206,0.6101416602844433,1,0.3160696081676594
SLITRK5->PTPRD,0.10842066224573055,0.5028122791297411,0.9677490530816221,1.5153929894899034,1.021478200110071,0.9421265182955968,174,413.5,513.5,194,400,575,20,-13.5,61.5,0.5590722618564704,0.7799188474109704,1,0.404018706719416
VIP->VIPR1,0.10916035813162717,0.21234286752517706,0.03815985876883843,1.5666857454074254,1.4214364117178853,1.5948645039648188,182,349.5,455,194,455,643,12,105.5,188,0.007754188296586411,0.11496705623203324,1,0.05955599294515919
ADM2->RAMP2,0.10917568588805437,0.8669876767271948,0.03022478004661444,1.5829731865494385,1.0873029573699355,1.3674124364001443,184.5,388,456,183,418,608,-1.5,30,152,0.16988105528437655,0.4792017030037661,1,0.2482392276427502
IL27->IL27RA,0.10920016709903302,0.39663531684106157,0.7116620565213281,1.4919772605934827,1.3053786750492828,1.1489445655373998,174,413.5,588.5,194,412,480,20,-1.5,-108.5,0.2956384401759931,0.6089269364818963,1,0.3154403489295278
LGI2->ADAM11,0.10942795024768015,0.13304625181904917,0.3860538831763689,1.5865303801251698,1.495242604165722,1.1476312237819244,191,413,533.5,181,413,522,-10,0,-11.5,0.04138308044291209,0.25660622275218675,1,0.13292884842653768
APOE->VLDLR,0.11021729478078246,0.699390302234443,0.6068618596902079,1.5092444194221093,0.9697351973062399,0.8856354712862523,162.5,413.5,545,194,400,522,31.5,-13.5,-23,0.4375463665207998,0.7090859815160929,1,0.36732539822061727
APOE->LRP2,0.11021729478078246,0.699390302234443,0.5098665869311794,1.5092444194221093,0.9697351973062399,0.8292522013452254,162.5,413.5,503,194,400,543,31.5,-13.5,40,0.3665667242152538,0.6549400171780564,1,0.3392763485553233
ICAM1->ITGB2,0.11062772037771185,0.6111747544312837,0.30692321795396793,1.451656527069299,0.8863695979369115,0.8006174460555187,162.5,440,576.5,216,400,480,53.5,-40,-96.5,0.1814341946110149,0.4919952597334704,1,0.2548666303032131
APP->NCSTN,0.11096055123163229,0.9575727635005851,0.2741768831465613,1.8875835830636938,0.9072789318660899,1.1658025395081262,159,440,450.5,240,400,608,81,-40,157.5,0.3833297692687036,0.6689626518171734,1,0.34654044626305525
FGF13->SCN8A,0.11104072383915342,0.7508939531090719,0.1110231752477634,1.7571926565395781,1.284272599192871,1.4011677611245468,180,440,456,194,348,628,14,-92,172,0.1535079357567191,0.46284577604630933,1,0.2397664224547678
EDN1->KEL,0.11159198212151611,0.583611077208469,0.06971675307871938,1.5131574095237397,0.9376080447621663,1.2709239778907804,181,400.5,461.5,194,423,578,13,22.5,116.5,0.0745927260678502,0.3456867642508567,1,0.17907493822758747
ANGPT1->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,0.6261356680608617,0.5889061874140357,0.8189374528142646,162.5,470.5,557,216,332,480,53.5,-138.5,-77,0.02418604005403772,0.1978596069649815,1,0.10249653894552023
COL2A1->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,0.6261356680608617,0.5889061874140357,0.8189374528142646,162.5,470.5,557,216,332,480,53.5,-138.5,-77,0.02418604005403772,0.1978596069649815,1,0.10249653894552023
ICAM4->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,0.6261356680608617,0.5889061874140357,0.8189374528142646,162.5,470.5,557,216,332,480,53.5,-138.5,-77,0.02418604005403772,0.1978596069649815,1,0.10249653894552023
LAMA1->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,0.6261356680608617,0.5889061874140357,0.8189374528142646,162.5,470.5,557,216,332,480,53.5,-138.5,-77,0.02418604005403772,0.1978596069649815,1,0.10249653894552023
MATN1->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,0.6261356680608617,0.5889061874140357,0.8189374528142646,162.5,470.5,557,216,332,480,53.5,-138.5,-77,0.02418604005403772,0.1978596069649815,1,0.10249653894552023
PLG->ITGB1,0.11168523066129676,0.071765287926429,0.34204861708575707,0.6261356680608617,0.5889061874140357,0.8189374528142646,162.5,470.5,557,216,332,480,53.5,-138.5,-77,0.02418604005403772,0.1978596069649815,1,0.10249653894552023
TNFSF11->TNFRSF11A,0.11370068077681761,0.5528804705801373,0.053467182317281314,1.5862879528079825,1.268760963458522,1.2829922829196398,171.5,437,450.5,216,412,625,44.5,-25,174.5,0.06222052892939274,0.31638565047273454,1,0.1638961819590685
SLITRK3->PTPRS,0.114145113464177,0.7117479691283706,0.22690751274683696,1.4338722426565786,1.2819174751449274,1.3267575680128194,191,417.5,525.5,181,413,522,-10,-4.5,-3.5,0.19441184812672596,0.5014260632657223,1,0.2597520373671323
LRPAP1->SORT1,0.11445149399445742,0.020136013725178814,0.008376825396776089,1.4810560117268956,2.090755747440802,1.4773178651580283,172.5,360,386,194,427,631,21.5,67,245,4.870032482315798e-4,0.018993126681031612,0.8517686811570331,0.00983894478727081
DLL3->NOTCH2,0.11496090374098678,0.617385659421297,0.4315603465647674,1.2569513077071288,1.314464594574851,0.8340858485532983,164,420.5,581,216,392,467,52,-28.5,-114,0.2605850467267205,0.5671900739064896,1,0.2938195440262758
TNFSF18->TNFRSF18,0.11560991956248035,0.832914145032227,0.14756529684971476,1.6353800602250799,0.9841432775875801,0.7926737952728612,165.5,413,616.5,202,413,471,36.5,0,-145.5,0.21903219375836153,0.5225315898969423,1,0.27068526151280353
SPP1->ITGB5,0.11643981948529947,0.24410087959135263,0.04267042799570708,0.6579018397254129,0.6534691494039431,0.6434984935817256,187.5,460,608.5,183,361,444,-4.5,-99,-164.5,0.010925624618372636,0.14016728736059614,1,0.07261038292866907
IGF2->INSR,0.1168388642454199,0.4426971518881575,0.5463547106728168,1.5782247721053202,0.7919420612854339,1.1213920064898903,194,437,475.5,181,361,573,-13,-76,97.5,0.2248226742766551,0.5227416686227638,1,0.27079408788031273
SEMA6D->TREM2,0.1174750760776837,0.13954237448431783,0.8657816061551431,1.3118116010442693,1.7153908764334431,1.0511396132860915,173,400,538,194,423,522,21,23,-16,0.2349887452976612,0.5343090102205377,1,0.2767862784883846
ADM->CALCR,0.11802226321555376,0.23016865686400934,0.0162726240267288,0.7385546008922609,0.6196261866064914,0.5870250336190856,171.5,508,627.5,194,337,437,22.5,-171,-190.5,0.008068838660132019,0.11669129941586816,1,0.06044919677465412
CD84->CD84,0.118496995635761,0.9964346082886578,0.06553564161628356,1.4294454046666898,1.1416373684452468,1.566595247098418,192.5,421.5,493,181,392,539,-11.5,-29.5,46,0.27122532470670924,0.5765144935116544,1,0.29864984138643536
WNT7B->FZD10,0.11854599381274356,0.06067551108214364,0.0013459467967344985,0.6450008968981259,0.6100496771017787,0.5833795770150456,180,470.5,629.5,188,361,437,8,-109.5,-192.5,9.812217279856561e-4,0.031372285367241126,1,0.016251678239321044
WNT7A->FZD9,0.11913017321047048,0.08988195706945268,0.06055110260670182,0.6542626417952141,0.5240247197863374,0.692574827412382,159.5,441,606,219,359,455,59.5,-82,-151,0.0032646055781748264,0.06845069762562085,1,0.03545928197600336
ORM1->CCR5,0.11964573152687419,0.6515232207177909,0.30190386627617705,1.3856070995218852,0.9904870738930683,1.2797376199457853,185.5,440,498.5,181,359,547,-4.5,-81,48.5,0.2057428335599328,0.5112224977929632,1,0.2648268510112649
TGFB2->TGFBR1,0.12033400059176347,0.3310427380665967,0.4564003191157875,0.5878536953790305,1.2602676661292844,0.8580577460993261,164,420.5,629,194,392,456,30,-28.5,-173,0.12467700397710811,0.4251336388438914,1,0.22023053234168097
ULBP1->KLRK1,0.12073851355769116,0.33479647329893325,0.5396740633124159,1.4773658295043894,0.898377728239512,1.1621579901546282,185.5,463.5,487,181,351,547,-4.5,-112.5,60,0.16428265002338968,0.477089695152312,1,0.2471451514019229
INHA->ACVR2A,0.12084134270784785,0.36752583918196935,0.2639280013947465,1.4491267202116809,1.226769737922401,1.1640351578199257,192.5,432.5,503,181,392,547,-11.5,-40.5,44,0.07095999776376946,0.3385697765643681,1,0.17538814931310193
WNT7B->FZD8,0.12137283181000946,0.17045604169357642,0.07809758983587001,0.6621456959031219,0.7151464843892195,0.7849736862007456,171.5,439.5,608.5,197,392,446,25.5,-47.5,-162.5,0.008437134082599626,0.11950055947397993,1,0.06190446820357852
FAM3D->FPR1,0.1218501130441283,0.008546399164905405,0.8273055385271314,1.5202261225272178,2.3649311158066015,0.93765115460159,188.5,369.5,456,181,537,547,-7.5,167.5,91,0.14639963763080413,0.45524816619492325,1,0.23583065847559806
ICAM4->ITGAM,0.12193665153955835,0.741902474040762,0.28007710036441336,1.380123056849189,1.1618562069724183,1.3078952616150281,173,413.5,471,194,412,560,21,-1.5,89,0.24798712781252208,0.5512873696352721,1,0.28558152024427963
JAM2->JAM3,0.12260352355472182,0.157374141683307,0.18940529630183256,1.4891215162962532,1.5373242483043712,1.1493352486404456,165.5,413,482.5,216,413,587,50.5,0,104.5,0.017235770869324575,0.1707016549364547,1,0.08842799746567624
JAM3->JAM2,0.12260352355472182,0.157374141683307,0.18940529630183256,1.4891215162962532,1.5373242483043712,1.1493352486404456,165.5,413,482.5,216,413,587,50.5,0,104.5,0.017235770869324575,0.1707016549364547,1,0.08842799746567624
PF4V1->CXCR3,0.12374514223818289,0.21958678687564737,0.6543864192308879,1.3833149403267937,1.2484006094247095,1.0533933046568567,181,340,588.5,194,455,494,13,115,-94.5,0.16552844182647572,0.477089695152312,1,0.2471451514019229
XCL1->XCR1,0.12381035071358648,0.5512738889436625,0.30358051452764845,1.3180776630031235,0.7868403847622654,1.3069764952033867,181,442,547.5,194,400,512,13,-42,-35.5,0.15622502150803644,0.4677681250910034,1,0.24231633018127122
SPON2->ITGB2,0.12385227533406673,0.764814275542248,0.05520743067285083,1.313744787526279,0.9962709021552545,0.6747108168705171,150,421.5,576.5,219,400,480,69,-21.5,-96.5,0.14014925503956518,0.4466967994412476,1,0.23140082305365334
ITGB2->THY1,0.12405964258280167,0.26425491781784627,0.4022732986486699,1.5050165158629407,1.389086462602751,0.7979444900898968,195.5,400.5,515,181,423,530.5,-14.5,22.5,15.5,0.0823567446202783,0.35774334103820643,1,0.18532056567621052
ADAM11->ITGA4,0.12450798601956659,0.5525308416681729,0.061801841549888215,1.4472465755318533,0.8981506404135328,1.4581682780536056,192.5,487.5,437,181,351,608,-11.5,-136.5,171,0.0672204056085886,0.3294901848683277,1,0.17068467932163803
ICAM4->ITGA4,0.12450798601956659,0.5525308416681729,0.13894865075739604,1.4472465755318533,0.8981506404135328,1.3814793427454921,192.5,487.5,446.5,181,351,590,-11.5,-136.5,143.5,0.09055224728775182,0.37921022280097305,1,0.1964409813911053
FGA->ITGB3,0.12470664992121916,0.15505594446930626,0.048148278414489876,0.525556280014815,0.6065031606864415,0.7240678427879177,208,470.5,640,181,348,446,-27,-122.5,-194,0.005876465639235779,0.09852690987653259,1,0.051039559868978776
IGF2->IGF2R,0.125799303439448,0.8144539253774091,0.08029418895574936,1.534266062826755,0.8588611230241525,1.3316750863203901,194,402.5,459.5,182,423,625,-12,20.5,165.5,0.17714858205974995,0.48443818045025394,1,0.2509518622363602
WNT3->RYK,0.12583975260521973,0.6844327888521062,4.686827585986819e-4,0.6757055795546849,1.0080410397212987,0.5600347578157484,208,460,658,181,348,371,-27,-112,-287,0.08881688118430915,0.37668436133487143,1,0.19513251797048858
NLGN2->NRXN3,0.12609491431279451,0.7528986425176385,0.9098227578282666,1.5588188694694611,0.9593024193842562,0.9887338050415742,181,444,547.5,188,400,480,7,-44,-67.5,0.7085817114952,0.8593267852919214,1,0.4451541305810375
CXCL11->ACKR3,0.1262030793583001,0.39354036364461165,0.7814699607705393,0.7636768902746018,0.7686851800341197,1.1081912295650702,192.5,453,485,181,351,539,-11.5,-102,54,0.3535284772200426,0.6432353835017813,1,0.33321303699898486
SFTPD->SIRPA,0.12653301349883683,0.8491348995405985,0.31083010580162007,1.3909629901139144,1.08800216460571,1.1275475045123908,164,453,455.5,216,361,625,52,-92,169.5,0.3431175412289785,0.6381058223985303,1,0.33055578791486095
GNAI2->CNR1,0.1271147410198158,0.9344639992359814,0.6479130472695624,1.387675259057107,0.8870680533890108,0.9229911265599279,195.5,413,575,181,413,455,-14.5,0,-120,0.6540541986191222,0.8325159826643566,1,0.4312654217241396
SPP1->ITGAV,0.1279804281137905,0.27794474372392997,0.6115395362398879,0.6524733954847105,0.722375291113328,0.8302862554004271,211.5,460,576.5,181,351,456,-30.5,-109,-120.5,0.1755497530476249,0.48443818045025394,1,0.2509518622363602
SST->SSTR1,0.12827980021193208,0.24129441017434183,0.6367788738825396,1.3045694429734842,1.37995105734246,1.1216899459920413,165.5,386.5,456,202,413,579,36.5,26.5,123,0.16986330416721923,0.4792017030037661,1,0.2482392276427502
LRPAP1->LRP2,0.12856999254202917,0.0646408714973814,0.0610887081241992,1.5698381981927756,1.8493017622027197,1.337357200210263,181,360,517,195.5,427,539,14.5,67,22,0.0027408523340899434,0.0630396036840687,1,0.03265619139361719
ARF1->CHRM3,0.1288294587559099,0.05011473806402933,0.17429096908367492,2.147369764745686,2.0043315180897046,1.1918076603415324,180,349.5,440.5,239,552,608,59,202.5,167.5,0.0073458244905225106,0.11459486205215116,1,0.0593631864606081
EREG->EGFR,0.13031410347472405,0.022587709651996746,0.40443531903895313,0.706566722889192,0.4607452488300421,0.9203419946130379,186.5,458,560,183,332,480,-3.5,-126,-80,0.028853777952133765,0.2226058850372623,1,0.11531576917193581
VTN->ITGB8,0.13037227042841193,0.5795690930153878,0.209207468015434,0.6382979044643766,0.896774343512598,0.8432682512541835,165.5,439,588.5,194,361,437,28.5,-78,-151.5,0.12942145196853122,0.4297504999183503,1,0.22262218917443757
PTPRZ1->NCAM1,0.1306199459220312,0.14321412507074305,0.9167390384281591,1.5895979793294124,1.5649287417005793,1.054387473201446,156.5,385.5,576.5,216,455,480,59.5,69.5,-96.5,0.2778051913418015,0.5829035242891133,1,0.30195952926033187
NCAM1->PTPRZ1,0.1306199459220312,0.14321412507074305,0.9167390384281591,1.5895979793294124,1.5649287417005793,1.054387473201446,156.5,385.5,576.5,216,455,480,59.5,69.5,-96.5,0.2778051913418015,0.5829035242891133,1,0.30195952926033187
PLG->ITGA9,0.13121383043771684,9.194453791763202e-4,0.5842004578471988,1.3133149359100407,2.4433389786492707,1.1029081487135282,172.5,356,498.5,194,540,539,21.5,184,40.5,0.06126253449555855,0.31638565047273454,1,0.1638961819590685
CLEC11A->ITGA10,0.1316631216734112,0.5442374543614059,0.5946505600336613,1.5116376787033077,1.0434490605301348,1.0965237376135537,187.5,412.5,463.5,183,414,579,-4.5,1.5,115.5,0.33193993342692246,0.6314954831048768,1,0.32713145634335955
GDF11->ACVR2A,0.1325102534726501,0.80548224594432,0.4320211119809668,1.4900568479909406,1.0332742196468794,1.120844487594962,185.5,453,547.5,181,361,515,-4.5,-92,-32.5,0.40324231187324516,0.6857030402849307,1,0.35521241273902365
FGB->ITGAV,0.1325384278523063,0.8779866294676185,0.8707263325200831,0.5837451896748719,0.981798426490611,0.9411411798124243,182,453,575,188,351,491.5,6,-102,-83.5,0.7674665792961443,0.8871359814802079,1,0.4595600338569941
OMG->LINGO1,0.13292017465349026,0.865231275114824,0.6607135544668745,1.5280184356351632,1.0933339187212336,0.9473491230173859,164,463.5,518.5,197,388,547,33,-75.5,28.5,0.6178122701075484,0.8119157769764742,1,0.42059396726730625
FGA->ITGB1,0.13461511968709927,0.05098670901380298,0.34204861708575707,0.6511820667792649,0.5725503676521404,0.8189374528142646,171.5,470.5,557,194,332,480,22.5,-138.5,-77,0.024484299189646543,0.1978596069649815,1,0.10249653894552023
PTH2->PTH1R,0.1357265182277384,0.43566872290840875,0.9557068210306404,1.4364792105680748,1.1334905517013145,0.9540764291313164,161,439,575,188,392,512,27,-47,-63,0.520319910940166,0.7586057310687928,1,0.3929779455821362
CCL3L3->ACKR2,0.1359467163773076,0.4618418803923531,0.7040073189929368,1.5258154097635661,0.6848182411216732,0.9251777349308474,194,423,494,179,412.5,575,-15,-10.5,81,0.35394240998999915,0.6433360522006671,1,0.3332651860625264
WNT4->FZD6,0.13634471575807172,0.029388558633661632,0.8164071421340907,0.6796484815391489,0.5000809651689628,0.9072242184618847,183.5,547.5,547.5,183,287,515,-0.5,-260.5,-32.5,0.15789540786100165,0.4689807312957565,1,0.2429444924474232
CXCL10->SDC4,0.13641086713683526,0.8138235587769013,0.9384731786353638,0.6846487487553007,0.9679390655851806,0.9225108178627401,173,420.5,530.5,194,388,512,21,-32.5,-18.5,0.7719536260679232,0.8883161033777128,1,0.46017136838799555
FGG->ITGAV,0.13711707027819642,0.8779866294676185,0.5240873583028792,0.5819633689573378,0.981798426490611,1.059149714699892,180,453,573,188,351,513.5,8,-102,-59.5,0.5293732285112799,0.7632182483451616,1,0.39536735221194874
VTN->ITGB6,0.13746288144057184,0.4366897642057004,0.9312814645222638,0.731655467529838,0.8189167842546475,0.9622400349630147,173,458,498.5,194,361,547,21,-97,48.5,0.5040755291374535,0.7517136319805415,1,0.3894076549429743
OXT->AVPR1A,0.13747083956192807,0.4067492492645508,0.27402143832775006,1.2955597019359655,0.7959795883169779,1.1884122117190254,185.5,434.5,518.5,179,361,539,-6.5,-73.5,20.5,0.09130473500261954,0.37921022280097305,1,0.1964409813911053
EDN3->KEL,0.13799183714963026,0.9166937921688765,0.5999180875851253,1.4815906168871156,1.0485052513307418,0.9964226485802106,154,440,449.5,219,388,587,65,-52,137.5,0.6147209923919463,0.8096985758819029,1,0.4194453981286846
EFNB3->EPHB6,0.13930632684351107,0.1644137702618118,0.25454679971109784,0.6604273297495412,0.6095001640269878,0.7567693989856427,186.5,420.5,590,183,361,455.5,-3.5,-59.5,-134.5,0.02899842290760376,0.2226058850372623,1,0.11531576917193581
TGM2->SDC4,0.13986728245240676,0.0506805257594698,0.007235467802865214,0.653507532242232,0.5046070971403211,0.573830136246136,231,518,639,181,348,456,-50,-170,-183,0.001289488424703699,0.03920919040539722,1,0.020311403489851207
MMP9->EPHB2,0.14129592005385794,0.6250972795454066,0.23432539189029788,0.5821304060309539,0.8895433306972871,0.8267271552694365,239.5,460,591,181,351,456,-58.5,-109,-135,0.16702622047462506,0.477089695152312,1,0.2471451514019229
F7->F3,0.14190651457511394,0.27283975236494873,0.07090324070646015,0.6185636145526786,0.5735650319289515,0.6455690069553838,233,439.5,530.5,167,392,480,-66,-47.5,-50.5,0.019090513398171256,0.18025463703325914,1,0.09337669627565755
PLG->F3,0.14190651457511394,0.27283975236494873,0.07090324070646015,0.6185636145526786,0.5735650319289515,0.6455690069553838,233,439.5,530.5,167,392,480,-66,-47.5,-50.5,0.019090513398171256,0.18025463703325914,1,0.09337669627565755
IFNA2->IFNAR2,0.14252336949689093,0.25968647005945555,0.66037987969533,1.527638391846646,1.2366943155869803,0.9961121078602632,182,406,530.5,194,427,503,12,21,-27.5,0.19983853159300927,0.5054635923614743,1,0.26184358482623377
IFNB1->IFNAR2,0.14252336949689093,0.25968647005945555,0.66037987969533,1.527638391846646,1.2366943155869803,0.9961121078602632,182,406,530.5,194,427,503,12,21,-27.5,0.19983853159300927,0.5054635923614743,1,0.26184358482623377
BDNF->NTRK2,0.14360613473449568,0.9526041094172417,0.30466830864015504,1.3240497113051368,0.9938762081346119,0.8605880486813956,195.5,453,597.5,179,348,480,-16.5,-105,-117.5,0.42598353935879607,0.7041299207434272,1,0.3647580269223825
CORT->SSTR2,0.14546876209919912,0.5710472941790798,0.03452046669066744,1.3322387867094725,1.0888861944276038,1.5453284419374154,181,453,450,202,388,590,21,-65,140,0.07060442516306886,0.3377715699801214,1,0.1749746570722966
HAS2->HMMR,0.14791146832284707,0.0013116833557471619,0.014339296512348998,0.5974550770604808,0.46462315044055325,0.678276894262476,231,519.5,600,179,287,437,-52,-232.5,-163,0.00072928882167349295,0.024228595297819375,1,0.012551056780263952
LAMC2->ITGA3,0.14921158232033793,0.10093397888350153,0.00962106774071747,0.7123925205184993,0.5550211230418611,0.5806185935091505,160,460,632,239,348,444,79,-112,-188,0.0029214524696074846,0.06590588380135465,1,0.03414100072977524
GIP->DPP4,0.14970242602933392,0.36956158233578074,0.23527929511420353,1.7169948369967705,0.7981996030501541,1.1515766248354427,185.5,453,449.5,181,388,592,-4.5,-65,142.5,0.07159806033617813,0.338910079797107,1,0.17556443543881875
SPON2->ITGA4,0.1500095653099338,0.02807776655065075,0.7901692354612437,1.4927942017701397,1.7200707950243124,1.0429655591441298,154,387,465,202,423,573,48,36,108,0.15129344206539927,0.4600161018846614,1,0.23830057597725104
FGF2->SDC4,0.1500439747598602,0.6295479762822211,0.854005430151594,0.6882844338965575,1.148517591418571,0.8779104866567957,165.5,413,530.5,194,413,512,28.5,0,-18.5,0.5994032089519763,0.8018771494486634,1,0.4153936912071909
FBN1->ITGB1,0.15015128956360235,0.8000865674730905,0.003810120183375787,0.6164416148481219,0.8628000223511921,0.5700018397079387,180,460,629.5,194,388,389,14,-72,-240.5,0.14473027751579348,0.4515778758602064,1,0.23392935046228408
GPC3->CD81,0.1504200093378565,0.08532583117573156,0.07055538398276184,1.266424480342628,1.766699015848331,1.3666642780054004,188.5,355,445,181,423,579,-7.5,68,134,0.004789552615663611,0.08507383556931206,1,0.04407050956195451
A2M->LRP1,0.150581530322335,0.009324423473794918,0.08775786735355695,1.2543005617714011,2.3205088471749544,1.2545076034394456,165.5,387.5,483,194,413,579,28.5,25.5,96,0.0025318411690074326,0.05976477706841229,1,0.03095974410505636
COL4A6->CD93,0.15066884501942324,0.18580962628718578,0.3164206790550025,1.424336626145342,1.6234431170219832,0.9829318669623966,215,421.5,582.5,164,400,467,-51,-21.5,-115.5,0.04638601455715166,0.2702110343926591,1,0.13997650270799464
CALR->ITGA3,0.1510744569333744,0.02075347081723189,0.30376878966859056,0.7300407045413511,0.5025485683258295,0.7744214015630124,162.5,502.5,575,197,343,480,34.5,-159.5,-95,0.01792938095295579,0.17293177112689614,1,0.08958325696746569
PODXL2->SELL,0.15151748373722873,0.032549655712198144,0.384643386709392,1.4663818223480414,1.9614051501544028,1.1508241756523316,180,373.5,459,194,423,579,14,49.5,120,0.03065649849885056,0.2272634640782558,1,0.11772851899434661
EFNB1->EPHB6,0.1516950416800169,0.86354490931416406,0.778681829290014,0.6654238588222938,0.987103256116868,0.8404721012018942,181,412.5,507.5,188,429,578,7,16.5,70.5,0.7119773664138738,0.8612861735310111,1,0.4461691458033855
APOE->SCARB1,0.15178261567445206,0.5449801909703378,0.07963142030687853,1.4825882461031137,0.9176574487949127,0.6967512919160492,162.5,413.5,600,194,400,456,31.5,-13.5,-144,0.07800018664894581,0.349830837120522,1,0.18122167819535615
CIRBP->TREM1,0.15376505110108685,0.979376877761042,0.32891278475920316,1.55809407161776,1.0997678219110048,0.8091224203424763,182,439,575,188,351,467,6,-88,-108,0.4715592469898979,0.7332048783439153,1,0.37981962827573623
HBEGF->CD82,0.15475921297335626,0.42185810154094916,0.3758724764952164,1.8137269963779317,1.149040847448823,1.1425473202111869,170,340,465,239,499,579,69,159,114,0.1440222986519275,0.45091798216676776,1,0.2335875079776712
CCL19->CCRL2,0.1549840202042676,0.21275708753643163,0.13840033386494643,1.4156706333571243,1.5209285311916831,1.1799199260613562,218,394,437,164,451,663,-54,57,226,0.021610481466725624,0.19572251106719357,1,0.10138946642941694
NRTN->GFRA2,0.15585145543751344,0.7043076671830901,0.058377956404162545,1.4768342376050763,1.1410662325706025,1.3738522024806725,206.5,413.5,456,164,400,588.5,-42.5,-13.5,132.5,0.12916320911818432,0.4297504999183503,1,0.22262218917443757
HLA-E->KLRC2,0.15605802205258712,0.29242842223496546,0.07517943273797023,1.6417626555230294,1.3846812353009572,1.3993406608369658,182,390,441.5,194,427,579,12,37,137.5,0.023933795501394958,0.1978596069649815,1,0.10249653894552023
HLA-E->KLRD1,0.15605802205258712,0.29242842223496546,0.1263980016643279,1.6417626555230294,1.3846812353009572,1.3002692569397671,182,390,441.5,194,427,579,12,37,137.5,0.03166579714340861,0.22999368451528357,1,0.11914284579730645
HLA-E->KLRC1,0.15605802205258712,0.29242842223496546,0.1263980016643279,1.6417626555230294,1.3846812353009572,1.3002692569397671,182,390,441.5,194,427,579,12,37,137.5,0.03166579714340861,0.22999368451528357,1,0.11914284579730645
HLA-E->KLRK1,0.15605802205258712,0.29242842223496546,0.1263980016643279,1.6417626555230294,1.3846812353009572,1.3002692569397671,182,390,441.5,194,427,579,12,37,137.5,0.03166579714340861,0.22999368451528357,1,0.11914284579730645
FGF2->NRP1,0.1566256577645193,0.19194572857423264,0.16457684970339315,0.6016613192195948,0.7127841745928982,0.7817252233230443,236.5,518,627.5,164,343,456,-72.5,-175,-171.5,0.02252046070234209,0.1978596069649815,1,0.10249653894552023
ADAM10->EPHA3,0.15732328875820834,0.438267613492328,0.8034502244054207,0.5958924442660075,1.2169546770082713,0.9573170437435088,180,453,539,194,388,485.5,14,-65,-53.5,0.42462385929642543,0.7037001966343472,1,0.3645354184043643
IL31->IL31RA,0.15824007526634776,4.166368575940771e-4,0.0455189911699434,0.6436475930125581,0.3497470015416656,0.6989804903798502,233,547.5,628,160,343,455.5,-73,-204.5,-172.5,0.001418603183951248,0.041720887082107194,1,0.021612529172817422
ARF1->PLD2,0.1592470916664569,0.0563051136972299,0.08286442962430474,1.970242391192314,1.9824611589058352,1.3165753355554497,181,349.5,437,239,552,608,58,202.5,171,0.004429123969579315,0.07945848401425293,1,0.04116160810306415
DLL4->NOTCH3,0.16006815944647856,0.7597992679317888,0.9729567753917858,1.3163910922336028,1.0308095365529528,1.1903966265180084,149,413,582.5,197,413,480,48,0,-102.5,0.7744124726401852,0.8899085238230815,1,0.4609962845328318
BTLA->CD79A,0.16075500333499215,0.5277053169016594,0.37880419377157004,1.6777347365391129,1.1829278083068917,1.267051715988269,184.5,413.5,518.5,183,412,547,-1.5,-1.5,28.5,0.20245973466243994,0.5064066670185364,1,0.2623321225818617
HMGB1->SDC1,0.1608701980900058,0.06533858285281324,0.014393401860452015,0.6956349063209961,1.5367836817093152,0.653998104186477,180,360,627,194,451,422,14,91,-205,0.0023213864160239682,0.05704886616913698,1,0.02955283002324782
WNT3A->FZD10,0.1613721215074444,0.7985246462717321,0.8120704910783341,1.5047456590899462,0.8340002619927652,0.9521143164849717,184.5,487.5,467,183,361,578,-1.5,-126.5,111,0.6972699835055844,0.852113317717315,1,0.4414173625183992
NMU->NMUR2,0.16235961848563096,0.4195756574219569,0.051514360212887134,0.6648225120832256,0.7190341053646675,0.6930743640326409,160.5,413.5,618,202,412,446,41.5,-1.5,-172,0.04236283562653003,0.2584997520884179,1,0.1339097469855339
IL16->KCNJ15,0.16347647188204595,0.9117560576031496,0.33284035106836607,1.4114398490702798,1.0282719137669072,1.267566498519044,173,460,573,202,388,518.5,29,-72,-54.5,0.4313136067093685,0.7060005569677072,1,0.3657270662404924
