cell,cluster
cell_7565,EMT
cell_7566,DC
cell_7567,EMT
cell_7568,EMT
cell_7569,EMT
cell_7570,EMT
cell_7571,EMT
cell_7572,EMT
cell_7573,CAF
cell_7574,EMT
cell_7575,EMT
cell_7576,ETC
cell_7577,EMT
cell_7578,EMT
cell_7579,EMT
cell_7580,EMT
cell_7581,EMT
cell_7582,EMT
cell_7583,EMT
cell_7584,EMT
cell_7585,EMT
cell_7586,TIL
cell_7587,EMT
cell_7588,EMT
cell_7589,EMT
cell_7590,ETC
cell_7591,EMT
cell_7592,EMT
cell_7593,EMT
cell_7594,EMT
cell_7595,EMT
cell_7596,EMT
cell_7597,EMT
cell_7598,CAF
cell_7599,ETC
cell_7600,DC
cell_7601,ETC
cell_7602,EMT
cell_7603,EMT
cell_7604,DC
cell_7605,EMT
cell_7606,EMT
cell_7607,ETC
cell_7608,EMT
cell_7609,EMT
cell_7610,CAF
cell_7611,EMT
cell_7612,EMT
cell_7613,EMT
cell_7614,TIL
cell_7615,EMT
cell_7616,EMT
cell_7617,CAF
cell_7618,CAF
cell_7619,EMT
cell_7620,EMT
cell_7621,EMT
cell_7622,EMT
cell_7623,EMT
cell_7624,EMT
cell_7625,CAF
cell_7626,EMT
cell_7627,EMT
cell_7628,EMT
cell_7629,EMT
cell_7630,CAF
cell_7631,ETC
cell_7632,EMT
cell_7633,EMT
cell_7634,ETC
cell_7635,EMT
cell_7636,EMT
cell_7637,EMT
cell_7638,CAF
cell_7639,EMT
cell_7640,EMT
cell_7641,Endo
cell_7642,CAF
cell_7643,ETC
cell_7644,EMT
cell_7645,ETC
cell_7646,EMT
cell_7647,EMT
cell_7648,EMT
cell_7649,CAF
cell_7650,EMT
cell_7651,EMT
cell_7652,ETC
cell_7653,EMT
cell_7654,EMT
cell_7655,CAF
cell_7656,EMT
cell_7657,EMT
cell_7658,Endo
cell_7659,EMT
cell_7660,EMT
cell_7661,EMT
cell_7662,Endo
cell_7663,CAF
cell_7664,EMT
cell_7665,EMT
cell_7666,TIL
cell_7667,EMT
cell_7668,EMT
cell_7669,EMT
cell_7670,EMT
cell_7671,EMT
cell_7672,CAF
cell_7673,EMT
cell_7674,EMT
cell_7675,ETC
cell_7676,EMT
cell_7677,EMT
cell_7678,EMT
cell_7679,EMT
cell_7680,EMT
cell_7681,EMT
cell_7682,EMT
cell_7683,EMT
cell_7684,TIL
cell_7685,Endo
cell_7686,Endo
cell_7687,EMT
cell_7688,ETC
cell_7689,EMT
cell_7690,EMT
cell_7691,CAF
cell_7692,EMT
cell_7693,CAF
cell_7694,EMT
cell_7695,EMT
cell_7696,EMT
cell_7697,EMT
cell_7698,EMT
cell_7699,EMT
cell_7700,EMT
cell_7701,EMT
cell_7702,ETC
cell_7703,EMT
cell_7704,EMT
cell_7705,EMT
cell_7706,EMT
cell_7707,EMT
cell_7708,EMT
cell_7709,EMT
cell_7710,EMT
cell_7711,CAF
cell_7712,EMT
cell_7713,EMT
cell_7714,EMT
cell_7715,DC
cell_7716,EMT
cell_7717,EMT
cell_7718,EMT
cell_7719,CAF
cell_7720,ETC
cell_7721,EMT
cell_7722,ETC
cell_7723,EMT
cell_7724,EMT
cell_7725,EMT
cell_7726,EMT
cell_7727,EMT
cell_7728,EMT
cell_7729,EMT
cell_7730,EMT
cell_7731,CAF
cell_7732,EMT
cell_7733,EMT
cell_7734,EMT
cell_7735,EMT
cell_7736,Endo
cell_7737,EMT
cell_7738,EMT
cell_7739,EMT
cell_7740,CAF
cell_7741,EMT
cell_7742,CAF
cell_7743,EMT
cell_7744,EMT
cell_7745,EMT
cell_7746,EMT
cell_7747,ETC
cell_7748,CAF
cell_7749,EMT
cell_7750,EMT
cell_7751,CAF
cell_7752,EMT
cell_7753,EMT
cell_7754,EMT
cell_7755,EMT
cell_7756,EMT
cell_7757,ETC
cell_7758,EMT
cell_7759,EMT
cell_7760,CAF
cell_7761,ETC
cell_7762,EMT
cell_7763,ETC
cell_7764,Endo
cell_7765,EMT
cell_7766,DC
cell_7767,EMT
cell_7768,EMT
cell_7769,EMT
cell_7770,DC
cell_7771,ETC
cell_7772,EMT
cell_7773,EMT
cell_7774,EMT
cell_7775,EMT
cell_7776,EMT
cell_7777,EMT
cell_7778,EMT
cell_7779,EMT
cell_7780,EMT
cell_7781,EMT
cell_7782,EMT
cell_7783,EMT
cell_7784,EMT
cell_7785,EMT
cell_7786,EMT
cell_7787,Endo
cell_7788,EMT
cell_7789,EMT
cell_7790,EMT
cell_7791,EMT
cell_7792,EMT
cell_7793,Endo
cell_7794,EMT
cell_7795,EMT
cell_7796,EMT
cell_7797,ETC
cell_7798,EMT
cell_7799,EMT
cell_7800,EMT
cell_7801,EMT
cell_7802,EMT
cell_7803,ETC
cell_7804,EMT
cell_7805,CAF
cell_7806,EMT
cell_7807,EMT
cell_7808,TAM
cell_7809,EMT
cell_7810,Endo
cell_7811,EMT
cell_7812,EMT
cell_7813,EMT
cell_7814,ETC
cell_7815,CAF
cell_7816,EMT
cell_7817,TAM
cell_7818,EMT
cell_7819,EMT
cell_7820,ETC
cell_7821,EMT
cell_7822,EMT
cell_7823,EMT
cell_7824,CAF
cell_7825,EMT
cell_7826,ETC
cell_7827,ETC
cell_7828,EMT
cell_7829,EMT
cell_7830,EMT
cell_7831,EMT
cell_7832,ETC
cell_7833,EMT
cell_7834,Endo
cell_7835,EMT
cell_7836,EMT
cell_7837,EMT
cell_7838,EMT
cell_7839,EMT
cell_7840,ETC
cell_7841,EMT
cell_7842,EMT
cell_7843,EMT
cell_7844,CAF
cell_7845,EMT
cell_7846,EMT
cell_7847,EMT
cell_7848,Endo
cell_7849,EMT
cell_7850,EMT
cell_7851,ETC
cell_7852,EMT
cell_7853,EMT
cell_7854,CAF
cell_7855,EMT
cell_7856,ETC
cell_7857,TIL
