LR,cell_type_pair,number_of_patient
NCR3LG1->NCR3,TIL->ETC,1
NCR3LG1->NCR3,TIL->TAM,1
NCR3LG1->NCR3,TIL->TIL,2
NGF->SORT1,CAF->CAF,9
NGF->SORT1,CAF->DC,7
NGF->SORT1,CAF->EMT,3
NGF->SORT1,CAF->Endo,5
NGF->SORT1,CAF->ETC,9
NGF->SORT1,CAF->TAM,7
NGF->SORT1,CAF->TIL,1
NGF->SORT1,EMT->CAF,1
NGF->SORT1,EMT->EMT,1
NGF->SORT1,EMT->Endo,1
NGF->SORT1,EMT->ETC,1
NGF->SORT1,EMT->TAM,1
NGF->SORT1,Endo->CAF,3
NGF->SORT1,Endo->DC,2
NGF->SORT1,Endo->EMT,1
NGF->SORT1,Endo->Endo,3
NGF->SORT1,Endo->ETC,3
NGF->SORT1,Endo->TAM,3
NGF->SORT1,ETC->CAF,1
NGF->SORT1,ETC->DC,1
NGF->SORT1,ETC->Endo,1
NGF->SORT1,ETC->ETC,1
NGF->SORT1,ETC->TAM,1
NLGN1->NRXN3,CAF->CAF,6
NLGN1->NRXN3,CAF->EMT,1
NLGN1->NRXN3,CAF->Endo,2
NLGN1->NRXN3,CAF->ETC,3
NLGN1->NRXN3,CAF->TAM,1
NLGN1->NRXN3,EMT->CAF,1
NLGN1->NRXN3,EMT->EMT,2
NLGN1->NRXN3,Endo->CAF,1
NLGN1->NRXN3,Endo->EMT,1
NLGN1->NRXN3,ETC->CAF,2
NLGN1->NRXN3,ETC->Endo,1
NLGN1->NRXN3,ETC->ETC,2
NLGN1->NRXN3,TIL->CAF,1
NLGN1->NRXN3,TIL->TAM,1
NODAL->TDGF1,Endo->ETC,1
NRTN->GFRA1,CAF->CAF,6
NRTN->GFRA1,CAF->DC,1
NRTN->GFRA1,CAF->Endo,1
NRTN->GFRA1,CAF->ETC,3
NRTN->GFRA1,ETC->CAF,4
NRTN->GFRA1,ETC->DC,1
NRTN->GFRA1,ETC->ETC,2
NRTN->GFRA1,TAM->CAF,1
NRTN->RET,CAF->CAF,4
NRTN->RET,CAF->DC,1
NRTN->RET,CAF->ETC,2
NRTN->RET,CAF->TAM,4
NRTN->RET,ETC->CAF,2
NRTN->RET,ETC->DC,1
NRTN->RET,ETC->ETC,1
NRTN->RET,ETC->TAM,3
NRTN->RET,TAM->CAF,1
NRTN->RET,TAM->DC,1
NRTN->RET,TAM->TAM,1
NTN1->NEO1,CAF->CAF,5
NTN1->NEO1,CAF->DC,2
NTN1->NEO1,CAF->Endo,2
NTN1->NEO1,CAF->ETC,5
NTN1->NEO1,CAF->TAM,3
NTN1->NEO1,CAF->TIL,1
NTN1->NEO1,EMT->CAF,2
NTN1->NEO1,EMT->EMT,2
NTN1->NEO1,EMT->Endo,1
NTN1->NEO1,EMT->ETC,2
NTN1->NEO1,EMT->TAM,1
NTN1->NEO1,Endo->CAF,1
NTN1->NEO1,Endo->ETC,1
NTN1->NEO1,ETC->CAF,9
NTN1->NEO1,ETC->DC,3
NTN1->NEO1,ETC->EMT,1
NTN1->NEO1,ETC->Endo,3
NTN1->NEO1,ETC->ETC,9
NTN1->NEO1,ETC->TAM,4
NTN1->NEO1,ETC->TIL,1
NTNG2->LRRC4,CAF->CAF,2
NTNG2->LRRC4,CAF->EMT,1
NTNG2->LRRC4,CAF->Endo,4
NTNG2->LRRC4,CAF->ETC,1
NTNG2->LRRC4,CAF->TAM,1
NTNG2->LRRC4,EMT->EMT,1
NTNG2->LRRC4,ETC->CAF,1
NTNG2->LRRC4,ETC->Endo,1
NTNG2->LRRC4,ETC->TAM,1
NTNG2->LRRC4,TAM->CAF,1
NTNG2->LRRC4,TAM->Endo,3
NTNG2->LRRC4,TAM->ETC,1
NTNG2->LRRC4,TAM->TAM,1
NTNG2->LRRC4,TIL->Endo,1
NTNG2->LRRC4,TIL->TAM,1
NTS->SORT1,CAF->CAF,1
NTS->SORT1,CAF->DC,1
NTS->SORT1,CAF->ETC,1
NTS->SORT1,CAF->TAM,1
NTS->SORT1,DC->CAF,1
NTS->SORT1,DC->DC,1
NTS->SORT1,DC->Endo,1
NTS->SORT1,DC->ETC,1
NTS->SORT1,DC->TAM,1
NTS->SORT1,EMT->CAF,1
NTS->SORT1,EMT->EMT,1
NTS->SORT1,EMT->Endo,1
NTS->SORT1,EMT->ETC,1
NTS->SORT1,EMT->TAM,1
NTS->SORT1,Endo->CAF,2
NTS->SORT1,Endo->DC,1
NTS->SORT1,Endo->EMT,1
NTS->SORT1,Endo->Endo,2
NTS->SORT1,Endo->ETC,2
NTS->SORT1,Endo->TAM,2
NTS->SORT1,ETC->CAF,2
NTS->SORT1,ETC->DC,2
NTS->SORT1,ETC->Endo,1
NTS->SORT1,ETC->ETC,2
NTS->SORT1,ETC->TAM,2
NXPH1->NRXN3,CAF->CAF,1
NXPH1->NRXN3,CAF->ETC,1
NXPH1->NRXN3,ETC->CAF,1
NXPH1->NRXN3,ETC->Endo,1
NXPH1->NRXN3,ETC->ETC,1
NXPH3->NRXN3,CAF->CAF,7
NXPH3->NRXN3,CAF->EMT,1
NXPH3->NRXN3,CAF->Endo,2
NXPH3->NRXN3,CAF->ETC,4
NXPH3->NRXN3,CAF->TAM,1
NXPH3->NRXN3,EMT->EMT,1
NXPH3->NRXN3,Endo->CAF,2
NXPH3->NRXN3,Endo->EMT,1
NXPH3->NRXN3,Endo->ETC,1
NXPH3->NRXN3,ETC->CAF,2
NXPH3->NRXN3,ETC->Endo,1
NXPH3->NRXN3,ETC->ETC,1
NXPH3->NRXN3,TAM->CAF,1
NXPH3->NRXN3,TAM->TAM,1
OMG->TNFRSF1B,CAF->CAF,7
OMG->TNFRSF1B,CAF->DC,6
OMG->TNFRSF1B,CAF->EMT,1
OMG->TNFRSF1B,CAF->Endo,5
OMG->TNFRSF1B,CAF->ETC,6
OMG->TNFRSF1B,CAF->TAM,7
OMG->TNFRSF1B,CAF->TIL,5
OMG->TNFRSF1B,EMT->CAF,1
OMG->TNFRSF1B,EMT->EMT,1
OMG->TNFRSF1B,EMT->Endo,1
OMG->TNFRSF1B,EMT->TAM,1
OMG->TNFRSF1B,EMT->TIL,1
OMG->TNFRSF1B,Endo->CAF,1
OMG->TNFRSF1B,Endo->DC,1
OMG->TNFRSF1B,Endo->Endo,1
OMG->TNFRSF1B,Endo->ETC,1
OMG->TNFRSF1B,Endo->TAM,1
OMG->TNFRSF1B,ETC->CAF,4
OMG->TNFRSF1B,ETC->DC,4
OMG->TNFRSF1B,ETC->Endo,2
OMG->TNFRSF1B,ETC->ETC,4
OMG->TNFRSF1B,ETC->TAM,4
OMG->TNFRSF1B,ETC->TIL,3
OMG->TNFRSF1B,TAM->CAF,2
OMG->TNFRSF1B,TAM->DC,2
OMG->TNFRSF1B,TAM->Endo,1
OMG->TNFRSF1B,TAM->ETC,2
OMG->TNFRSF1B,TAM->TAM,2
OMG->TNFRSF1B,TAM->TIL,1
OMG->TNFRSF1B,TIL->CAF,1
OMG->TNFRSF1B,TIL->DC,1
OMG->TNFRSF1B,TIL->ETC,1
OMG->TNFRSF1B,TIL->TAM,1
OMG->TNFRSF1B,TIL->TIL,1
PDGFB->LRP1,CAF->CAF,5
PDGFB->LRP1,CAF->DC,3
PDGFB->LRP1,CAF->EMT,1
PDGFB->LRP1,CAF->Endo,3
PDGFB->LRP1,CAF->ETC,4
PDGFB->LRP1,CAF->TAM,5
PDGFB->LRP1,CAF->TIL,1
PDGFB->LRP1,DC->CAF,3
PDGFB->LRP1,DC->DC,3
PDGFB->LRP1,DC->Endo,3
PDGFB->LRP1,DC->ETC,3
PDGFB->LRP1,DC->TAM,3
PDGFB->LRP1,DC->TIL,1
PDGFB->LRP1,EMT->CAF,2
PDGFB->LRP1,EMT->EMT,2
PDGFB->LRP1,EMT->Endo,2
PDGFB->LRP1,EMT->ETC,1
PDGFB->LRP1,EMT->TAM,2
PDGFB->LRP1,Endo->CAF,7
PDGFB->LRP1,Endo->DC,3
PDGFB->LRP1,Endo->EMT,2
PDGFB->LRP1,Endo->Endo,6
PDGFB->LRP1,Endo->ETC,6
PDGFB->LRP1,Endo->TAM,7
PDGFB->LRP1,Endo->TIL,2
PDGFB->LRP1,ETC->CAF,8
PDGFB->LRP1,ETC->DC,5
PDGFB->LRP1,ETC->EMT,1
PDGFB->LRP1,ETC->Endo,5
PDGFB->LRP1,ETC->ETC,8
PDGFB->LRP1,ETC->TAM,8
PDGFB->LRP1,ETC->TIL,2
PDGFB->LRP1,TAM->CAF,6
PDGFB->LRP1,TAM->DC,4
PDGFB->LRP1,TAM->EMT,1
PDGFB->LRP1,TAM->Endo,5
PDGFB->LRP1,TAM->ETC,6
PDGFB->LRP1,TAM->TAM,7
PDGFB->LRP1,TAM->TIL,2
PDGFB->LRP1,TIL->CAF,2
PDGFB->LRP1,TIL->DC,2
PDGFB->LRP1,TIL->Endo,1
PDGFB->LRP1,TIL->ETC,3
PDGFB->LRP1,TIL->TAM,3
PDGFB->LRP1,TIL->TIL,2
PROC->TEK,CAF->CAF,4
PROC->TEK,CAF->Endo,3
PROC->TEK,CAF->ETC,4
PROC->TEK,DC->CAF,2
PROC->TEK,DC->Endo,1
PROC->TEK,DC->ETC,2
PROC->TEK,EMT->CAF,1
PROC->TEK,EMT->EMT,1
PROC->TEK,EMT->Endo,2
PROC->TEK,ETC->CAF,6
PROC->TEK,ETC->Endo,6
PROC->TEK,ETC->ETC,6
PROC->TEK,TAM->CAF,4
PROC->TEK,TAM->EMT,1
PROC->TEK,TAM->Endo,4
PROC->TEK,TAM->ETC,3
PSAP->LRP1,CAF->CAF,9
PSAP->LRP1,CAF->DC,5
PSAP->LRP1,CAF->EMT,2
PSAP->LRP1,CAF->Endo,6
PSAP->LRP1,CAF->ETC,9
PSAP->LRP1,CAF->TAM,9
PSAP->LRP1,CAF->TIL,2
PSAP->LRP1,DC->CAF,8
PSAP->LRP1,DC->DC,5
PSAP->LRP1,DC->EMT,2
PSAP->LRP1,DC->Endo,6
PSAP->LRP1,DC->ETC,8
PSAP->LRP1,DC->TAM,9
PSAP->LRP1,DC->TIL,2
PSAP->LRP1,EMT->CAF,3
PSAP->LRP1,EMT->EMT,2
PSAP->LRP1,EMT->Endo,2
PSAP->LRP1,EMT->ETC,2
PSAP->LRP1,EMT->TAM,2
PSAP->LRP1,Endo->CAF,7
PSAP->LRP1,Endo->DC,3
PSAP->LRP1,Endo->EMT,2
PSAP->LRP1,Endo->Endo,6
PSAP->LRP1,Endo->ETC,6
PSAP->LRP1,Endo->TAM,7
PSAP->LRP1,Endo->TIL,2
PSAP->LRP1,ETC->CAF,9
PSAP->LRP1,ETC->DC,5
PSAP->LRP1,ETC->EMT,2
PSAP->LRP1,ETC->Endo,6
PSAP->LRP1,ETC->ETC,9
PSAP->LRP1,ETC->TAM,9
PSAP->LRP1,ETC->TIL,2
PSAP->LRP1,TAM->CAF,8
PSAP->LRP1,TAM->DC,5
PSAP->LRP1,TAM->EMT,2
PSAP->LRP1,TAM->Endo,6
PSAP->LRP1,TAM->ETC,8
PSAP->LRP1,TAM->TAM,9
PSAP->LRP1,TAM->TIL,2
PSAP->LRP1,TIL->CAF,7
PSAP->LRP1,TIL->DC,4
PSAP->LRP1,TIL->EMT,2
PSAP->LRP1,TIL->Endo,6
PSAP->LRP1,TIL->ETC,7
PSAP->LRP1,TIL->TAM,8
PSAP->LRP1,TIL->TIL,2
PSPN->GFRA1,CAF->CAF,6
PSPN->GFRA1,CAF->DC,1
PSPN->GFRA1,CAF->Endo,1
PSPN->GFRA1,CAF->ETC,3
PSPN->GFRA1,DC->CAF,3
PSPN->GFRA1,DC->DC,1
PSPN->GFRA1,DC->Endo,1
PSPN->GFRA1,DC->ETC,2
PSPN->GFRA1,Endo->CAF,3
PSPN->GFRA1,Endo->DC,1
PSPN->GFRA1,Endo->Endo,1
PSPN->GFRA1,Endo->ETC,2
PSPN->GFRA1,ETC->CAF,5
PSPN->GFRA1,ETC->DC,1
PSPN->GFRA1,ETC->Endo,1
PSPN->GFRA1,ETC->ETC,3
PSPN->GFRA1,TAM->CAF,4
PSPN->GFRA1,TAM->ETC,1
PTN->PTPRB,CAF->CAF,5
PTN->PTPRB,CAF->EMT,2
PTN->PTPRB,CAF->Endo,7
PTN->PTPRB,CAF->ETC,7
PTN->PTPRB,CAF->TAM,1
PTN->PTPRB,DC->CAF,1
PTN->PTPRB,DC->Endo,2
PTN->PTPRB,DC->ETC,2
PTN->PTPRB,EMT->CAF,1
PTN->PTPRB,EMT->EMT,2
PTN->PTPRB,EMT->Endo,2
PTN->PTPRB,Endo->CAF,3
PTN->PTPRB,Endo->EMT,1
PTN->PTPRB,Endo->Endo,5
PTN->PTPRB,Endo->ETC,4
PTN->PTPRB,ETC->CAF,5
PTN->PTPRB,ETC->EMT,2
PTN->PTPRB,ETC->Endo,7
PTN->PTPRB,ETC->ETC,5
PTN->PTPRB,ETC->TAM,1
PTN->PTPRB,TAM->CAF,3
PTN->PTPRB,TAM->Endo,4
PTN->PTPRB,TAM->ETC,4
PTN->PTPRB,TAM->TAM,1
RELN->LRP8,CAF->CAF,1
RELN->LRP8,CAF->EMT,1
RELN->LRP8,CAF->ETC,2
RELN->LRP8,CAF->TAM,2
RELN->LRP8,Endo->CAF,1
RELN->LRP8,Endo->ETC,1
RELN->LRP8,Endo->TAM,1
RELN->LRP8,ETC->CAF,2
RELN->LRP8,ETC->DC,1
RELN->LRP8,ETC->Endo,1
RELN->LRP8,ETC->ETC,3
RELN->LRP8,ETC->TAM,2
RELN->LRP8,ETC->TIL,1
RGMA->NEO1,CAF->CAF,10
RGMA->NEO1,CAF->DC,3
RGMA->NEO1,CAF->EMT,2
RGMA->NEO1,CAF->Endo,3
RGMA->NEO1,CAF->ETC,10
RGMA->NEO1,CAF->TAM,4
RGMA->NEO1,CAF->TIL,1
RGMA->NEO1,EMT->CAF,2
RGMA->NEO1,EMT->EMT,2
RGMA->NEO1,EMT->Endo,1
RGMA->NEO1,EMT->ETC,2
RGMA->NEO1,EMT->TAM,1
RGMA->NEO1,Endo->CAF,3
RGMA->NEO1,Endo->DC,1
RGMA->NEO1,Endo->EMT,1
RGMA->NEO1,Endo->Endo,2
RGMA->NEO1,Endo->ETC,3
RGMA->NEO1,Endo->TAM,2
RGMA->NEO1,Endo->TIL,1
RGMA->NEO1,ETC->CAF,5
RGMA->NEO1,ETC->DC,3
RGMA->NEO1,ETC->Endo,2
RGMA->NEO1,ETC->ETC,5
RGMA->NEO1,ETC->TAM,1
RGMA->NEO1,TAM->CAF,2
RGMA->NEO1,TAM->DC,1
RGMA->NEO1,TAM->ETC,2
RGMA->NEO1,TAM->TAM,1
RGMB->NEO1,CAF->CAF,8
RGMB->NEO1,CAF->DC,2
RGMB->NEO1,CAF->EMT,1
RGMB->NEO1,CAF->Endo,3
RGMB->NEO1,CAF->ETC,8
RGMB->NEO1,CAF->TAM,4
RGMB->NEO1,CAF->TIL,1
RGMB->NEO1,DC->CAF,1
RGMB->NEO1,DC->DC,1
RGMB->NEO1,DC->Endo,1
RGMB->NEO1,DC->ETC,1
RGMB->NEO1,EMT->CAF,2
RGMB->NEO1,EMT->EMT,2
RGMB->NEO1,EMT->Endo,1
RGMB->NEO1,EMT->ETC,2
RGMB->NEO1,EMT->TAM,1
RGMB->NEO1,Endo->CAF,7
RGMB->NEO1,Endo->DC,2
RGMB->NEO1,Endo->EMT,2
RGMB->NEO1,Endo->Endo,3
RGMB->NEO1,Endo->ETC,7
RGMB->NEO1,Endo->TAM,3
RGMB->NEO1,Endo->TIL,1
RGMB->NEO1,ETC->CAF,10
RGMB->NEO1,ETC->DC,3
RGMB->NEO1,ETC->EMT,2
RGMB->NEO1,ETC->Endo,3
RGMB->NEO1,ETC->ETC,10
RGMB->NEO1,ETC->TAM,4
RGMB->NEO1,ETC->TIL,1
RGMB->NEO1,TAM->CAF,6
RGMB->NEO1,TAM->DC,1
RGMB->NEO1,TAM->EMT,1
RGMB->NEO1,TAM->Endo,2
RGMB->NEO1,TAM->ETC,6
RGMB->NEO1,TAM->TAM,4
RGMB->NEO1,TAM->TIL,1
RSPO1->LGR5,CAF->CAF,5
RSPO1->LGR5,CAF->DC,1
RSPO1->LGR5,CAF->EMT,1
RSPO1->LGR5,CAF->Endo,2
RSPO1->LGR5,CAF->ETC,5
RSPO1->LGR5,CAF->TAM,1
RSPO1->LGR5,ETC->CAF,1
RSPO1->LGR5,ETC->ETC,1
RSPO2->LGR5,CAF->CAF,2
RSPO2->LGR5,CAF->Endo,1
RSPO2->LGR5,CAF->ETC,2
RSPO2->LGR5,ETC->CAF,2
RSPO2->LGR5,ETC->DC,1
RSPO2->LGR5,ETC->Endo,1
RSPO2->LGR5,ETC->ETC,2
RSPO3->FZD8,CAF->CAF,8
RSPO3->FZD8,CAF->DC,1
RSPO3->FZD8,CAF->EMT,1
RSPO3->FZD8,CAF->Endo,5
RSPO3->FZD8,CAF->ETC,5
RSPO3->FZD8,CAF->TAM,3
RSPO3->FZD8,DC->CAF,1
RSPO3->FZD8,DC->Endo,1
RSPO3->FZD8,DC->ETC,1
RSPO3->FZD8,EMT->CAF,1
RSPO3->FZD8,EMT->EMT,1
RSPO3->FZD8,EMT->Endo,1
RSPO3->FZD8,EMT->ETC,1
RSPO3->FZD8,Endo->CAF,5
RSPO3->FZD8,Endo->DC,1
RSPO3->FZD8,Endo->Endo,4
RSPO3->FZD8,Endo->ETC,3
RSPO3->FZD8,Endo->TAM,2
RSPO3->FZD8,ETC->CAF,4
RSPO3->FZD8,ETC->Endo,3
RSPO3->FZD8,ETC->ETC,2
RSPO3->FZD8,ETC->TAM,2
RSPO3->FZD8,TAM->CAF,3
RSPO3->FZD8,TAM->Endo,2
RSPO3->FZD8,TAM->ETC,2
RSPO3->FZD8,TAM->TAM,2
RSPO4->LGR5,CAF->CAF,1
RSPO4->LGR5,CAF->DC,1
RSPO4->LGR5,CAF->Endo,1
RSPO4->LGR5,CAF->ETC,1
RSPO4->LGR5,ETC->CAF,2
RSPO4->LGR5,ETC->DC,1
RSPO4->LGR5,ETC->Endo,2
RSPO4->LGR5,ETC->ETC,2
SEMA6A->PLXNA4,CAF->CAF,5
SEMA6A->PLXNA4,CAF->DC,1
SEMA6A->PLXNA4,CAF->EMT,1
SEMA6A->PLXNA4,CAF->Endo,1
SEMA6A->PLXNA4,CAF->ETC,4
SEMA6A->PLXNA4,CAF->TIL,1
SEMA6A->PLXNA4,DC->CAF,1
SEMA6A->PLXNA4,DC->ETC,2
SEMA6A->PLXNA4,EMT->CAF,1
SEMA6A->PLXNA4,EMT->EMT,2
SEMA6A->PLXNA4,EMT->Endo,1
SEMA6A->PLXNA4,Endo->CAF,4
SEMA6A->PLXNA4,Endo->EMT,2
SEMA6A->PLXNA4,Endo->Endo,1
SEMA6A->PLXNA4,Endo->ETC,2
SEMA6A->PLXNA4,ETC->CAF,5
SEMA6A->PLXNA4,ETC->DC,1
SEMA6A->PLXNA4,ETC->EMT,2
SEMA6A->PLXNA4,ETC->Endo,1
SEMA6A->PLXNA4,ETC->ETC,5
SEMA6A->PLXNA4,ETC->TIL,1
SEMA6A->PLXNA4,TAM->CAF,2
SEMA6A->PLXNA4,TAM->DC,1
SEMA6A->PLXNA4,TAM->ETC,1
SEMA6A->PLXNA4,TAM->TIL,1
SERPINE2->LRP1,CAF->CAF,9
SERPINE2->LRP1,CAF->DC,4
SERPINE2->LRP1,CAF->EMT,2
SERPINE2->LRP1,CAF->Endo,6
SERPINE2->LRP1,CAF->ETC,8
SERPINE2->LRP1,CAF->TAM,8
SERPINE2->LRP1,CAF->TIL,2
SERPINE2->LRP1,DC->CAF,4
SERPINE2->LRP1,DC->DC,3
SERPINE2->LRP1,DC->EMT,1
SERPINE2->LRP1,DC->Endo,4
SERPINE2->LRP1,DC->ETC,4
SERPINE2->LRP1,DC->TAM,4
SERPINE2->LRP1,DC->TIL,1
SERPINE2->LRP1,EMT->CAF,3
SERPINE2->LRP1,EMT->EMT,2
SERPINE2->LRP1,EMT->Endo,2
SERPINE2->LRP1,EMT->ETC,2
SERPINE2->LRP1,EMT->TAM,2
SERPINE2->LRP1,Endo->CAF,6
SERPINE2->LRP1,Endo->DC,2
SERPINE2->LRP1,Endo->EMT,2
SERPINE2->LRP1,Endo->Endo,5
SERPINE2->LRP1,Endo->ETC,5
SERPINE2->LRP1,Endo->TAM,6
SERPINE2->LRP1,Endo->TIL,1
SERPINE2->LRP1,ETC->CAF,9
SERPINE2->LRP1,ETC->DC,5
SERPINE2->LRP1,ETC->EMT,2
SERPINE2->LRP1,ETC->Endo,6
SERPINE2->LRP1,ETC->ETC,9
SERPINE2->LRP1,ETC->TAM,9
SERPINE2->LRP1,ETC->TIL,2
SERPINE2->LRP1,TAM->CAF,4
SERPINE2->LRP1,TAM->DC,1
SERPINE2->LRP1,TAM->EMT,1
SERPINE2->LRP1,TAM->Endo,3
SERPINE2->LRP1,TAM->ETC,3
SERPINE2->LRP1,TAM->TAM,4
SERPINE2->LRP1,TAM->TIL,2
SERPINE2->LRP1,TIL->CAF,3
SERPINE2->LRP1,TIL->DC,2
SERPINE2->LRP1,TIL->EMT,2
SERPINE2->LRP1,TIL->Endo,3
SERPINE2->LRP1,TIL->ETC,3
SERPINE2->LRP1,TIL->TAM,4
SERPINE2->LRP1,TIL->TIL,1
SHH->BOC,CAF->CAF,2
SHH->BOC,CAF->Endo,1
SHH->BOC,CAF->ETC,2
SHH->BOC,CAF->TAM,1
SHH->BOC,DC->CAF,1
SHH->BOC,DC->Endo,1
SHH->BOC,DC->ETC,1
SHH->BOC,EMT->CAF,2
SHH->BOC,EMT->EMT,2
SHH->BOC,EMT->ETC,1
SHH->BOC,Endo->CAF,1
SHH->BOC,Endo->Endo,1
SHH->BOC,Endo->ETC,1
SHH->BOC,ETC->CAF,7
SHH->BOC,ETC->DC,1
SHH->BOC,ETC->EMT,1
SHH->BOC,ETC->Endo,3
SHH->BOC,ETC->ETC,7
SHH->BOC,ETC->TAM,2
SHH->BOC,TIL->CAF,1
SHH->BOC,TIL->DC,1
SHH->BOC,TIL->ETC,1
SHH->BOC,TIL->TAM,1
SHH->GPC5,CAF->CAF,2
SHH->GPC5,CAF->ETC,1
SHH->GPC5,DC->CAF,1
SHH->GPC5,DC->ETC,1
SHH->GPC5,EMT->CAF,1
SHH->GPC5,EMT->EMT,1
SHH->GPC5,Endo->ETC,1
SHH->GPC5,ETC->CAF,2
SHH->GPC5,ETC->ETC,4
SHH->GPC5,TIL->ETC,1
SHH->LRP2,CAF->ETC,1
SHH->LRP2,DC->ETC,1
SHH->LRP2,EMT->EMT,1
SHH->LRP2,ETC->ETC,1
SHH->PTCH1,CAF->CAF,2
SHH->PTCH1,CAF->DC,2
SHH->PTCH1,CAF->Endo,2
SHH->PTCH1,CAF->ETC,2
SHH->PTCH1,CAF->TAM,2
SHH->PTCH1,CAF->TIL,1
SHH->PTCH1,DC->CAF,1
SHH->PTCH1,DC->DC,1
SHH->PTCH1,DC->Endo,1
SHH->PTCH1,DC->ETC,1
SHH->PTCH1,DC->TAM,1
SHH->PTCH1,EMT->CAF,1
SHH->PTCH1,EMT->EMT,2
SHH->PTCH1,EMT->Endo,1
SHH->PTCH1,EMT->ETC,1
SHH->PTCH1,Endo->CAF,1
SHH->PTCH1,Endo->Endo,1
SHH->PTCH1,Endo->ETC,1
SHH->PTCH1,Endo->TAM,1
SHH->PTCH1,ETC->CAF,6
SHH->PTCH1,ETC->DC,2
SHH->PTCH1,ETC->EMT,1
SHH->PTCH1,ETC->Endo,4
SHH->PTCH1,ETC->ETC,8
SHH->PTCH1,ETC->TAM,3
SHH->PTCH1,ETC->TIL,1
SHH->PTCH1,TIL->CAF,1
SHH->PTCH1,TIL->ETC,1
SHH->PTCH2,CAF->CAF,2
SHH->PTCH2,CAF->ETC,2
SHH->PTCH2,DC->CAF,1
SHH->PTCH2,DC->ETC,1
SHH->PTCH2,EMT->CAF,1
SHH->PTCH2,EMT->EMT,2
SHH->PTCH2,EMT->Endo,1
SHH->PTCH2,Endo->CAF,1
SHH->PTCH2,Endo->DC,1
SHH->PTCH2,Endo->Endo,1
SHH->PTCH2,Endo->ETC,1
SHH->PTCH2,ETC->CAF,6
SHH->PTCH2,ETC->DC,3
SHH->PTCH2,ETC->EMT,1
SHH->PTCH2,ETC->Endo,2
SHH->PTCH2,ETC->ETC,7
SHH->PTCH2,ETC->TAM,3
SHH->PTCH2,TIL->CAF,1
SHH->PTCH2,TIL->DC,1
SHH->PTCH2,TIL->ETC,1
SHH->PTCH2,TIL->TAM,1
SHH->SMO,CAF->CAF,2
SHH->SMO,CAF->DC,1
SHH->SMO,CAF->ETC,2
SHH->SMO,CAF->TAM,1
SHH->SMO,DC->CAF,1
SHH->SMO,DC->DC,1
SHH->SMO,DC->ETC,1
SHH->SMO,EMT->CAF,1
SHH->SMO,EMT->EMT,2
SHH->SMO,EMT->Endo,1
SHH->SMO,Endo->CAF,1
SHH->SMO,Endo->ETC,1
SHH->SMO,ETC->CAF,6
SHH->SMO,ETC->DC,2
SHH->SMO,ETC->EMT,1
SHH->SMO,ETC->Endo,1
SHH->SMO,ETC->ETC,6
SHH->SMO,ETC->TAM,2
SHH->SMO,TIL->CAF,1
SHH->SMO,TIL->DC,1
SHH->SMO,TIL->ETC,1
SHH->SMO,TIL->TAM,1
SLAMF1->SLAMF1,CAF->CAF,3
SLAMF1->SLAMF1,CAF->DC,2
SLAMF1->SLAMF1,CAF->Endo,1
SLAMF1->SLAMF1,CAF->ETC,2
SLAMF1->SLAMF1,CAF->TAM,1
SLAMF1->SLAMF1,CAF->TIL,2
SLAMF1->SLAMF1,DC->CAF,2
SLAMF1->SLAMF1,DC->DC,3
SLAMF1->SLAMF1,DC->Endo,2
SLAMF1->SLAMF1,DC->ETC,2
SLAMF1->SLAMF1,DC->TAM,1
SLAMF1->SLAMF1,DC->TIL,2
SLAMF1->SLAMF1,EMT->EMT,2
SLAMF1->SLAMF1,EMT->Endo,1
SLAMF1->SLAMF1,EMT->TIL,1
SLAMF1->SLAMF1,Endo->CAF,1
SLAMF1->SLAMF1,Endo->DC,2
SLAMF1->SLAMF1,Endo->EMT,1
SLAMF1->SLAMF1,Endo->Endo,3
SLAMF1->SLAMF1,Endo->ETC,1
SLAMF1->SLAMF1,Endo->TAM,1
SLAMF1->SLAMF1,Endo->TIL,1
SLAMF1->SLAMF1,ETC->CAF,2
SLAMF1->SLAMF1,ETC->DC,2
SLAMF1->SLAMF1,ETC->Endo,1
SLAMF1->SLAMF1,ETC->ETC,5
SLAMF1->SLAMF1,ETC->TAM,2
SLAMF1->SLAMF1,ETC->TIL,3
SLAMF1->SLAMF1,TAM->CAF,1
SLAMF1->SLAMF1,TAM->DC,1
SLAMF1->SLAMF1,TAM->Endo,1
SLAMF1->SLAMF1,TAM->ETC,2
SLAMF1->SLAMF1,TAM->TAM,3
SLAMF1->SLAMF1,TAM->TIL,3
SLAMF1->SLAMF1,TIL->CAF,2
SLAMF1->SLAMF1,TIL->DC,2
SLAMF1->SLAMF1,TIL->EMT,1
SLAMF1->SLAMF1,TIL->Endo,1
SLAMF1->SLAMF1,TIL->ETC,3
SLAMF1->SLAMF1,TIL->TAM,3
SLAMF1->SLAMF1,TIL->TIL,5
SLAMF6->SLAMF6,CAF->CAF,2
SLAMF6->SLAMF6,CAF->DC,1
SLAMF6->SLAMF6,CAF->ETC,2
SLAMF6->SLAMF6,CAF->TAM,2
SLAMF6->SLAMF6,CAF->TIL,1
SLAMF6->SLAMF6,DC->CAF,1
SLAMF6->SLAMF6,DC->DC,2
SLAMF6->SLAMF6,DC->ETC,2
SLAMF6->SLAMF6,DC->TAM,1
SLAMF6->SLAMF6,DC->TIL,1
