LR,cell_type_pair,mean_edge_average_ew,Grade
APOE->LRP1,CAF->ETC,0.26809943624489957,2
APOE->LRP1,CAF->TAM,0.635804116150774,2
APOE->LRP1,CAF->TIL,0.1470014399322284,2
APOE->LRP1,DC->CAF,0.6979477642376386,2
APOE->LRP1,DC->ETC,0.2147263076660313,2
APOE->LRP1,DC->TAM,0.49132477940155733,2
APOE->LRP1,DC->TIL,0.1073648496538414,2
APOE->LRP1,Endo->CAF,0.7686538888002477,2
APOE->LRP1,Endo->ETC,0.2283281708778373,2
APOE->LRP1,Endo->TAM,0.5517659989273054,2
APOE->LRP1,Endo->TIL,0.1234520746143407,2
APOE->LRP1,ETC->CAF,0.6548338288579564,2
APOE->LRP1,ETC->DC,0.048949107761441756,2
APOE->LRP1,ETC->Endo,0.17151658187558472,2
APOE->LRP1,ETC->ETC,0.17455481719026705,2
APOE->LRP1,ETC->TAM,0.39692547250166865,2
APOE->LRP1,ETC->TIL,0.1130521507870004,2
APOE->LRP1,TAM->CAF,1.9844252050411524,2
APOE->LRP1,TAM->DC,0.16099130365208958,2
APOE->LRP1,TAM->Endo,0.46611482544815463,2
APOE->LRP1,TAM->ETC,0.46511961052968187,2
APOE->LRP1,TAM->TAM,1.1507222898619527,2
APOE->LRP1,TAM->TIL,0.3112491591725615,2
APOE->LRP1,TIL->CAF,0.6887030271094994,2
APOE->LRP1,TIL->DC,0.09813294540980477,2
APOE->LRP1,TIL->Endo,0.2409292832191432,2
APOE->LRP1,TIL->ETC,0.16624133444666123,2
APOE->LRP1,TIL->TAM,0.4993217088414359,2
APOE->LRP1,TIL->TIL,0.08392344553334487,2
APOE->LRP5,CAF->CAF,0.09288856605032887,2
APOE->LRP5,CAF->DC,0.11565923967623234,2
APOE->LRP5,CAF->Endo,0.1374473245256674,2
APOE->LRP5,CAF->ETC,0.3680101615593202,2
APOE->LRP5,CAF->TAM,0.02290555697396611,2
APOE->LRP5,DC->CAF,0.06889091068284862,2
APOE->LRP5,DC->ETC,0.29393742602726625,2
APOE->LRP5,DC->TAM,0.015653576634004056,2
APOE->LRP5,Endo->CAF,0.07185481288338419,2
APOE->LRP5,Endo->ETC,0.3062945998584832,2
APOE->LRP5,Endo->TAM,0.017423785260587618,2
APOE->LRP5,ETC->CAF,0.06369984703803044,2
APOE->LRP5,ETC->DC,0.0876266577453187,2
APOE->LRP5,ETC->Endo,0.09074772844922502,2
APOE->LRP5,ETC->ETC,0.22387375771288615,2
APOE->LRP5,ETC->TAM,0.015142908990010308,2
APOE->LRP5,TAM->CAF,0.21834204445204533,2
APOE->LRP5,TAM->DC,0.19445117343221552,2
APOE->LRP5,TAM->Endo,0.2659893282028773,2
APOE->LRP5,TAM->ETC,0.6646793067630254,2
APOE->LRP5,TAM->TAM,0.06220026976447422,2
APOE->LRP5,TIL->CAF,0.06472077718825885,2
APOE->LRP5,TIL->DC,0.07341006017241544,2
APOE->LRP5,TIL->Endo,0.12216400202064769,2
APOE->LRP5,TIL->ETC,0.2787063446277664,2
APOE->LRP5,TIL->TAM,0.01931894026466772,2
ARF1->CHRM3,CAF->Endo,0.08137407788580238,2
ARF1->CHRM3,CAF->ETC,0.3008038504755059,2
ARF1->CHRM3,CAF->TAM,0.01671852247077073,2
ARF1->CHRM3,DC->ETC,0.18506789225464484,2
ARF1->CHRM3,DC->TAM,0.01317062772985093,2
ARF1->CHRM3,Endo->ETC,0.14656711310883555,2
ARF1->CHRM3,Endo->TAM,0.01372712515831855,2
ARF1->CHRM3,ETC->Endo,0.078319180654433,2
ARF1->CHRM3,ETC->ETC,0.2063421784020594,2
ARF1->CHRM3,ETC->TAM,0.01528245905766284,2
ARF1->CHRM3,TAM->Endo,0.07787688099161,2
ARF1->CHRM3,TAM->ETC,0.1731048900344733,2
ARF1->CHRM3,TAM->TAM,0.01213119182375011,2
ARF1->CHRM3,TIL->Endo,0.0987050640112919,2
ARF1->CHRM3,TIL->ETC,0.28737941441103754,2
ARF1->CHRM3,TIL->TAM,0.02985060377376911,2
ARF1->PLD2,CAF->CAF,0.11148367342918075,2
ARF1->PLD2,CAF->DC,0.17597386263155151,2
ARF1->PLD2,CAF->Endo,0.2434582932994954,2
ARF1->PLD2,CAF->ETC,0.13771231472194476,2
ARF1->PLD2,CAF->TAM,0.15657350381244237,2
ARF1->PLD2,DC->CAF,0.1074127170688671,2
ARF1->PLD2,DC->ETC,0.12388448553398294,2
ARF1->PLD2,DC->TAM,0.1635802044926868,2
ARF1->PLD2,Endo->CAF,0.09586580239342035,2
ARF1->PLD2,Endo->ETC,0.12309983450067824,2
ARF1->PLD2,Endo->TAM,0.15923054270980286,2
ARF1->PLD2,ETC->CAF,0.10371932745740976,2
ARF1->PLD2,ETC->DC,0.15689225830287373,2
ARF1->PLD2,ETC->Endo,0.2094591168177611,2
ARF1->PLD2,ETC->ETC,0.12003721294252075,2
ARF1->PLD2,ETC->TAM,0.14997173764442467,2
ARF1->PLD2,TAM->CAF,0.10097568756658555,2
ARF1->PLD2,TAM->DC,0.18178531554816407,2
ARF1->PLD2,TAM->Endo,0.204762247805306,2
ARF1->PLD2,TAM->ETC,0.11313410360364849,2
ARF1->PLD2,TAM->TAM,0.15124128398215522,2
ARF1->PLD2,TIL->CAF,0.12600526671373,2
ARF1->PLD2,TIL->DC,0.1355919700561929,2
ARF1->PLD2,TIL->Endo,0.3164478327068313,2
ARF1->PLD2,TIL->ETC,0.13810969593545752,2
ARF1->PLD2,TIL->TAM,0.1797669441927457,2
ARTN->GFRA1,CAF->CAF,0.0031784803519496517,2
ARTN->GFRA1,CAF->DC,9.996711090136169e-4,2
ARTN->GFRA1,CAF->Endo,0.00121247494772704,2
ARTN->GFRA1,CAF->ETC,0.001138343356430171,2
ARTN->GFRA1,ETC->CAF,3.45846971294563e-4,2
ARTN->GFRA1,ETC->DC,1.693152180862443e-4,2
ARTN->GFRA1,ETC->Endo,2.339738899208255e-4,2
ARTN->GFRA1,ETC->ETC,1.5290564651338105e-4,2
ARTN->RET,CAF->CAF,6.344330975848946e-4,2
ARTN->RET,CAF->ETC,9.630056560655794e-5,2
ARTN->RET,ETC->CAF,1.1979078616852353e-4,2
ARTN->RET,ETC->ETC,1.631051564908328e-5,2
ARTN->RET,ETC->TAM,1.5090339891611585e-4,2
BDNF->SORT1,CAF->CAF,0.005850708290491105,2
BDNF->SORT1,CAF->DC,0.0049314704481333614,2
BDNF->SORT1,CAF->Endo,0.009530382260780568,2
BDNF->SORT1,CAF->ETC,0.005948579724049127,2
BDNF->SORT1,CAF->TAM,0.01012880727620402,2
BDNF->SORT1,ETC->CAF,8.937412478517607e-4,2
BDNF->SORT1,ETC->DC,9.066963516953922e-4,2
BDNF->SORT1,ETC->Endo,0.0017641543013390195,2
BDNF->SORT1,ETC->ETC,0.0011266902566552494,2
BDNF->SORT1,ETC->TAM,0.001465303264824375,2
BMP8A->ACVR2A,CAF->CAF,0.002946944217547674,2
BMP8A->ACVR2A,CAF->DC,0.0012472243570020294,2
BMP8A->ACVR2A,CAF->Endo,0.002917777956764068,2
BMP8A->ACVR2A,CAF->ETC,0.0019569653486444095,2
BMP8A->ACVR2A,CAF->TAM,3.5214280943764544e-4,2
C1QB->LRP1,CAF->CAF,0.17959361390760534,2
C1QB->LRP1,CAF->DC,0.011686863116422306,2
C1QB->LRP1,CAF->Endo,0.03867924824528351,2
C1QB->LRP1,CAF->ETC,0.05321856188124594,2
C1QB->LRP1,CAF->TAM,0.12776561717359045,2
C1QB->LRP1,CAF->TIL,0.04616091828446878,2
C1QB->LRP1,DC->CAF,0.9277088035027355,2
C1QB->LRP1,DC->ETC,0.23059982495759004,2
C1QB->LRP1,DC->TAM,0.5437305941325962,2
C1QB->LRP1,DC->TIL,0.1454522016828733,2
C1QB->LRP1,Endo->CAF,0.25332096094426243,2
C1QB->LRP1,Endo->ETC,0.07966673366130399,2
C1QB->LRP1,Endo->TAM,0.18628481523492865,2
C1QB->LRP1,Endo->TIL,0.03452425338077422,2
C1QB->LRP1,ETC->CAF,0.19092234359466956,2
C1QB->LRP1,ETC->DC,0.01175921803824835,2
C1QB->LRP1,ETC->Endo,0.04284291457885875,2
C1QB->LRP1,ETC->ETC,0.04974626051259786,2
C1QB->LRP1,ETC->TAM,0.11511767767122374,2
C1QB->LRP1,ETC->TIL,0.04428006806480485,2
C1QB->LRP1,TAM->CAF,1.7357055669646406,2
C1QB->LRP1,TAM->DC,0.1922017762154216,2
C1QB->LRP1,TAM->Endo,0.4615801205060982,2
C1QB->LRP1,TAM->ETC,0.4427026644694765,2
C1QB->LRP1,TAM->TAM,1.0708360913854162,2
C1QB->LRP1,TAM->TIL,0.2582779015170761,2
C1QB->LRP1,TIL->CAF,0.6377661018404156,2
C1QB->LRP1,TIL->DC,0.1092981773606024,2
C1QB->LRP1,TIL->Endo,0.2873113741292855,2
C1QB->LRP1,TIL->ETC,0.15587677599596353,2
C1QB->LRP1,TIL->TAM,0.4910342410688935,2
C1QB->LRP1,TIL->TIL,0.05511016553902455,2
C4BPA->LRP1,CAF->CAF,0.01715375554083301,2
C4BPA->LRP1,CAF->DC,0.002243760451852725,2
C4BPA->LRP1,CAF->Endo,0.005898157812017881,2
C4BPA->LRP1,CAF->ETC,0.004760483083170174,2
C4BPA->LRP1,CAF->TAM,0.01294603693687445,2
C4BPA->LRP1,DC->CAF,0.05007350657940302,2
C4BPA->LRP1,DC->ETC,0.03848129746522305,2
C4BPA->LRP1,DC->TAM,0.0692191858187384,2
C4BPA->LRP1,Endo->CAF,0.05435116804676773,2
C4BPA->LRP1,Endo->ETC,0.01508345011803826,2
C4BPA->LRP1,Endo->TAM,0.04101913586332687,2
C4BPA->LRP1,ETC->CAF,0.13490725472314963,2
C4BPA->LRP1,ETC->DC,0.03043091062506639,2
C4BPA->LRP1,ETC->Endo,0.07105263147068037,2
C4BPA->LRP1,ETC->ETC,0.042049689829050774,2
C4BPA->LRP1,ETC->TAM,0.10242144212112721,2
C4BPA->LRP1,ETC->TIL,0.004553647932165257,2
CALCA->RAMP2,CAF->CAF,4.10484713621255e-4,2
CALCA->RAMP2,CAF->Endo,0.01177329922425624,2
CALCA->RAMP2,CAF->ETC,2.368543321276458e-4,2
CALCA->RAMP2,CAF->TAM,2.993484076124758e-4,2
CALCA->RAMP2,ETC->CAF,9.783789602871612e-4,2
CALCA->RAMP2,ETC->Endo,0.014881499981428714,2
CALCA->RAMP2,ETC->ETC,2.926675857464658e-4,2
CALCA->RAMP2,ETC->TAM,3.2800705243549985e-4,2
CALCA->RAMP2,TAM->CAF,0.006133136450759508,2
CALCA->RAMP2,TAM->DC,0.002979387023400624,2
CALCA->RAMP2,TAM->Endo,0.0673535487231544,2
CALCA->RAMP2,TAM->ETC,0.001580226636758134,2
CALCA->RAMP2,TAM->TAM,0.002387882351404456,2
CCL11->CCR5,CAF->CAF,0.0013149372419115932,2
CCL11->CCR5,CAF->DC,0.015550497884925237,2
CCL11->CCR5,CAF->Endo,0.006876611506941562,2
CCL11->CCR5,CAF->ETC,5.591364380218833e-4,2
CCL11->CCR5,CAF->TAM,0.010519407997466576,2
CCL11->CCR5,CAF->TIL,0.05465386780093179,2
CCL11->CCR5,Endo->CAF,3.261277005955782e-4,2
CCL11->CCR5,Endo->ETC,1.934438986147508e-4,2
CCL11->CCR5,Endo->TAM,0.00407286283332188,2
CCL11->CCR5,ETC->CAF,4.071914769606526e-5,2
CCL11->CCR5,ETC->DC,6.547553997772098e-4,2
CCL11->CCR5,ETC->Endo,3.65501449850897e-4,2
CCL11->CCR5,ETC->ETC,1.639199537112876e-5,2
CCL11->CCR5,ETC->TAM,4.470379880359574e-4,2
CCL11->CCR5,TAM->CAF,7.899381422895384e-5,2
CCL11->CCR5,TAM->ETC,4.269042450172626e-5,2
CCL11->CCR5,TAM->TAM,0.0016063594469049839,2
CCL16->CCR5,Endo->TAM,0.004315716085005176,2
CCL3L1->CCR5,CAF->CAF,3.682594860165051e-5,2
CCL3L1->CCR5,CAF->DC,9.955957008043435e-4,2
CCL3L1->CCR5,CAF->Endo,2.104431325826302e-4,2
CCL3L1->CCR5,CAF->ETC,1.8591807378982578e-5,2
CCL3L1->CCR5,CAF->TAM,5.422438196889416e-4,2
CCL3L1->CCR5,CAF->TIL,0.007427177820480974,2
CCL3L1->CCR5,DC->CAF,3.590026739413056e-4,2
CCL3L1->CCR5,DC->ETC,1.49532457062729e-4,2
CCL3L1->CCR5,DC->TAM,0.007228583103580433,2
CCL3L1->CCR5,DC->TIL,0.1226508486777807,2
CCL3L1->CCR5,ETC->DC,2.369442381957063e-4,2
CCL3L1->CCR5,ETC->TAM,4.773230141934823e-4,2
CCL3L1->CCR5,ETC->TIL,0.002362218634071788,2
CCL3L1->CCR5,TAM->CAF,0.0022491820862348185,2
CCL3L1->CCR5,TAM->DC,0.050302653854713046,2
CCL3L1->CCR5,TAM->Endo,0.01977773467713509,2
CCL3L1->CCR5,TAM->ETC,0.0028118713466842886,2
CCL3L1->CCR5,TAM->TAM,0.028049243374185726,2
CCL3L1->CCR5,TAM->TIL,0.27010780421882497,2
CCL4L1->CCR5,DC->ETC,6.897646598620421e-5,2
CCL4L1->CCR5,DC->TAM,0.001745784409394085,2
CCL4L1->CCR5,ETC->DC,4.138613516190636e-4,2
CCL4L1->CCR5,ETC->ETC,3.980074368269089e-6,2
CCL4L1->CCR5,ETC->TAM,1.007351084316629e-4,2
CCL4L1->CCR5,TAM->CAF,3.180986823190176e-4,2
CCL4L1->CCR5,TAM->DC,0.01510652751900113,2
CCL4L1->CCR5,TAM->Endo,0.002479761491129896,2
CCL4L1->CCR5,TAM->ETC,0.0010399544923008627,2
CCL4L1->CCR5,TAM->TAM,0.005542592695959819,2
CCL4L1->CCR5,TAM->TIL,0.05646705572208105,2
CNTN1->NOTCH1,CAF->CAF,0.03297617988655475,2
CNTN1->NOTCH1,CAF->DC,0.04072064675317966,2
CNTN1->NOTCH1,CAF->Endo,0.1926367597215608,2
CNTN1->NOTCH1,CAF->ETC,0.03708949941700295,2
CNTN1->NOTCH1,CAF->TAM,0.029276319464849834,2
CNTN1->NOTCH1,CAF->TIL,0.3993605959625373,2
CNTN1->NOTCH1,ETC->CAF,7.206424161547977e-4,2
CNTN1->NOTCH1,ETC->DC,0.0011419751344975086,2
CNTN1->NOTCH1,ETC->Endo,0.0038010533776479463,2
CNTN1->NOTCH1,ETC->ETC,9.478226956232667e-4,2
CNTN1->NOTCH1,ETC->TAM,7.155580697708392e-4,2
CNTN1->NOTCH1,ETC->TIL,0.01224895144870695,2
CNTN1->NOTCH1,TAM->CAF,0.0031824054175548545,2
CNTN1->NOTCH1,TAM->DC,0.0033121617950191136,2
CNTN1->NOTCH1,TAM->Endo,0.021240376399307148,2
CNTN1->NOTCH1,TAM->ETC,0.0035898990451131937,2
CNTN1->NOTCH1,TAM->TAM,0.0025157055686429847,2
CNTN1->NOTCH1,TAM->TIL,0.01000150851716675,2
CORT->SSTR1,CAF->CAF,6.117953060930207e-5,2
CORT->SSTR1,CAF->ETC,9.564112750940422e-4,2
CORT->SSTR1,ETC->CAF,1.218627794475988e-5,2
CORT->SSTR1,ETC->DC,6.994155221293135e-5,2
CORT->SSTR1,ETC->ETC,6.301264419193253e-5,2
CXCL14->CXCR4,CAF->CAF,0.26118870365460356,2
CXCL14->CXCR4,CAF->DC,1.1679027807185531,2
CXCL14->CXCR4,CAF->Endo,0.5840837137824061,2
CXCL14->CXCR4,CAF->ETC,0.32999688417743944,2
CXCL14->CXCR4,CAF->TAM,1.32680596346351,2
CXCL14->CXCR4,CAF->TIL,2.155633421693896,2
CXCL14->CXCR4,DC->CAF,0.12022799569776078,2
CXCL14->CXCR4,DC->ETC,0.11993331741347062,2
CXCL14->CXCR4,DC->TAM,0.5546156419584273,2
CXCL14->CXCR4,DC->TIL,1.0348146614315241,2
CXCL14->CXCR4,Endo->CAF,0.10743639168540117,2
CXCL14->CXCR4,Endo->ETC,0.11242344753875956,2
CXCL14->CXCR4,Endo->TAM,0.4730395282633859,2
CXCL14->CXCR4,Endo->TIL,0.8861215057632672,2
CXCL14->CXCR4,ETC->CAF,0.10750440609483321,2
CXCL14->CXCR4,ETC->DC,0.4535927329613025,2
CXCL14->CXCR4,ETC->Endo,0.25006904601810437,2
CXCL14->CXCR4,ETC->ETC,0.1319475340671055,2
CXCL14->CXCR4,ETC->TAM,0.5216821648047136,2
CXCL14->CXCR4,ETC->TIL,0.8695365546900372,2
CXCL14->CXCR4,TAM->CAF,0.0700599460911579,2
CXCL14->CXCR4,TAM->DC,0.2993637918318017,2
CXCL14->CXCR4,TAM->Endo,0.10757542102971035,2
CXCL14->CXCR4,TAM->ETC,0.07493585440536042,2
CXCL14->CXCR4,TAM->TAM,0.33972502939940563,2
CXCL14->CXCR4,TAM->TIL,0.6103339431185775,2
CXCL14->CXCR4,TIL->CAF,0.1920068574206403,2
CXCL14->CXCR4,TIL->DC,0.7780875678303262,2
CXCL14->CXCR4,TIL->Endo,0.1198492805074926,2
CXCL14->CXCR4,TIL->ETC,0.1689878418046277,2
CXCL14->CXCR4,TIL->TAM,0.8837639677770546,2
CXCL14->CXCR4,TIL->TIL,1.761883782043256,2
CXCL16->CXCR6,CAF->CAF,0.0016883269435130793,2
CXCL16->CXCR6,CAF->ETC,0.001409377232268831,2
CXCL16->CXCR6,CAF->TAM,0.001522036947311193,2
CXCL16->CXCR6,CAF->TIL,0.14796592443567,2
CXCL16->CXCR6,DC->CAF,0.006821067715212729,2
CXCL16->CXCR6,DC->ETC,0.006940267931686217,2
CXCL16->CXCR6,DC->TAM,0.008646057799244013,2
CXCL16->CXCR6,DC->TIL,0.6160020710801122,2
CXCL16->CXCR6,Endo->CAF,9.702078875581771e-4,2
CXCL16->CXCR6,Endo->ETC,0.0025749272785523213,2
CXCL16->CXCR6,Endo->TAM,0.001694169930123999,2
CXCL16->CXCR6,Endo->TIL,0.14114624232527545,2
CXCL16->CXCR6,ETC->CAF,0.004912967487818885,2
CXCL16->CXCR6,ETC->DC,0.05396252397681239,2
CXCL16->CXCR6,ETC->ETC,0.004520138990919307,2
CXCL16->CXCR6,ETC->TAM,0.004381373776554715,2
CXCL16->CXCR6,ETC->TIL,0.43870588847778086,2
CXCL16->CXCR6,TAM->CAF,0.010001776099116691,2
CXCL16->CXCR6,TAM->DC,0.1336770324142077,2
CXCL16->CXCR6,TAM->ETC,0.008654520637563888,2
CXCL16->CXCR6,TAM->TAM,0.01052136539488292,2
CXCL16->CXCR6,TAM->TIL,0.8102931117515653,2
CXCL16->CXCR6,TIL->CAF,6.679897875886759e-4,2
CXCL16->CXCR6,TIL->ETC,0.007939158325191022,2
CXCL16->CXCR6,TIL->TIL,0.450346462720374,2
DHH->BOC,CAF->CAF,0.008541551227094813,2
DHH->BOC,CAF->Endo,0.003159579827027034,2
DHH->BOC,CAF->ETC,6.066925132601841e-5,2
DHH->BOC,Endo->CAF,0.04992102829690565,2
DHH->BOC,Endo->ETC,9.93902809972917e-4,2
DHH->BOC,ETC->CAF,5.006069713678769e-4,2
DHH->BOC,ETC->Endo,2.088044223647483e-4,2
DHH->BOC,ETC->ETC,1.82536262802919e-6,2
DHH->PTCH1,CAF->CAF,0.009082427247734434,2
DHH->PTCH1,CAF->DC,0.00106561062795134,2
DHH->PTCH1,CAF->Endo,0.0032021132331359406,2
DHH->PTCH1,CAF->ETC,9.554458646468605e-4,2
DHH->PTCH1,CAF->TAM,6.227887803556028e-4,2
