LR,cell_type_pair,Patient
FGF1->FGFR4,EMT->ETC,P01
RSPO2->LGR5,NA,NA
CXCL14->CXCR4,CAF->CAF,P01
CXCL14->CXCR4,CAF->DC,P01
CXCL14->CXCR4,CAF->EMT,P01
CXCL14->CXCR4,CAF->ETC,P01
CXCL14->CXCR4,CAF->Endo,P01
CXCL14->CXCR4,CAF->TIL,P01
CXCL14->CXCR4,DC->CAF,P01
CXCL14->CXCR4,DC->DC,P01
CXCL14->CXCR4,DC->EMT,P01
CXCL14->CXCR4,DC->ETC,P01
CXCL14->CXCR4,DC->Endo,P01
CXCL14->CXCR4,DC->TIL,P01
CXCL14->CXCR4,ETC->CAF,P01
CXCL14->CXCR4,ETC->DC,P01
CXCL14->CXCR4,ETC->EMT,P01
CXCL14->CXCR4,ETC->ETC,P01
CXCL14->CXCR4,ETC->Endo,P01
CXCL14->CXCR4,ETC->TIL,P01
RSPO1->LGR5,NA,NA
ZG16B->CXCR4,EMT->CAF,P01
ZG16B->CXCR4,EMT->DC,P01
ZG16B->CXCR4,EMT->EMT,P01
ZG16B->CXCR4,EMT->ETC,P01
ZG16B->CXCR4,EMT->Endo,P01
ZG16B->CXCR4,EMT->TIL,P01
ZG16B->CXCR4,ETC->CAF,P01
ZG16B->CXCR4,ETC->DC,P01
ZG16B->CXCR4,ETC->EMT,P01
ZG16B->CXCR4,ETC->ETC,P01
ZG16B->CXCR4,ETC->Endo,P01
ZG16B->CXCR4,ETC->TIL,P01
IHH->PTCH1,ETC->EMT,P01
IHH->PTCH1,ETC->ETC,P01
ANGPT1->TEK,EMT->Endo,P01
ANGPT1->TEK,ETC->Endo,P01
DHH->PTCH1,NA,NA
SHH->LRP2,NA,NA
FGF18->FGFR4,CAF->EMT,P01
FGF18->FGFR4,CAF->ETC,P01
FGF18->FGFR4,DC->EMT,P01
FGF18->FGFR4,DC->ETC,P01
FGF18->FGFR4,EMT->EMT,P01
FGF18->FGFR4,EMT->ETC,P01
FGF18->FGFR4,ETC->EMT,P01
FGF18->FGFR4,ETC->ETC,P01
SLIT3->ROBO2,CAF->CAF,P01
SLIT3->ROBO2,EMT->CAF,P01
RGMB->NEO1,EMT->CAF,P01
RGMB->NEO1,EMT->EMT,P01
RGMB->NEO1,EMT->ETC,P01
RGMB->NEO1,ETC->CAF,P01
RGMB->NEO1,ETC->EMT,P01
RGMB->NEO1,ETC->ETC,P01
RGMB->NEO1,Endo->CAF,P01
RGMB->NEO1,Endo->EMT,P01
RGMB->NEO1,Endo->ETC,P01
ANGPT4->TEK,NA,NA
NTNG2->LRRC4,NA,NA
LRPAP1->SORT1,CAF->CAF,P01
LRPAP1->SORT1,CAF->DC,P01
LRPAP1->SORT1,CAF->EMT,P01
LRPAP1->SORT1,CAF->ETC,P01
LRPAP1->SORT1,CAF->Endo,P01
LRPAP1->SORT1,DC->CAF,P01
LRPAP1->SORT1,DC->DC,P01
LRPAP1->SORT1,DC->EMT,P01
LRPAP1->SORT1,DC->ETC,P01
LRPAP1->SORT1,DC->Endo,P01
LRPAP1->SORT1,EMT->CAF,P01
LRPAP1->SORT1,EMT->DC,P01
LRPAP1->SORT1,EMT->EMT,P01
LRPAP1->SORT1,EMT->ETC,P01
LRPAP1->SORT1,EMT->Endo,P01
LRPAP1->SORT1,ETC->CAF,P01
LRPAP1->SORT1,ETC->DC,P01
LRPAP1->SORT1,ETC->EMT,P01
LRPAP1->SORT1,ETC->ETC,P01
LRPAP1->SORT1,ETC->Endo,P01
LRPAP1->SORT1,Endo->CAF,P01
LRPAP1->SORT1,Endo->DC,P01
LRPAP1->SORT1,Endo->EMT,P01
LRPAP1->SORT1,Endo->ETC,P01
LRPAP1->SORT1,Endo->Endo,P01
LRPAP1->SORT1,TAM->CAF,P01
LRPAP1->SORT1,TAM->DC,P01
LRPAP1->SORT1,TAM->EMT,P01
LRPAP1->SORT1,TAM->ETC,P01
LRPAP1->SORT1,TAM->Endo,P01
LRPAP1->SORT1,TIL->CAF,P01
LRPAP1->SORT1,TIL->DC,P01
LRPAP1->SORT1,TIL->EMT,P01
LRPAP1->SORT1,TIL->ETC,P01
LRPAP1->SORT1,TIL->Endo,P01
NLGN1->NRXN3,EMT->EMT,P01
CORT->SSTR1,NA,NA
FGF16->FGFR4,NA,NA
FGF17->FGFR4,NA,NA
FGF20->FGFR4,NA,NA
FGF21->FGFR4,EMT->EMT,P01
FGF21->FGFR4,EMT->ETC,P01
FGF23->FGFR4,NA,NA
FGF4->FGFR4,NA,NA
FGF6->FGFR4,NA,NA
FGF8->FGFR4,NA,NA
IHH->PTCH2,ETC->EMT,P01
FGF3->FGFR4,NA,NA
GHRL->MLNR,NA,NA
FGF5->FGFR4,NA,NA
APOE->LRP5,CAF->CAF,P01
APOE->LRP5,CAF->EMT,P01
APOE->LRP5,CAF->ETC,P01
APOE->LRP5,DC->CAF,P01
APOE->LRP5,DC->EMT,P01
APOE->LRP5,DC->ETC,P01
APOE->LRP5,EMT->CAF,P01
APOE->LRP5,EMT->EMT,P01
APOE->LRP5,EMT->ETC,P01
APOE->LRP5,ETC->CAF,P01
APOE->LRP5,ETC->EMT,P01
APOE->LRP5,ETC->ETC,P01
PROC->TEK,EMT->Endo,P01
PROC->TEK,ETC->Endo,P01
LRPAP1->LRP8,CAF->EMT,P01
LRPAP1->LRP8,DC->EMT,P01
LRPAP1->LRP8,EMT->EMT,P01
LRPAP1->LRP8,ETC->EMT,P01
LRPAP1->LRP8,Endo->EMT,P01
LRPAP1->LRP8,TAM->EMT,P01
LRPAP1->LRP8,TIL->EMT,P01
CALCA->RAMP2,NA,NA
RELN->LRP8,NA,NA
CD226->NECTIN2,NA,NA
NECTIN2->CD226,NA,NA
INHA->TGFBR3,NA,NA
A2M->LRP1,CAF->CAF,P01
A2M->LRP1,CAF->EMT,P01
A2M->LRP1,CAF->ETC,P01
A2M->LRP1,CAF->Endo,P01
A2M->LRP1,CAF->TAM,P01
A2M->LRP1,DC->CAF,P01
A2M->LRP1,DC->EMT,P01
A2M->LRP1,DC->ETC,P01
A2M->LRP1,DC->Endo,P01
A2M->LRP1,DC->TAM,P01
A2M->LRP1,EMT->CAF,P01
A2M->LRP1,EMT->EMT,P01
A2M->LRP1,EMT->ETC,P01
A2M->LRP1,EMT->Endo,P01
A2M->LRP1,EMT->TAM,P01
A2M->LRP1,ETC->CAF,P01
A2M->LRP1,ETC->EMT,P01
A2M->LRP1,ETC->ETC,P01
A2M->LRP1,ETC->Endo,P01
A2M->LRP1,ETC->TAM,P01
A2M->LRP1,Endo->CAF,P01
A2M->LRP1,Endo->EMT,P01
A2M->LRP1,Endo->ETC,P01
A2M->LRP1,Endo->Endo,P01
A2M->LRP1,Endo->TAM,P01
TNFSF13->SDC2,NA,NA
LRPAP1->LRP2,NA,NA
LRPAP1->LRP1,CAF->CAF,P01
LRPAP1->LRP1,CAF->EMT,P01
LRPAP1->LRP1,CAF->ETC,P01
LRPAP1->LRP1,CAF->Endo,P01
LRPAP1->LRP1,CAF->TAM,P01
LRPAP1->LRP1,DC->CAF,P01
LRPAP1->LRP1,DC->EMT,P01
LRPAP1->LRP1,DC->ETC,P01
LRPAP1->LRP1,DC->Endo,P01
LRPAP1->LRP1,DC->TAM,P01
LRPAP1->LRP1,EMT->CAF,P01
LRPAP1->LRP1,EMT->EMT,P01
LRPAP1->LRP1,EMT->ETC,P01
LRPAP1->LRP1,EMT->Endo,P01
LRPAP1->LRP1,EMT->TAM,P01
LRPAP1->LRP1,ETC->CAF,P01
LRPAP1->LRP1,ETC->EMT,P01
LRPAP1->LRP1,ETC->ETC,P01
LRPAP1->LRP1,ETC->Endo,P01
LRPAP1->LRP1,ETC->TAM,P01
LRPAP1->LRP1,Endo->CAF,P01
LRPAP1->LRP1,Endo->EMT,P01
LRPAP1->LRP1,Endo->ETC,P01
LRPAP1->LRP1,Endo->Endo,P01
LRPAP1->LRP1,Endo->TAM,P01
LRPAP1->LRP1,TAM->CAF,P01
LRPAP1->LRP1,TAM->EMT,P01
LRPAP1->LRP1,TAM->ETC,P01
LRPAP1->LRP1,TAM->Endo,P01
LRPAP1->LRP1,TAM->TAM,P01
LRPAP1->LRP1,TIL->CAF,P01
LRPAP1->LRP1,TIL->EMT,P01
LRPAP1->LRP1,TIL->ETC,P01
LRPAP1->LRP1,TIL->Endo,P01
LRPAP1->LRP1,TIL->TAM,P01
FGF7->FGFR2,CAF->ETC,P01
FGF7->FGFR2,EMT->ETC,P01
NRTN->RET,NA,NA
RGMA->NEO1,CAF->CAF,P01
RGMA->NEO1,CAF->EMT,P01
RGMA->NEO1,CAF->ETC,P01
RGMA->NEO1,EMT->CAF,P01
RGMA->NEO1,EMT->EMT,P01
RGMA->NEO1,EMT->ETC,P01
CCL24->CCR2,NA,NA
LAMA2->DAG1,CAF->CAF,P01
LAMA2->DAG1,CAF->DC,P01
LAMA2->DAG1,CAF->EMT,P01
LAMA2->DAG1,CAF->ETC,P01
LAMA2->DAG1,CAF->Endo,P01
LAMA2->DAG1,EMT->CAF,P01
LAMA2->DAG1,EMT->DC,P01
LAMA2->DAG1,EMT->EMT,P01
LAMA2->DAG1,EMT->ETC,P01
LAMA2->DAG1,EMT->Endo,P01
LAMA2->DAG1,ETC->CAF,P01
LAMA2->DAG1,ETC->DC,P01
LAMA2->DAG1,ETC->EMT,P01
LAMA2->DAG1,ETC->ETC,P01
LAMA2->DAG1,ETC->Endo,P01
GDNF->GFRA1,NA,NA
SHH->GPC5,NA,NA
APELA->APLNR,NA,NA
PSAP->LRP1,CAF->CAF,P01
PSAP->LRP1,CAF->EMT,P01
PSAP->LRP1,CAF->ETC,P01
PSAP->LRP1,CAF->Endo,P01
PSAP->LRP1,CAF->TAM,P01
PSAP->LRP1,DC->CAF,P01
PSAP->LRP1,DC->EMT,P01
PSAP->LRP1,DC->ETC,P01
PSAP->LRP1,DC->Endo,P01
PSAP->LRP1,DC->TAM,P01
PSAP->LRP1,EMT->CAF,P01
PSAP->LRP1,EMT->EMT,P01
PSAP->LRP1,EMT->ETC,P01
PSAP->LRP1,EMT->Endo,P01
PSAP->LRP1,EMT->TAM,P01
PSAP->LRP1,ETC->CAF,P01
PSAP->LRP1,ETC->EMT,P01
PSAP->LRP1,ETC->ETC,P01
PSAP->LRP1,ETC->Endo,P01
PSAP->LRP1,ETC->TAM,P01
PSAP->LRP1,Endo->CAF,P01
PSAP->LRP1,Endo->EMT,P01
PSAP->LRP1,Endo->ETC,P01
PSAP->LRP1,Endo->Endo,P01
PSAP->LRP1,Endo->TAM,P01
PSAP->LRP1,TAM->CAF,P01
PSAP->LRP1,TAM->EMT,P01
PSAP->LRP1,TAM->ETC,P01
PSAP->LRP1,TAM->Endo,P01
PSAP->LRP1,TAM->TAM,P01
PSAP->LRP1,TIL->CAF,P01
PSAP->LRP1,TIL->EMT,P01
PSAP->LRP1,TIL->ETC,P01
PSAP->LRP1,TIL->Endo,P01
PSAP->LRP1,TIL->TAM,P01
NXPH1->NRXN3,NA,NA
PTN->PTPRB,CAF->EMT,P01
PTN->PTPRB,CAF->Endo,P01
PTN->PTPRB,EMT->EMT,P01
PTN->PTPRB,EMT->Endo,P01
PTN->PTPRB,ETC->EMT,P01
PTN->PTPRB,ETC->Endo,P01
ARTN->GFRA1,NA,NA
MDK->LRP1,CAF->CAF,P01
MDK->LRP1,CAF->EMT,P01
MDK->LRP1,CAF->ETC,P01
MDK->LRP1,CAF->Endo,P01
MDK->LRP1,CAF->TAM,P01
MDK->LRP1,DC->CAF,P01
MDK->LRP1,DC->EMT,P01
MDK->LRP1,DC->ETC,P01
MDK->LRP1,DC->Endo,P01
MDK->LRP1,DC->TAM,P01
MDK->LRP1,EMT->CAF,P01
MDK->LRP1,EMT->EMT,P01
MDK->LRP1,EMT->ETC,P01
MDK->LRP1,EMT->Endo,P01
MDK->LRP1,EMT->TAM,P01
MDK->LRP1,ETC->CAF,P01
MDK->LRP1,ETC->EMT,P01
MDK->LRP1,ETC->ETC,P01
MDK->LRP1,ETC->Endo,P01
MDK->LRP1,ETC->TAM,P01
MDK->LRP1,Endo->CAF,P01
MDK->LRP1,Endo->EMT,P01
MDK->LRP1,Endo->ETC,P01
MDK->LRP1,Endo->Endo,P01
MDK->LRP1,Endo->TAM,P01
C4BPA->LRP1,ETC->CAF,P01
C4BPA->LRP1,ETC->EMT,P01
C4BPA->LRP1,ETC->ETC,P01
C4BPA->LRP1,ETC->Endo,P01
C4BPA->LRP1,ETC->TAM,P01
ARF1->PLD2,CAF->EMT,P01
ARF1->PLD2,CAF->ETC,P01
ARF1->PLD2,DC->EMT,P01
ARF1->PLD2,DC->ETC,P01
ARF1->PLD2,EMT->EMT,P01
ARF1->PLD2,EMT->ETC,P01
ARF1->PLD2,ETC->EMT,P01
ARF1->PLD2,ETC->ETC,P01
ARF1->PLD2,Endo->EMT,P01
ARF1->PLD2,Endo->ETC,P01
ARF1->PLD2,TAM->EMT,P01
ARF1->PLD2,TAM->ETC,P01
ARF1->PLD2,TIL->EMT,P01
ARF1->PLD2,TIL->ETC,P01
GPC3->CD81,CAF->CAF,P01
GPC3->CD81,CAF->DC,P01
GPC3->CD81,CAF->EMT,P01
GPC3->CD81,CAF->ETC,P01
GPC3->CD81,CAF->Endo,P01
GPC3->CD81,CAF->TAM,P01
ICOS->ICOSLG,EMT->CAF,P01
ICOS->ICOSLG,EMT->EMT,P01
ICOS->ICOSLG,TIL->CAF,P01
ICOS->ICOSLG,TIL->EMT,P01
ICOSLG->ICOS,CAF->EMT,P01
ICOSLG->ICOS,CAF->TIL,P01
ICOSLG->ICOS,EMT->EMT,P01
ICOSLG->ICOS,EMT->TIL,P01
TDGF1->ACVR1B,ETC->CAF,P01
TDGF1->ACVR1B,ETC->EMT,P01
TDGF1->ACVR1B,ETC->ETC,P01
TDGF1->ACVR1B,ETC->Endo,P01
NECTIN2->PVRIG,NA,NA
DHH->BOC,NA,NA
APOD->LEPR,CAF->EMT,P01
APOD->LEPR,EMT->EMT,P01
APOD->LEPR,Endo->EMT,P01
EDN3->EDNRB,ETC->CAF,P01
EDN3->EDNRB,ETC->EMT,P01
EDN3->EDNRB,ETC->Endo,P01
BMP8A->ACVR2A,CAF->CAF,P01
BMP8A->ACVR2A,CAF->EMT,P01
BMP8A->ACVR2A,CAF->ETC,P01
BMP8A->ACVR2A,EMT->CAF,P01
BMP8A->ACVR2A,EMT->EMT,P01
BMP8A->ACVR2A,EMT->ETC,P01
ARF1->CHRM3,NA,NA
AGRP->SDC3,NA,NA
SLAMF6->SLAMF6,EMT->EMT,P01
SLAMF6->SLAMF6,EMT->TIL,P01
SLAMF6->SLAMF6,TIL->EMT,P01
SLAMF6->SLAMF6,TIL->TIL,P01
CXCL16->CXCR6,DC->EMT,P01
CXCL16->CXCR6,DC->TIL,P01
CXCL16->CXCR6,EMT->EMT,P01
CXCL16->CXCR6,EMT->TIL,P01
CXCL16->CXCR6,ETC->EMT,P01
CXCL16->CXCR6,ETC->TIL,P01
CXCL16->CXCR6,TIL->EMT,P01
CXCL16->CXCR6,TIL->TIL,P01
VIP->VIPR1,NA,NA
C1QB->LRP1,DC->CAF,P01
C1QB->LRP1,DC->EMT,P01
C1QB->LRP1,DC->ETC,P01
C1QB->LRP1,DC->Endo,P01
C1QB->LRP1,DC->TAM,P01
C1QB->LRP1,EMT->CAF,P01
C1QB->LRP1,EMT->EMT,P01
C1QB->LRP1,EMT->ETC,P01
C1QB->LRP1,EMT->Endo,P01
C1QB->LRP1,EMT->TAM,P01
C1QB->LRP1,TAM->CAF,P01
C1QB->LRP1,TAM->EMT,P01
C1QB->LRP1,TAM->ETC,P01
C1QB->LRP1,TAM->Endo,P01
C1QB->LRP1,TAM->TAM,P01
IL33->IL1RL1,NA,NA
AGRP->MC3R,NA,NA
SLURP1->CHRNA7,NA,NA
OMG->TNFRSF1B,NA,NA
NCR3LG1->NCR3,EMT->TIL,P01
NCR3LG1->NCR3,ETC->TIL,P01
NECTIN2->TIGIT,NA,NA
TIGIT->NECTIN2,NA,NA
SERPINE2->LRP1,CAF->CAF,P01
SERPINE2->LRP1,CAF->EMT,P01
SERPINE2->LRP1,CAF->ETC,P01
SERPINE2->LRP1,CAF->Endo,P01
SERPINE2->LRP1,CAF->TAM,P01
SERPINE2->LRP1,DC->CAF,P01
SERPINE2->LRP1,DC->EMT,P01
SERPINE2->LRP1,DC->ETC,P01
SERPINE2->LRP1,DC->Endo,P01
SERPINE2->LRP1,DC->TAM,P01
SERPINE2->LRP1,EMT->CAF,P01
SERPINE2->LRP1,EMT->EMT,P01
SERPINE2->LRP1,EMT->ETC,P01
SERPINE2->LRP1,EMT->Endo,P01
SERPINE2->LRP1,EMT->TAM,P01
SERPINE2->LRP1,ETC->CAF,P01
SERPINE2->LRP1,ETC->EMT,P01
SERPINE2->LRP1,ETC->ETC,P01
SERPINE2->LRP1,ETC->Endo,P01
SERPINE2->LRP1,ETC->TAM,P01
SERPINE2->LRP1,Endo->CAF,P01
SERPINE2->LRP1,Endo->EMT,P01
SERPINE2->LRP1,Endo->ETC,P01
SERPINE2->LRP1,Endo->Endo,P01
SERPINE2->LRP1,Endo->TAM,P01
SERPINE2->LRP1,TIL->CAF,P01
SERPINE2->LRP1,TIL->EMT,P01
SERPINE2->LRP1,TIL->ETC,P01
SERPINE2->LRP1,TIL->Endo,P01
SERPINE2->LRP1,TIL->TAM,P01
FGF19->FGFR4,DC->EMT,P01
FGF19->FGFR4,DC->ETC,P01
FGF19->FGFR4,EMT->EMT,P01
FGF19->FGFR4,EMT->ETC,P01
FGF19->FGFR4,ETC->EMT,P01
FGF19->FGFR4,ETC->ETC,P01
PDGFB->LRP1,EMT->CAF,P01
PDGFB->LRP1,EMT->EMT,P01
PDGFB->LRP1,EMT->ETC,P01
PDGFB->LRP1,EMT->Endo,P01
PDGFB->LRP1,EMT->TAM,P01
PDGFB->LRP1,Endo->CAF,P01
PDGFB->LRP1,Endo->EMT,P01
PDGFB->LRP1,Endo->ETC,P01
PDGFB->LRP1,Endo->Endo,P01
PDGFB->LRP1,Endo->TAM,P01
NXPH3->NRXN3,EMT->EMT,P01
AGT->AGTR1,CAF->ETC,P01
AGT->AGTR1,EMT->ETC,P01
AGT->AGTR1,ETC->ETC,P01
PSPN->GFRA1,NA,NA
WNT2->FZD8,EMT->ETC,P01
WNT1->ROR2,NA,NA
ARTN->RET,NA,NA
SLAMF1->SLAMF1,EMT->EMT,P01
SLAMF1->SLAMF1,EMT->TIL,P01
SLAMF1->SLAMF1,TIL->EMT,P01
SLAMF1->SLAMF1,TIL->TIL,P01
CNTN1->NOTCH1,NA,NA
ACE->BDKRB2,CAF->CAF,P01
ACE->BDKRB2,CAF->EMT,P01
ACE->BDKRB2,CAF->ETC,P01
ACE->BDKRB2,CAF->Endo,P01
ACE->BDKRB2,EMT->CAF,P01
ACE->BDKRB2,EMT->EMT,P01
ACE->BDKRB2,EMT->ETC,P01
ACE->BDKRB2,EMT->Endo,P01
ACE->BDKRB2,ETC->CAF,P01
ACE->BDKRB2,ETC->EMT,P01
ACE->BDKRB2,ETC->ETC,P01
ACE->BDKRB2,ETC->Endo,P01
NTN3->NEO1,NA,NA
GZMB->CHRM3,NA,NA
NODAL->TDGF1,NA,NA
CCL16->CCR5,NA,NA
CCL4L1->CCR5,NA,NA
IHH->HHIP,ETC->EMT,P01
ZG16B->TLR4,EMT->CAF,P01
ZG16B->TLR4,ETC->CAF,P01
GDF5->ROR2,EMT->CAF,P01
GDF5->ROR2,EMT->EMT,P01
LPL->LRP1,CAF->CAF,P01
LPL->LRP1,CAF->EMT,P01
LPL->LRP1,CAF->ETC,P01
LPL->LRP1,CAF->Endo,P01
LPL->LRP1,CAF->TAM,P01
LPL->LRP1,EMT->CAF,P01
LPL->LRP1,EMT->EMT,P01
LPL->LRP1,EMT->ETC,P01
LPL->LRP1,EMT->Endo,P01
LPL->LRP1,EMT->TAM,P01
LPL->LRP1,ETC->CAF,P01
LPL->LRP1,ETC->EMT,P01
LPL->LRP1,ETC->ETC,P01
LPL->LRP1,ETC->Endo,P01
LPL->LRP1,ETC->TAM,P01
LPL->LRP1,TAM->CAF,P01
LPL->LRP1,TAM->EMT,P01
LPL->LRP1,TAM->ETC,P01
LPL->LRP1,TAM->Endo,P01
LPL->LRP1,TAM->TAM,P01
ANGPT1->TIE1,EMT->CAF,P01
ANGPT1->TIE1,EMT->DC,P01
ANGPT1->TIE1,EMT->EMT,P01
ANGPT1->TIE1,EMT->ETC,P01
ANGPT1->TIE1,EMT->Endo,P01
ANGPT1->TIE1,ETC->CAF,P01
ANGPT1->TIE1,ETC->DC,P01
ANGPT1->TIE1,ETC->EMT,P01
ANGPT1->TIE1,ETC->ETC,P01
ANGPT1->TIE1,ETC->Endo,P01
ANGPTL1->TEK,CAF->Endo,P01
ANGPTL1->TEK,EMT->Endo,P01
ANGPTL1->TEK,ETC->Endo,P01
CCL3L1->CCR5,TAM->TAM,P01
CCL11->CCR5,CAF->TAM,P01
CCL11->CCR5,EMT->TAM,P01
JAM2->JAM3,CAF->CAF,P01
JAM2->JAM3,CAF->Endo,P01
JAM2->JAM3,DC->CAF,P01
JAM2->JAM3,DC->Endo,P01
JAM2->JAM3,EMT->CAF,P01
JAM2->JAM3,EMT->Endo,P01
JAM2->JAM3,Endo->CAF,P01
JAM2->JAM3,Endo->Endo,P01
JAM3->JAM2,CAF->CAF,P01
JAM3->JAM2,CAF->DC,P01
JAM3->JAM2,CAF->EMT,P01
JAM3->JAM2,CAF->Endo,P01
JAM3->JAM2,Endo->CAF,P01
JAM3->JAM2,Endo->DC,P01
JAM3->JAM2,Endo->EMT,P01
JAM3->JAM2,Endo->Endo,P01
CCN2->FGFR2,NA,NA
THPO->MPL,NA,NA
DHH->PTCH2,NA,NA
CCL2->ACKR1,NA,NA
WNT9B->FZD8,NA,NA
APOE->LRP1,ETC->DC,P02
APOE->LRP1,ETC->ETC,P02
APOE->LRP1,ETC->TAM,P02
APOE->LRP1,TAM->DC,P02
APOE->LRP1,TAM->ETC,P02
APOE->LRP1,TAM->TAM,P02
RSPO4->LGR5,NA,NA
GDF3->TDGF1,NA,NA
WNT3A->FZD8,NA,NA
NGF->SORT1,CAF->CAF,P02
NGF->SORT1,CAF->DC,P02
NGF->SORT1,CAF->ETC,P02
NGF->SORT1,CAF->TAM,P02
WNT3->FZD8,NA,NA
WNT8A->FZD8,NA,NA
ICOSLG->CD28,DC->DC,P02
ICOSLG->CD28,DC->TIL,P02
ICOSLG->CD28,ETC->DC,P02
ICOSLG->CD28,ETC->TIL,P02
ICOSLG->CD28,TAM->DC,P02
ICOSLG->CD28,TAM->TIL,P02
ICOSLG->CD28,TIL->DC,P02
ICOSLG->CD28,TIL->TIL,P02
NTN1->NEO1,ETC->CAF,P02
NTN1->NEO1,ETC->DC,P02
NTN1->NEO1,ETC->ETC,P02
FGF9->FGFR4,ETC->DC,P02
FGF9->FGFR4,ETC->ETC,P02
WNT1->FZD8,NA,NA
BDNF->SORT1,NA,NA
RSPO3->FZD8,EMT->ETC,P02
IHH->BOC,NA,NA
SHH->BOC,NA,NA
SEMA6A->PLXNA4,NA,NA
SHH->SMO,NA,NA
NRTN->GFRA1,NA,NA
NTS->SORT1,NA,NA
SHH->PTCH1,ETC->ETC,P02
ICOSLG->CTLA4,DC->DC,P02
ICOSLG->CTLA4,DC->TIL,P02
ICOSLG->CTLA4,ETC->DC,P02
ICOSLG->CTLA4,ETC->TIL,P02
ICOSLG->CTLA4,TAM->DC,P02
ICOSLG->CTLA4,TAM->TIL,P02
ICOSLG->CTLA4,TIL->DC,P02
ICOSLG->CTLA4,TIL->TIL,P02
SHH->PTCH2,ETC->ETC,P02
FGF1->FGFR4,NA,NA
RSPO2->LGR5,NA,NA
CXCL14->CXCR4,NA,NA
RSPO1->LGR5,NA,NA
ZG16B->CXCR4,ETC->DC,P02
ZG16B->CXCR4,ETC->ETC,P02
ZG16B->CXCR4,ETC->TAM,P02
ZG16B->CXCR4,ETC->TIL,P02
IHH->PTCH1,ETC->ETC,P02
ANGPT1->TEK,NA,NA
DHH->PTCH1,NA,NA
SHH->LRP2,NA,NA
FGF18->FGFR4,ETC->DC,P02
FGF18->FGFR4,ETC->ETC,P02
FGF18->FGFR4,TIL->DC,P02
FGF18->FGFR4,TIL->ETC,P02
SLIT3->ROBO2,CAF->CAF,P02
RGMB->NEO1,ETC->CAF,P02
RGMB->NEO1,ETC->DC,P02
RGMB->NEO1,ETC->ETC,P02
ANGPT4->TEK,NA,NA
NTNG2->LRRC4,NA,NA
LRPAP1->SORT1,CAF->CAF,P02
LRPAP1->SORT1,CAF->DC,P02
LRPAP1->SORT1,CAF->ETC,P02
LRPAP1->SORT1,CAF->TAM,P02
LRPAP1->SORT1,DC->CAF,P02
LRPAP1->SORT1,DC->DC,P02
LRPAP1->SORT1,DC->ETC,P02
LRPAP1->SORT1,DC->TAM,P02
LRPAP1->SORT1,ETC->CAF,P02
LRPAP1->SORT1,ETC->DC,P02
LRPAP1->SORT1,ETC->ETC,P02
LRPAP1->SORT1,ETC->TAM,P02
LRPAP1->SORT1,TAM->CAF,P02
LRPAP1->SORT1,TAM->DC,P02
LRPAP1->SORT1,TAM->ETC,P02
LRPAP1->SORT1,TAM->TAM,P02
LRPAP1->SORT1,TIL->CAF,P02
LRPAP1->SORT1,TIL->DC,P02
LRPAP1->SORT1,TIL->ETC,P02
LRPAP1->SORT1,TIL->TAM,P02
NLGN1->NRXN3,NA,NA
CORT->SSTR1,NA,NA
FGF16->FGFR4,NA,NA
FGF17->FGFR4,NA,NA
FGF20->FGFR4,ETC->DC,P02
FGF20->FGFR4,ETC->ETC,P02
FGF21->FGFR4,NA,NA
FGF23->FGFR4,TIL->DC,P02
FGF23->FGFR4,TIL->ETC,P02
FGF4->FGFR4,NA,NA
FGF6->FGFR4,NA,NA
FGF8->FGFR4,NA,NA
IHH->PTCH2,ETC->ETC,P02
FGF3->FGFR4,NA,NA
GHRL->MLNR,NA,NA
FGF5->FGFR4,NA,NA
APOE->LRP5,ETC->ETC,P02
APOE->LRP5,TAM->ETC,P02
PROC->TEK,NA,NA
LRPAP1->LRP8,CAF->ETC,P02
LRPAP1->LRP8,CAF->TAM,P02
LRPAP1->LRP8,DC->ETC,P02
LRPAP1->LRP8,DC->TAM,P02
LRPAP1->LRP8,ETC->ETC,P02
LRPAP1->LRP8,ETC->TAM,P02
LRPAP1->LRP8,TAM->ETC,P02
LRPAP1->LRP8,TAM->TAM,P02
LRPAP1->LRP8,TIL->ETC,P02
LRPAP1->LRP8,TIL->TAM,P02
CALCA->RAMP2,NA,NA
RELN->LRP8,NA,NA
CD226->NECTIN2,NA,NA
NECTIN2->CD226,NA,NA
INHA->TGFBR3,NA,NA
A2M->LRP1,CAF->DC,P02
A2M->LRP1,CAF->ETC,P02
A2M->LRP1,CAF->TAM,P02
A2M->LRP1,DC->DC,P02
A2M->LRP1,DC->ETC,P02
A2M->LRP1,DC->TAM,P02
A2M->LRP1,ETC->DC,P02
A2M->LRP1,ETC->ETC,P02
A2M->LRP1,ETC->TAM,P02
A2M->LRP1,TAM->DC,P02
A2M->LRP1,TAM->ETC,P02
A2M->LRP1,TAM->TAM,P02
TNFSF13->SDC2,TAM->CAF,P02
TNFSF13->SDC2,TAM->TAM,P02
LRPAP1->LRP2,NA,NA
LRPAP1->LRP1,CAF->DC,P02
LRPAP1->LRP1,CAF->ETC,P02
LRPAP1->LRP1,CAF->TAM,P02
LRPAP1->LRP1,DC->DC,P02
LRPAP1->LRP1,DC->ETC,P02
LRPAP1->LRP1,DC->TAM,P02
LRPAP1->LRP1,ETC->DC,P02
LRPAP1->LRP1,ETC->ETC,P02
LRPAP1->LRP1,ETC->TAM,P02
