LR,cell_type_pair,Patient
LPL->LRP1,Endo->ETC,P06
LPL->LRP1,Endo->Endo,P06
LPL->LRP1,Endo->TAM,P06
LPL->LRP1,TAM->CAF,P06
LPL->LRP1,TAM->DC,P06
LPL->LRP1,TAM->ETC,P06
LPL->LRP1,TAM->Endo,P06
LPL->LRP1,TAM->TAM,P06
ANGPT1->TIE1,CAF->CAF,P06
ANGPT1->TIE1,CAF->ETC,P06
ANGPT1->TIE1,CAF->Endo,P06
ANGPT1->TIE1,Endo->CAF,P06
ANGPT1->TIE1,Endo->ETC,P06
ANGPT1->TIE1,Endo->Endo,P06
ANGPTL1->TEK,CAF->CAF,P06
ANGPTL1->TEK,CAF->ETC,P06
ANGPTL1->TEK,CAF->Endo,P06
ANGPTL1->TEK,ETC->CAF,P06
ANGPTL1->TEK,ETC->ETC,P06
ANGPTL1->TEK,ETC->Endo,P06
ANGPTL1->TEK,Endo->CAF,P06
ANGPTL1->TEK,Endo->ETC,P06
ANGPTL1->TEK,Endo->Endo,P06
CCL3L1->CCR5,CAF->CAF,P06
CCL3L1->CCR5,CAF->DC,P06
CCL3L1->CCR5,CAF->ETC,P06
CCL3L1->CCR5,CAF->Endo,P06
CCL3L1->CCR5,CAF->TAM,P06
CCL3L1->CCR5,DC->CAF,P06
CCL3L1->CCR5,DC->DC,P06
CCL3L1->CCR5,DC->ETC,P06
CCL3L1->CCR5,DC->Endo,P06
CCL3L1->CCR5,DC->TAM,P06
CCL3L1->CCR5,TAM->CAF,P06
CCL3L1->CCR5,TAM->DC,P06
CCL3L1->CCR5,TAM->ETC,P06
CCL3L1->CCR5,TAM->Endo,P06
CCL3L1->CCR5,TAM->TAM,P06
CCL11->CCR5,CAF->CAF,P06
CCL11->CCR5,CAF->DC,P06
CCL11->CCR5,CAF->ETC,P06
CCL11->CCR5,CAF->Endo,P06
CCL11->CCR5,CAF->TAM,P06
CCL11->CCR5,ETC->CAF,P06
CCL11->CCR5,ETC->DC,P06
CCL11->CCR5,ETC->ETC,P06
CCL11->CCR5,ETC->Endo,P06
CCL11->CCR5,ETC->TAM,P06
CCL11->CCR5,Endo->CAF,P06
CCL11->CCR5,Endo->DC,P06
CCL11->CCR5,Endo->ETC,P06
CCL11->CCR5,Endo->Endo,P06
CCL11->CCR5,Endo->TAM,P06
JAM2->JAM3,CAF->CAF,P06
JAM2->JAM3,CAF->ETC,P06
JAM2->JAM3,CAF->Endo,P06
JAM2->JAM3,ETC->CAF,P06
JAM2->JAM3,ETC->ETC,P06
JAM2->JAM3,ETC->Endo,P06
JAM2->JAM3,Endo->CAF,P06
JAM2->JAM3,Endo->ETC,P06
JAM2->JAM3,Endo->Endo,P06
JAM3->JAM2,CAF->CAF,P06
JAM3->JAM2,CAF->ETC,P06
JAM3->JAM2,CAF->Endo,P06
JAM3->JAM2,ETC->CAF,P06
JAM3->JAM2,ETC->ETC,P06
JAM3->JAM2,ETC->Endo,P06
JAM3->JAM2,Endo->CAF,P06
JAM3->JAM2,Endo->ETC,P06
JAM3->JAM2,Endo->Endo,P06
CCN2->FGFR2,NA,NA
THPO->MPL,NA,NA
DHH->PTCH2,CAF->CAF,P06
DHH->PTCH2,CAF->DC,P06
DHH->PTCH2,CAF->ETC,P06
DHH->PTCH2,CAF->Endo,P06
DHH->PTCH2,Endo->CAF,P06
DHH->PTCH2,Endo->DC,P06
DHH->PTCH2,Endo->ETC,P06
DHH->PTCH2,Endo->Endo,P06
CCL2->ACKR1,NA,NA
WNT9B->FZD8,NA,NA
APOE->LRP1,CAF->CAF,P07
APOE->LRP1,CAF->DC,P07
APOE->LRP1,CAF->ETC,P07
APOE->LRP1,CAF->Endo,P07
APOE->LRP1,CAF->TAM,P07
APOE->LRP1,CAF->TIL,P07
APOE->LRP1,DC->CAF,P07
APOE->LRP1,DC->DC,P07
APOE->LRP1,DC->ETC,P07
APOE->LRP1,DC->Endo,P07
APOE->LRP1,DC->TAM,P07
APOE->LRP1,DC->TIL,P07
APOE->LRP1,ETC->CAF,P07
APOE->LRP1,ETC->DC,P07
APOE->LRP1,ETC->ETC,P07
APOE->LRP1,ETC->Endo,P07
APOE->LRP1,ETC->TAM,P07
APOE->LRP1,ETC->TIL,P07
APOE->LRP1,Endo->CAF,P07
APOE->LRP1,Endo->DC,P07
APOE->LRP1,Endo->ETC,P07
APOE->LRP1,Endo->Endo,P07
APOE->LRP1,Endo->TAM,P07
APOE->LRP1,Endo->TIL,P07
APOE->LRP1,TAM->CAF,P07
APOE->LRP1,TAM->DC,P07
APOE->LRP1,TAM->ETC,P07
APOE->LRP1,TAM->Endo,P07
APOE->LRP1,TAM->TAM,P07
APOE->LRP1,TAM->TIL,P07
APOE->LRP1,TIL->CAF,P07
APOE->LRP1,TIL->DC,P07
APOE->LRP1,TIL->ETC,P07
APOE->LRP1,TIL->Endo,P07
APOE->LRP1,TIL->TAM,P07
APOE->LRP1,TIL->TIL,P07
RSPO4->LGR5,NA,NA
GDF3->TDGF1,NA,NA
WNT3A->FZD8,ETC->CAF,P07
WNT3A->FZD8,ETC->Endo,P07
WNT3A->FZD8,ETC->TAM,P07
NGF->SORT1,CAF->CAF,P07
NGF->SORT1,CAF->DC,P07
NGF->SORT1,CAF->ETC,P07
NGF->SORT1,CAF->TAM,P07
NGF->SORT1,CAF->TIL,P07
WNT3->FZD8,CAF->CAF,P07
WNT3->FZD8,CAF->Endo,P07
WNT3->FZD8,CAF->TAM,P07
WNT3->FZD8,TAM->CAF,P07
WNT3->FZD8,TAM->Endo,P07
WNT3->FZD8,TAM->TAM,P07
WNT8A->FZD8,NA,NA
ICOSLG->CD28,CAF->ETC,P07
ICOSLG->CD28,CAF->TAM,P07
ICOSLG->CD28,CAF->TIL,P07
ICOSLG->CD28,DC->ETC,P07
ICOSLG->CD28,DC->TAM,P07
ICOSLG->CD28,DC->TIL,P07
ICOSLG->CD28,ETC->ETC,P07
ICOSLG->CD28,ETC->TAM,P07
ICOSLG->CD28,ETC->TIL,P07
ICOSLG->CD28,TAM->ETC,P07
ICOSLG->CD28,TAM->TAM,P07
ICOSLG->CD28,TAM->TIL,P07
ICOSLG->CD28,TIL->ETC,P07
ICOSLG->CD28,TIL->TAM,P07
ICOSLG->CD28,TIL->TIL,P07
NTN1->NEO1,CAF->CAF,P07
NTN1->NEO1,CAF->DC,P07
NTN1->NEO1,CAF->ETC,P07
NTN1->NEO1,CAF->TAM,P07
NTN1->NEO1,ETC->CAF,P07
NTN1->NEO1,ETC->DC,P07
NTN1->NEO1,ETC->ETC,P07
NTN1->NEO1,ETC->TAM,P07
FGF9->FGFR4,CAF->CAF,P07
FGF9->FGFR4,CAF->ETC,P07
FGF9->FGFR4,CAF->TAM,P07
FGF9->FGFR4,TAM->CAF,P07
FGF9->FGFR4,TAM->ETC,P07
FGF9->FGFR4,TAM->TAM,P07
WNT1->FZD8,NA,NA
BDNF->SORT1,NA,NA
RSPO3->FZD8,CAF->CAF,P07
RSPO3->FZD8,CAF->Endo,P07
RSPO3->FZD8,CAF->TAM,P07
RSPO3->FZD8,ETC->CAF,P07
RSPO3->FZD8,ETC->Endo,P07
RSPO3->FZD8,ETC->TAM,P07
RSPO3->FZD8,Endo->CAF,P07
RSPO3->FZD8,Endo->Endo,P07
RSPO3->FZD8,Endo->TAM,P07
RSPO3->FZD8,TAM->CAF,P07
RSPO3->FZD8,TAM->Endo,P07
RSPO3->FZD8,TAM->TAM,P07
IHH->BOC,ETC->CAF,P07
IHH->BOC,ETC->DC,P07
IHH->BOC,ETC->ETC,P07
IHH->BOC,ETC->TAM,P07
IHH->BOC,TAM->CAF,P07
IHH->BOC,TAM->DC,P07
IHH->BOC,TAM->ETC,P07
IHH->BOC,TAM->TAM,P07
SHH->BOC,ETC->CAF,P07
SHH->BOC,ETC->DC,P07
SHH->BOC,ETC->ETC,P07
SHH->BOC,ETC->TAM,P07
SHH->BOC,TIL->CAF,P07
SHH->BOC,TIL->DC,P07
SHH->BOC,TIL->ETC,P07
SHH->BOC,TIL->TAM,P07
SEMA6A->PLXNA4,CAF->CAF,P07
SEMA6A->PLXNA4,CAF->DC,P07
SEMA6A->PLXNA4,CAF->ETC,P07
SEMA6A->PLXNA4,CAF->TIL,P07
SEMA6A->PLXNA4,ETC->CAF,P07
SEMA6A->PLXNA4,ETC->DC,P07
SEMA6A->PLXNA4,ETC->ETC,P07
SEMA6A->PLXNA4,ETC->TIL,P07
SEMA6A->PLXNA4,TAM->CAF,P07
SEMA6A->PLXNA4,TAM->DC,P07
SEMA6A->PLXNA4,TAM->ETC,P07
SEMA6A->PLXNA4,TAM->TIL,P07
SHH->SMO,ETC->CAF,P07
SHH->SMO,ETC->DC,P07
SHH->SMO,ETC->ETC,P07
SHH->SMO,ETC->TAM,P07
SHH->SMO,TIL->CAF,P07
SHH->SMO,TIL->DC,P07
SHH->SMO,TIL->ETC,P07
SHH->SMO,TIL->TAM,P07
NRTN->GFRA1,CAF->CAF,P07
NRTN->GFRA1,ETC->CAF,P07
NRTN->GFRA1,TAM->CAF,P07
NTS->SORT1,NA,NA
SHH->PTCH1,ETC->CAF,P07
SHH->PTCH1,ETC->ETC,P07
SHH->PTCH1,TIL->CAF,P07
SHH->PTCH1,TIL->ETC,P07
ICOSLG->CTLA4,CAF->ETC,P07
ICOSLG->CTLA4,CAF->TAM,P07
ICOSLG->CTLA4,CAF->TIL,P07
ICOSLG->CTLA4,DC->ETC,P07
ICOSLG->CTLA4,DC->TAM,P07
ICOSLG->CTLA4,DC->TIL,P07
ICOSLG->CTLA4,ETC->ETC,P07
ICOSLG->CTLA4,ETC->TAM,P07
ICOSLG->CTLA4,ETC->TIL,P07
ICOSLG->CTLA4,TAM->ETC,P07
ICOSLG->CTLA4,TAM->TAM,P07
ICOSLG->CTLA4,TAM->TIL,P07
ICOSLG->CTLA4,TIL->ETC,P07
ICOSLG->CTLA4,TIL->TAM,P07
ICOSLG->CTLA4,TIL->TIL,P07
SHH->PTCH2,ETC->CAF,P07
SHH->PTCH2,ETC->DC,P07
SHH->PTCH2,ETC->ETC,P07
SHH->PTCH2,ETC->TAM,P07
SHH->PTCH2,TIL->CAF,P07
SHH->PTCH2,TIL->DC,P07
SHH->PTCH2,TIL->ETC,P07
SHH->PTCH2,TIL->TAM,P07
FGF1->FGFR4,CAF->CAF,P07
FGF1->FGFR4,CAF->ETC,P07
FGF1->FGFR4,CAF->TAM,P07
FGF1->FGFR4,ETC->CAF,P07
FGF1->FGFR4,ETC->ETC,P07
FGF1->FGFR4,ETC->TAM,P07
FGF1->FGFR4,TAM->CAF,P07
FGF1->FGFR4,TAM->ETC,P07
FGF1->FGFR4,TAM->TAM,P07
RSPO2->LGR5,NA,NA
CXCL14->CXCR4,CAF->CAF,P07
CXCL14->CXCR4,CAF->DC,P07
CXCL14->CXCR4,CAF->ETC,P07
CXCL14->CXCR4,CAF->Endo,P07
CXCL14->CXCR4,CAF->TAM,P07
CXCL14->CXCR4,CAF->TIL,P07
CXCL14->CXCR4,DC->CAF,P07
CXCL14->CXCR4,DC->DC,P07
CXCL14->CXCR4,DC->ETC,P07
CXCL14->CXCR4,DC->Endo,P07
CXCL14->CXCR4,DC->TAM,P07
CXCL14->CXCR4,DC->TIL,P07
CXCL14->CXCR4,ETC->CAF,P07
CXCL14->CXCR4,ETC->DC,P07
CXCL14->CXCR4,ETC->ETC,P07
CXCL14->CXCR4,ETC->Endo,P07
CXCL14->CXCR4,ETC->TAM,P07
CXCL14->CXCR4,ETC->TIL,P07
CXCL14->CXCR4,Endo->CAF,P07
CXCL14->CXCR4,Endo->DC,P07
CXCL14->CXCR4,Endo->ETC,P07
CXCL14->CXCR4,Endo->Endo,P07
CXCL14->CXCR4,Endo->TAM,P07
CXCL14->CXCR4,Endo->TIL,P07
CXCL14->CXCR4,TAM->CAF,P07
CXCL14->CXCR4,TAM->DC,P07
CXCL14->CXCR4,TAM->ETC,P07
CXCL14->CXCR4,TAM->Endo,P07
CXCL14->CXCR4,TAM->TAM,P07
CXCL14->CXCR4,TAM->TIL,P07
CXCL14->CXCR4,TIL->CAF,P07
CXCL14->CXCR4,TIL->DC,P07
CXCL14->CXCR4,TIL->ETC,P07
CXCL14->CXCR4,TIL->Endo,P07
CXCL14->CXCR4,TIL->TAM,P07
CXCL14->CXCR4,TIL->TIL,P07
RSPO1->LGR5,CAF->CAF,P07
RSPO1->LGR5,CAF->ETC,P07
RSPO1->LGR5,ETC->CAF,P07
RSPO1->LGR5,ETC->ETC,P07
ZG16B->CXCR4,CAF->CAF,P07
ZG16B->CXCR4,CAF->DC,P07
ZG16B->CXCR4,CAF->ETC,P07
ZG16B->CXCR4,CAF->Endo,P07
ZG16B->CXCR4,CAF->TAM,P07
ZG16B->CXCR4,CAF->TIL,P07
ZG16B->CXCR4,ETC->CAF,P07
ZG16B->CXCR4,ETC->DC,P07
ZG16B->CXCR4,ETC->ETC,P07
ZG16B->CXCR4,ETC->Endo,P07
ZG16B->CXCR4,ETC->TAM,P07
ZG16B->CXCR4,ETC->TIL,P07
ZG16B->CXCR4,TAM->CAF,P07
ZG16B->CXCR4,TAM->DC,P07
ZG16B->CXCR4,TAM->ETC,P07
ZG16B->CXCR4,TAM->Endo,P07
ZG16B->CXCR4,TAM->TAM,P07
ZG16B->CXCR4,TAM->TIL,P07
ZG16B->CXCR4,TIL->CAF,P07
ZG16B->CXCR4,TIL->DC,P07
ZG16B->CXCR4,TIL->ETC,P07
ZG16B->CXCR4,TIL->Endo,P07
ZG16B->CXCR4,TIL->TAM,P07
ZG16B->CXCR4,TIL->TIL,P07
IHH->PTCH1,ETC->CAF,P07
IHH->PTCH1,ETC->ETC,P07
IHH->PTCH1,TAM->CAF,P07
IHH->PTCH1,TAM->ETC,P07
ANGPT1->TEK,CAF->CAF,P07
ANGPT1->TEK,CAF->ETC,P07
ANGPT1->TEK,CAF->Endo,P07
ANGPT1->TEK,TAM->CAF,P07
ANGPT1->TEK,TAM->ETC,P07
ANGPT1->TEK,TAM->Endo,P07
DHH->PTCH1,Endo->CAF,P07
DHH->PTCH1,Endo->ETC,P07
SHH->LRP2,NA,NA
FGF18->FGFR4,CAF->CAF,P07
FGF18->FGFR4,CAF->ETC,P07
FGF18->FGFR4,CAF->TAM,P07
FGF18->FGFR4,DC->CAF,P07
FGF18->FGFR4,DC->ETC,P07
FGF18->FGFR4,DC->TAM,P07
FGF18->FGFR4,ETC->CAF,P07
FGF18->FGFR4,ETC->ETC,P07
FGF18->FGFR4,ETC->TAM,P07
FGF18->FGFR4,TAM->CAF,P07
FGF18->FGFR4,TAM->ETC,P07
FGF18->FGFR4,TAM->TAM,P07
SLIT3->ROBO2,CAF->CAF,P07
SLIT3->ROBO2,CAF->ETC,P07
SLIT3->ROBO2,CAF->TIL,P07
SLIT3->ROBO2,Endo->CAF,P07
SLIT3->ROBO2,Endo->ETC,P07
SLIT3->ROBO2,Endo->TIL,P07
SLIT3->ROBO2,TAM->CAF,P07
SLIT3->ROBO2,TAM->ETC,P07
SLIT3->ROBO2,TAM->TIL,P07
RGMB->NEO1,CAF->CAF,P07
RGMB->NEO1,CAF->DC,P07
RGMB->NEO1,CAF->ETC,P07
RGMB->NEO1,CAF->TAM,P07
RGMB->NEO1,ETC->CAF,P07
RGMB->NEO1,ETC->DC,P07
RGMB->NEO1,ETC->ETC,P07
RGMB->NEO1,ETC->TAM,P07
RGMB->NEO1,Endo->CAF,P07
RGMB->NEO1,Endo->DC,P07
RGMB->NEO1,Endo->ETC,P07
RGMB->NEO1,Endo->TAM,P07
RGMB->NEO1,TAM->CAF,P07
RGMB->NEO1,TAM->DC,P07
RGMB->NEO1,TAM->ETC,P07
RGMB->NEO1,TAM->TAM,P07
ANGPT4->TEK,NA,NA
NTNG2->LRRC4,CAF->Endo,P07
NTNG2->LRRC4,CAF->TAM,P07
NTNG2->LRRC4,ETC->Endo,P07
NTNG2->LRRC4,ETC->TAM,P07
NTNG2->LRRC4,TAM->Endo,P07
NTNG2->LRRC4,TAM->TAM,P07
NTNG2->LRRC4,TIL->Endo,P07
NTNG2->LRRC4,TIL->TAM,P07
LRPAP1->SORT1,CAF->CAF,P07
LRPAP1->SORT1,CAF->DC,P07
LRPAP1->SORT1,CAF->ETC,P07
LRPAP1->SORT1,CAF->TAM,P07
LRPAP1->SORT1,CAF->TIL,P07
LRPAP1->SORT1,DC->CAF,P07
LRPAP1->SORT1,DC->DC,P07
LRPAP1->SORT1,DC->ETC,P07
LRPAP1->SORT1,DC->TAM,P07
LRPAP1->SORT1,DC->TIL,P07
LRPAP1->SORT1,ETC->CAF,P07
LRPAP1->SORT1,ETC->DC,P07
LRPAP1->SORT1,ETC->ETC,P07
LRPAP1->SORT1,ETC->TAM,P07
LRPAP1->SORT1,ETC->TIL,P07
LRPAP1->SORT1,Endo->CAF,P07
LRPAP1->SORT1,Endo->DC,P07
LRPAP1->SORT1,Endo->ETC,P07
LRPAP1->SORT1,Endo->TAM,P07
LRPAP1->SORT1,Endo->TIL,P07
LRPAP1->SORT1,TAM->CAF,P07
LRPAP1->SORT1,TAM->DC,P07
LRPAP1->SORT1,TAM->ETC,P07
LRPAP1->SORT1,TAM->TAM,P07
LRPAP1->SORT1,TAM->TIL,P07
LRPAP1->SORT1,TIL->CAF,P07
LRPAP1->SORT1,TIL->DC,P07
LRPAP1->SORT1,TIL->ETC,P07
LRPAP1->SORT1,TIL->TAM,P07
LRPAP1->SORT1,TIL->TIL,P07
NLGN1->NRXN3,CAF->CAF,P07
NLGN1->NRXN3,CAF->TAM,P07
NLGN1->NRXN3,TIL->CAF,P07
NLGN1->NRXN3,TIL->TAM,P07
CORT->SSTR1,NA,NA
FGF16->FGFR4,NA,NA
FGF17->FGFR4,ETC->CAF,P07
FGF17->FGFR4,ETC->ETC,P07
FGF17->FGFR4,ETC->TAM,P07
FGF17->FGFR4,TAM->CAF,P07
FGF17->FGFR4,TAM->ETC,P07
FGF17->FGFR4,TAM->TAM,P07
FGF20->FGFR4,ETC->CAF,P07
FGF20->FGFR4,ETC->ETC,P07
FGF20->FGFR4,ETC->TAM,P07
FGF21->FGFR4,NA,NA
FGF23->FGFR4,TIL->CAF,P07
FGF23->FGFR4,TIL->ETC,P07
FGF23->FGFR4,TIL->TAM,P07
FGF4->FGFR4,NA,NA
FGF6->FGFR4,NA,NA
FGF8->FGFR4,NA,NA
IHH->PTCH2,ETC->CAF,P07
IHH->PTCH2,ETC->DC,P07
IHH->PTCH2,ETC->ETC,P07
IHH->PTCH2,ETC->TAM,P07
IHH->PTCH2,TAM->CAF,P07
IHH->PTCH2,TAM->DC,P07
IHH->PTCH2,TAM->ETC,P07
IHH->PTCH2,TAM->TAM,P07
FGF3->FGFR4,NA,NA
GHRL->MLNR,NA,NA
FGF5->FGFR4,CAF->CAF,P07
FGF5->FGFR4,CAF->ETC,P07
FGF5->FGFR4,CAF->TAM,P07
APOE->LRP5,CAF->CAF,P07
APOE->LRP5,CAF->ETC,P07
APOE->LRP5,CAF->TAM,P07
APOE->LRP5,DC->CAF,P07
APOE->LRP5,DC->ETC,P07
APOE->LRP5,DC->TAM,P07
APOE->LRP5,ETC->CAF,P07
APOE->LRP5,ETC->ETC,P07
APOE->LRP5,ETC->TAM,P07
APOE->LRP5,Endo->CAF,P07
APOE->LRP5,Endo->ETC,P07
APOE->LRP5,Endo->TAM,P07
APOE->LRP5,TAM->CAF,P07
APOE->LRP5,TAM->ETC,P07
APOE->LRP5,TAM->TAM,P07
APOE->LRP5,TIL->CAF,P07
APOE->LRP5,TIL->ETC,P07
APOE->LRP5,TIL->TAM,P07
PROC->TEK,DC->CAF,P07
PROC->TEK,DC->ETC,P07
PROC->TEK,DC->Endo,P07
PROC->TEK,ETC->CAF,P07
PROC->TEK,ETC->ETC,P07
PROC->TEK,ETC->Endo,P07
PROC->TEK,TAM->CAF,P07
PROC->TEK,TAM->ETC,P07
PROC->TEK,TAM->Endo,P07
LRPAP1->LRP8,CAF->CAF,P07
LRPAP1->LRP8,CAF->DC,P07
LRPAP1->LRP8,CAF->ETC,P07
LRPAP1->LRP8,CAF->Endo,P07
LRPAP1->LRP8,CAF->TAM,P07
LRPAP1->LRP8,CAF->TIL,P07
LRPAP1->LRP8,DC->CAF,P07
LRPAP1->LRP8,DC->DC,P07
LRPAP1->LRP8,DC->ETC,P07
LRPAP1->LRP8,DC->Endo,P07
LRPAP1->LRP8,DC->TAM,P07
LRPAP1->LRP8,DC->TIL,P07
LRPAP1->LRP8,ETC->CAF,P07
LRPAP1->LRP8,ETC->DC,P07
LRPAP1->LRP8,ETC->ETC,P07
LRPAP1->LRP8,ETC->Endo,P07
LRPAP1->LRP8,ETC->TAM,P07
LRPAP1->LRP8,ETC->TIL,P07
LRPAP1->LRP8,Endo->CAF,P07
LRPAP1->LRP8,Endo->DC,P07
LRPAP1->LRP8,Endo->ETC,P07
LRPAP1->LRP8,Endo->Endo,P07
LRPAP1->LRP8,Endo->TAM,P07
LRPAP1->LRP8,Endo->TIL,P07
LRPAP1->LRP8,TAM->CAF,P07
LRPAP1->LRP8,TAM->DC,P07
LRPAP1->LRP8,TAM->ETC,P07
LRPAP1->LRP8,TAM->Endo,P07
LRPAP1->LRP8,TAM->TAM,P07
LRPAP1->LRP8,TAM->TIL,P07
LRPAP1->LRP8,TIL->CAF,P07
LRPAP1->LRP8,TIL->DC,P07
LRPAP1->LRP8,TIL->ETC,P07
LRPAP1->LRP8,TIL->Endo,P07
LRPAP1->LRP8,TIL->TAM,P07
LRPAP1->LRP8,TIL->TIL,P07
CALCA->RAMP2,NA,NA
RELN->LRP8,ETC->CAF,P07
RELN->LRP8,ETC->DC,P07
RELN->LRP8,ETC->ETC,P07
RELN->LRP8,ETC->Endo,P07
RELN->LRP8,ETC->TAM,P07
RELN->LRP8,ETC->TIL,P07
CD226->NECTIN2,NA,NA
NECTIN2->CD226,NA,NA
INHA->TGFBR3,ETC->CAF,P07
INHA->TGFBR3,ETC->ETC,P07
INHA->TGFBR3,ETC->Endo,P07
INHA->TGFBR3,ETC->TAM,P07
INHA->TGFBR3,ETC->TIL,P07
A2M->LRP1,CAF->CAF,P07
A2M->LRP1,CAF->DC,P07
A2M->LRP1,CAF->ETC,P07
A2M->LRP1,CAF->Endo,P07
A2M->LRP1,CAF->TAM,P07
A2M->LRP1,CAF->TIL,P07
A2M->LRP1,DC->CAF,P07
A2M->LRP1,DC->DC,P07
A2M->LRP1,DC->ETC,P07
A2M->LRP1,DC->Endo,P07
A2M->LRP1,DC->TAM,P07
A2M->LRP1,DC->TIL,P07
A2M->LRP1,ETC->CAF,P07
A2M->LRP1,ETC->DC,P07
A2M->LRP1,ETC->ETC,P07
A2M->LRP1,ETC->Endo,P07
A2M->LRP1,ETC->TAM,P07
A2M->LRP1,ETC->TIL,P07
A2M->LRP1,Endo->CAF,P07
A2M->LRP1,Endo->DC,P07
A2M->LRP1,Endo->ETC,P07
A2M->LRP1,Endo->Endo,P07
A2M->LRP1,Endo->TAM,P07
A2M->LRP1,Endo->TIL,P07
A2M->LRP1,TAM->CAF,P07
A2M->LRP1,TAM->DC,P07
A2M->LRP1,TAM->ETC,P07
A2M->LRP1,TAM->Endo,P07
A2M->LRP1,TAM->TAM,P07
A2M->LRP1,TAM->TIL,P07
A2M->LRP1,TIL->CAF,P07
A2M->LRP1,TIL->DC,P07
A2M->LRP1,TIL->ETC,P07
A2M->LRP1,TIL->Endo,P07
A2M->LRP1,TIL->TAM,P07
A2M->LRP1,TIL->TIL,P07
TNFSF13->SDC2,TAM->CAF,P07
TNFSF13->SDC2,TAM->DC,P07
TNFSF13->SDC2,TAM->ETC,P07
TNFSF13->SDC2,TAM->TAM,P07
TNFSF13->SDC2,TAM->TIL,P07
LRPAP1->LRP2,NA,NA
LRPAP1->LRP1,CAF->CAF,P07
LRPAP1->LRP1,CAF->DC,P07
LRPAP1->LRP1,CAF->ETC,P07
LRPAP1->LRP1,CAF->Endo,P07
LRPAP1->LRP1,CAF->TAM,P07
LRPAP1->LRP1,CAF->TIL,P07
LRPAP1->LRP1,DC->CAF,P07
LRPAP1->LRP1,DC->DC,P07
LRPAP1->LRP1,DC->ETC,P07
LRPAP1->LRP1,DC->Endo,P07
LRPAP1->LRP1,DC->TAM,P07
LRPAP1->LRP1,DC->TIL,P07
LRPAP1->LRP1,ETC->CAF,P07
LRPAP1->LRP1,ETC->DC,P07
LRPAP1->LRP1,ETC->ETC,P07
LRPAP1->LRP1,ETC->Endo,P07
LRPAP1->LRP1,ETC->TAM,P07
LRPAP1->LRP1,ETC->TIL,P07
LRPAP1->LRP1,Endo->CAF,P07
LRPAP1->LRP1,Endo->DC,P07
LRPAP1->LRP1,Endo->ETC,P07
LRPAP1->LRP1,Endo->Endo,P07
LRPAP1->LRP1,Endo->TAM,P07
LRPAP1->LRP1,Endo->TIL,P07
LRPAP1->LRP1,TAM->CAF,P07
LRPAP1->LRP1,TAM->DC,P07
LRPAP1->LRP1,TAM->ETC,P07
LRPAP1->LRP1,TAM->Endo,P07
LRPAP1->LRP1,TAM->TAM,P07
LRPAP1->LRP1,TAM->TIL,P07
LRPAP1->LRP1,TIL->CAF,P07
LRPAP1->LRP1,TIL->DC,P07
LRPAP1->LRP1,TIL->ETC,P07
LRPAP1->LRP1,TIL->Endo,P07
LRPAP1->LRP1,TIL->TAM,P07
LRPAP1->LRP1,TIL->TIL,P07
FGF7->FGFR2,CAF->CAF,P07
FGF7->FGFR2,CAF->ETC,P07
FGF7->FGFR2,CAF->TAM,P07
FGF7->FGFR2,ETC->CAF,P07
FGF7->FGFR2,ETC->ETC,P07
FGF7->FGFR2,ETC->TAM,P07
FGF7->FGFR2,TAM->CAF,P07
FGF7->FGFR2,TAM->ETC,P07
FGF7->FGFR2,TAM->TAM,P07
FGF7->FGFR2,TIL->CAF,P07
FGF7->FGFR2,TIL->ETC,P07
FGF7->FGFR2,TIL->TAM,P07
NRTN->RET,CAF->CAF,P07
NRTN->RET,CAF->DC,P07
NRTN->RET,CAF->TAM,P07
NRTN->RET,ETC->CAF,P07
NRTN->RET,ETC->DC,P07
NRTN->RET,ETC->TAM,P07
NRTN->RET,TAM->CAF,P07
NRTN->RET,TAM->DC,P07
NRTN->RET,TAM->TAM,P07
RGMA->NEO1,CAF->CAF,P07
RGMA->NEO1,CAF->DC,P07
RGMA->NEO1,CAF->ETC,P07
RGMA->NEO1,CAF->TAM,P07
RGMA->NEO1,ETC->CAF,P07
RGMA->NEO1,ETC->DC,P07
RGMA->NEO1,ETC->ETC,P07
RGMA->NEO1,ETC->TAM,P07
RGMA->NEO1,TAM->CAF,P07
RGMA->NEO1,TAM->DC,P07
RGMA->NEO1,TAM->ETC,P07
RGMA->NEO1,TAM->TAM,P07
CCL24->CCR2,TAM->DC,P07
CCL24->CCR2,TAM->TAM,P07
CCL24->CCR2,TAM->TIL,P07
LAMA2->DAG1,CAF->CAF,P07
LAMA2->DAG1,CAF->DC,P07
LAMA2->DAG1,CAF->ETC,P07
LAMA2->DAG1,CAF->Endo,P07
LAMA2->DAG1,CAF->TAM,P07
LAMA2->DAG1,CAF->TIL,P07
LAMA2->DAG1,ETC->CAF,P07
LAMA2->DAG1,ETC->DC,P07
LAMA2->DAG1,ETC->ETC,P07
LAMA2->DAG1,ETC->Endo,P07
LAMA2->DAG1,ETC->TAM,P07
LAMA2->DAG1,ETC->TIL,P07
GDNF->GFRA1,CAF->CAF,P07
GDNF->GFRA1,Endo->CAF,P07
SHH->GPC5,ETC->ETC,P07
SHH->GPC5,TIL->ETC,P07
APELA->APLNR,NA,NA
PSAP->LRP1,CAF->CAF,P07
PSAP->LRP1,CAF->DC,P07
PSAP->LRP1,CAF->ETC,P07
PSAP->LRP1,CAF->Endo,P07
