LR,cell_type_pair,Edge_average_expression_weight,Patient
SPP1->ITGB5,TIL->ETC,0.1491319611008387,P01
TGM2->ITGB1,CAF->CAF,0.6107664697090895,P01
TGM2->ITGB1,CAF->DC,0.0992002763472319,P01
TGM2->ITGB1,CAF->EMT,0.4681503700104327,P01
TGM2->ITGB1,CAF->ETC,0.3363260007838856,P01
TGM2->ITGB1,CAF->Endo,0.2003202143807241,P01
TGM2->ITGB1,CAF->TIL,0.602042437161744,P01
TGM2->ITGB1,DC->CAF,0.3371693103415317,P01
TGM2->ITGB1,DC->DC,0.05476281102598284,P01
TGM2->ITGB1,DC->EMT,0.2584391010654746,P01
TGM2->ITGB1,DC->ETC,0.1856663902788253,P01
TGM2->ITGB1,DC->Endo,0.1105853577102669,P01
TGM2->ITGB1,DC->TIL,0.3323532698689979,P01
TGM2->ITGB1,EMT->CAF,1.043464012813956,P01
TGM2->ITGB1,EMT->DC,0.1694787182388043,P01
TGM2->ITGB1,EMT->EMT,0.7998115284948402,P01
