"","LR","pval_PAAD.US","pval_PACA.AU","pval_PACA.CA","hr_PAAD.US","hr_PACA.AU","hr_PACA.CA","median_day_low_PAAD.US","median_day_low_PACA.AU","median_day_low_PACA.CA","median_day_high_PAAD.US","median_day_high_PACA.AU","median_day_high_PACA.CA","diff_day_PAAD.US","diff_day_PACA.AU","diff_day_PACA.CA","meta_pval","meta_qval_BH","meta_qval_holm","meta_qval_storey"
"115","DKK1->KREMEN2",0.407584210120414,0.00130224760610775,0.0163348271097593,0.776946123079465,0.337098713113307,0.640290497720979,222.5,547.5,658,181,343,455,-41.5,-204.5,-203,0.0128142660273989,0.150253550674207,1,0.0778353355928137
"116","IL1B->IL1RAP",0.413482446231867,0.197106172976364,0.016673665418664,0.730789152414856,0.584945055942012,0.637984373926532,185.5,465.5,616.5,181,351,446,-4.5,-114.5,-170.5,0.0411335579162268,0.256606222752187,1,0.132928848426538
"117","LAMA2->ITGB1",0.418891812229224,0.0685102158369704,0.0466913941216057,0.77738040793207,0.591266486181556,0.655007358614741,161,470.5,607,216,332,445,55,-138.5,-162,0.0253922062791253,0.202460524732226,1,0.10487993672109
"118","COL2A1->ITGA2",0.426903669274235,0.0121005201393453,0.00772342389446901,0.720957369504261,0.406795199856043,0.581917052394507,159,453,658,250,348,383,91,-105,-275,0.0148585744228387,0.160693072569627,1,0.083243285598071
"119","HLA-G->KLRC1",0.428211462509327,0.0899457042709655,0.189160956177586,0.804183864086362,0.609424690302776,0.743894855359756,182,440,487,188,400,575,6,-40,88,0.0589784163348688,0.310285275380512,1,0.160736025407595
"120","ADAM23->ITGA5",0.439344102083609,0.253438893507845,0.0423727724717146,0.832957831824587,0.73380488547102,0.680253022093595,233,420.5,608.5,181,351,455,-52,-69.5,-153.5,0.0662196463184983,0.327267342962496,1,0.169533188092753
"121","LAMC2->ITGB4",0.45309338405903,0.0759810843314745,0.0699359942094908,0.990093431258896,0.550997135064179,0.66820292714679,162.5,428,589.5,197,361,463,34.5,-67,-126.5,0.0358221768617891,0.24435355623593,1,0.126581641282877
"122","ADAM17->ITGA5",0.458060226482336,0.182778271733297,0.0055096147632584,0.838869619608575,0.673896988300001,0.530670351535567,233,446,630.5,181,348,389,-52,-98,-241.5,0.0450036983736416,0.26645754086572,1,0.138032093228126
"123","DEFB1->CCR6",0.468261850247774,0.272576574419825,0.0208792531649142,0.779915517813802,0.785688738513746,0.688081185024632,174,465.5,600,188,351,446,14,-114.5,-154,0.0736598540278527,0.343967939523397,1,0.178184541302611
"124","COL8A1->ITGA2",0.469557578548082,0.289840053928611,0.0102417671078222,0.681914278333994,0.610978781996651,0.577003937589425,160,453,642,248,361,444,88,-92,-198,0.0759819833949219,0.346865840750415,1,0.179685731214648
"125","LTA->TNFRSF1A",0.505115267681439,0.159901824404237,0.0569200078073983,0.836397250651037,0.61090803773597,0.78159318336721,217.5,420.5,608.5,181,392,456,-36.5,-28.5,-152.5,0.0627114483518916,0.317808865376535,1,0.164633445132957
"126","ANGPTL2->ITGA5",0.505988596046608,0.0976137618237196,0.0443030717141372,0.855833178979667,0.623613456769327,0.694291672082677,213.5,446,589.5,181,348,455,-32.5,-98,-134.5,0.0453297796496911,0.266765514175945,1,0.138191631594092
"127","THBS2->ITGB1",0.537542508760685,0.168667129568112,0.0429695455546831,0.745933563825237,0.601165633348495,0.684817605661506,148.5,508,626,219,351,444,70.5,-157,-182,0.0700818980272209,0.337691636536324,1,0.174933249422393
"128","CLCF1->CRLF1",0.545265039597885,0.0168360734721291,0.0155608934857361,0.90186834730681,0.460262932468034,0.641526393019477,208,447,709.5,181,361,437,-27,-86,-272.5,0.0321269992412189,0.230455867830216,1,0.119382269047284
"129","ANGPT1->ITGA5",0.559942531152587,0.253438893507845,0.0243835023193024,0.85658120369609,0.73380488547102,0.683721536521298,213.5,420.5,608.5,181,351,446,-32.5,-69.5,-162.5,0.0979975625091371,0.388419630899906,1,0.201211699732038
"130","TNC->ITGB1",0.565933875358408,0.145523016698444,0.0543930493832705,0.919412815284889,0.723818801111686,0.649831618553584,162.5,470.5,607,194,287,444,31.5,-183.5,-163,0.0748651674101537,0.345686764250857,1,0.179074938227587
"131","TNF->TNFRSF1A",0.574522568065445,0.159901824404237,0.0892585441506458,0.859102718479769,0.61090803773597,0.80668175614316,205,420.5,608.5,181,392,456,-24,-28.5,-152.5,0.093138439533408,0.382357804400307,1,0.198071512376833
"132","FGG->ITGA2B",0.582427687373566,0.00364010137859894,0.127471376213168,0.916559888820225,0.323055057669834,0.776289754994595,208,546,617.5,181,348,456,-27,-198,-161.5,0.0605483338707298,0.314851336127795,1,0.163101366319722
"133","SEMA6D->PLXNA1",0.658613689065445,0.0285118868266369,0.0524810973522443,0.862766794543993,0.48456688470848,0.635220408779921,171.5,460,588.5,188,348,456,16.5,-112,-132.5,0.0674296976986849,0.329615470494389,1,0.170749580608201
"134","LAMA1->ITGA2",0.718497672804449,0.0121005201393453,0.0234758981555249,0.803154246122427,0.406795199856043,0.644773815976832,159,453,642,250,348,400,91,-105,-242,0.0714645737239828,0.338910079797107,1,0.175564435438819
